"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_name","Gene_type"
"ENSG00000235643.2",3890,1,3," LINC01647"," lncRNA"
"ENSG00000284708.1",19858,1,2," ENSG00000284708"," lncRNA"
"ENSG00000116661.11",18767,1,6," FBXO2"," protein_coding"
"ENSG00000132879.14",8952,6,17," FBXO44"," protein_coding"
"ENSG00000116670.16",32893,6,21," MAD2L2"," protein_coding"
"ENSG00000116663.11",10154,1,6," FBXO6"," protein_coding"
"ENSG00000162490.7",34147,1,7," DRAXIN"," protein_coding"
"ENSG00000177674.16",18718,7,20," AGTRAP"," protein_coding"
"ENSG00000215910.8",27798,2,28," C1orf167"," protein_coding"
"ENSG00000177553.6",2542,1,3," C1orf167-AS1"," lncRNA"
"ENSG00000177000.13",20732,7,25," MTHFR"," protein_coding"
"ENSG00000011021.23",41983,3,27," CLCN6"," protein_coding"
"ENSG00000276470.1",172,1,1," ENSG00000276470"," misc_RNA"
"ENSG00000278852.1",148,1,1," ENSG00000278852"," misc_RNA"
"ENSG00000175206.11",2636,2,5," NPPA"," protein_coding"
"ENSG00000275915.1",107,1,1," ENSG00000275915"," misc_RNA"
"ENSG00000120937.9",1481,1,3," NPPB"," protein_coding"
"ENSG00000224904.1",2636,1,1," SBF1P2"," processed_pseudogene"
"ENSG00000285646.2",6358,3,7," ENSG00000285646"," lncRNA"
"ENSG00000199347.1",119,1,1," RNU5E-1"," snRNA"
"ENSG00000201801.1",119,1,1," RNU5E-4P"," snRNA"
"ENSG00000116685.16",6837,3,8," KIAA2013"," protein_coding"
"ENSG00000083444.17",41333,1,19," PLOD1"," protein_coding"
"ENSG00000287384.1",594,1,1," ENSG00000287384"," lncRNA"
"ENSG00000116688.18",35030,11,38," MFN2"," protein_coding"
"ENSG00000270914.1",92,1,1," ENSG00000270914"," processed_pseudogene"
"ENSG00000116691.11",12579,1,10," MIIP"," protein_coding"
"ENSG00000202461.1",112,1,1," Y_RNA"," misc_RNA"
"ENSG00000276869.1",64,1,1," MIR6729"," miRNA"
"ENSG00000243539.3",274,1,1," RN7SL649P"," misc_RNA"
"ENSG00000120949.15",80904,3,19," TNFRSF8"," protein_coding"
"ENSG00000201135.1",103,1,1," RNU6-777P"," snRNA"
"ENSG00000227875.2",254,1,1," RPL23AP89"," processed_pseudogene"
"ENSG00000285604.1",3823,1,4," ENSG00000285604"," lncRNA"
"ENSG00000283789.1",95,1,1," MIR7846"," miRNA"
"ENSG00000028137.19",42237,2,12," TNFRSF1B"," protein_coding"
"ENSG00000263676.1",60,1,1," MIR4632"," miRNA"
"ENSG00000225196.2",315,1,1," RPL10P17"," processed_pseudogene"
"ENSG00000252969.1",123,1,1," SNORA70"," snoRNA"
"ENSG00000048707.15",282017,3,72," VPS13D"," protein_coding"
"ENSG00000239149.1",151,1,1," SNORA59A"," snoRNA"
"ENSG00000229484.3",4975,1,4," LINC02766"," lncRNA"
"ENSG00000162496.9",50300,1,6," DHRS3"," protein_coding"
"ENSG00000221340.1",100,1,1," RNU6ATAC18P"," snRNA"
"ENSG00000276830.1",66,1,1," MIR6730"," miRNA"
"ENSG00000288927.2",598,2,3," ENSG00000288927"," lncRNA"
"ENSG00000272482.2",1080,1,1," ENSG00000272482"," lncRNA"
"ENSG00000204518.3",22991,1,4," AADACL4"," protein_coding"
"ENSG00000226166.2",111,1,1," ENSG00000226166"," processed_pseudogene"
"ENSG00000188984.12",12650,1,4," AADACL3"," protein_coding"
"ENSG00000157330.10",17499,2,6," CFAP107"," protein_coding"
"ENSG00000116726.5",4168,1,3," PRAMEF12"," protein_coding"
"ENSG00000116721.9",5231,1,4," PRAMEF1"," protein_coding"
"ENSG00000228338.1",473,1,2," LINC01784"," lncRNA"
"ENSG00000239810.3",6805,1,4," PRAMEF11"," protein_coding"
"ENSG00000231103.2",3232,1,4," PRAMEF30P"," unprocessed_pseudogene"
"ENSG00000179172.10",1343,1,2," HNRNPCL1"," protein_coding"
"ENSG00000120952.4",4823,1,4," PRAMEF2"," protein_coding"
"ENSG00000243073.4",6989,1,4," PRAMEF4"," protein_coding"
"ENSG00000187545.5",5374,1,4," PRAMEF10"," protein_coding"
"ENSG00000204510.6",4141,2,6," PRAMEF7"," protein_coding"
"ENSG00000207434.1",106,1,1," RNU6-1072P"," snRNA"
"ENSG00000234064.1",2091,1,2," PRAMEF29P"," unprocessed_pseudogene"
"ENSG00000232423.6",9108,2,5," PRAMEF6"," protein_coding"
"ENSG00000274178.2",2791,1,3," PRAMEF28P"," unprocessed_pseudogene"
"ENSG00000274764.6",7099,1,4," PRAMEF27"," protein_coding"
"ENSG00000277058.3",2109,2,3," HNRNPCL3"," protein_coding"
"ENSG00000229571.7",9207,2,5," PRAMEF25"," protein_coding"
"ENSG00000277862.1",2792,1,3," PRAMEF34P"," unprocessed_pseudogene"
"ENSG00000236179.1",1286,1,2," PRAMEF35P"," unprocessed_pseudogene"
"ENSG00000275774.3",1366,1,2," HNRNPCL2"," protein_coding"
"ENSG00000229978.1",2797,1,3," PRAMEF36P"," transcribed_unprocessed_pseudogene"
"ENSG00000233336.1",479,1,2," ENSG00000233336"," lncRNA"
"ENSG00000280267.6",9211,2,7," PRAMEF26"," protein_coding"
"ENSG00000179412.11",1717,1,1," HNRNPCL4"," protein_coding"
"ENSG00000204505.5",7611,1,4," PRAMEF9"," protein_coding"
"ENSG00000279169.3",5221,2,6," PRAMEF13"," protein_coding"
"ENSG00000279804.3",3459,1,3," PRAMEF18"," protein_coding"
"ENSG00000250894.1",2789,1,3," PRAMEF31P"," unprocessed_pseudogene"
"ENSG00000270601.5",9237,1,4," PRAMEF5"," protein_coding"
"ENSG00000231219.1",2088,1,2," PRAMEF32P"," unprocessed_pseudogene"
"ENSG00000207511.1",106,1,1," RNU6-771P"," snRNA"
"ENSG00000182330.11",3833,2,5," PRAMEF8"," protein_coding"
"ENSG00000237700.2",5368,1,4," PRAMEF33"," protein_coding"
"ENSG00000204501.7",7017,1,4," PRAMEF15"," protein_coding"
"ENSG00000228229.2",479,1,2," ENSG00000228229"," lncRNA"
"ENSG00000204481.8",5242,1,4," PRAMEF14"," protein_coding"
"ENSG00000204480.9",3516,1,3," PRAMEF19"," protein_coding"
"ENSG00000204479.4",2997,1,3," PRAMEF17"," protein_coding"
"ENSG00000204478.11",10878,1,4," PRAMEF20"," protein_coding"
"ENSG00000162494.6",39030,1,2," LRRC38"," protein_coding"
"ENSG00000259961.1",3050,1,3," ENSG00000259961"," lncRNA"
"ENSG00000215909.3",693,1,2," BRWD1P1"," processed_pseudogene"
"ENSG00000162493.17",34492,9,22," PDPN"," protein_coding"
"ENSG00000222952.1",100,1,1," RNA5SP41"," rRNA_pseudogene"
"ENSG00000237445.2",2599,1,2," ENSG00000237445"," lncRNA"
"ENSG00000253085.1",129,1,1," ENSG00000253085"," scaRNA"
"ENSG00000116731.23",124891,7,22," PRDM2"," protein_coding"
"ENSG00000289380.1",687,1,1," ENSG00000289380"," lncRNA"
"ENSG00000189337.17",1225251,7,26," KAZN"," protein_coding"
"ENSG00000252151.1",102,1,1," RNU6-1265P"," snRNA"
"ENSG00000231606.2",82558,2,6," ENSG00000231606"," lncRNA"
"ENSG00000234593.3",81148,4,16," KAZN-AS1"," lncRNA"
"ENSG00000235829.1",484,1,2," TBCAP2"," processed_pseudogene"
"ENSG00000287756.1",3258,1,2," ENSG00000287756"," lncRNA"
"ENSG00000175147.13",41803,4,13," TMEM51-AS1"," lncRNA"
"ENSG00000171729.14",67946,5,12," TMEM51"," protein_coding"
"ENSG00000204464.7",6973,2,3," TMEM51-AS2"," lncRNA"
"ENSG00000215720.4",1017,1,2," MFFP1"," processed_pseudogene"
"ENSG00000278480.1",1176,1,2," ZBTB2P1"," processed_pseudogene"
"ENSG00000142621.21",163762,6,44," FHAD1"," protein_coding"
"ENSG00000233485.1",17196,1,2," FHAD1-AS1"," lncRNA"
"ENSG00000236045.1",1298,1,2," ENSG00000236045"," lncRNA"
"ENSG00000228140.2",6454,1,3," EFHD2-AS1"," lncRNA"
"ENSG00000142634.13",20451,1,4," EFHD2"," protein_coding"
"ENSG00000162438.12",10800,2,9," CTRC"," protein_coding"
"ENSG00000142615.8",15363,1,8," CELA2A"," protein_coding"
"ENSG00000215704.10",25486,1,8," CELA2B"," protein_coding"
"ENSG00000132906.18",35702,4,15," CASP9"," protein_coding"
"ENSG00000116138.13",65566,4,19," DNAJC16"," protein_coding"
"ENSG00000251866.1",139,1,1," SCARNA21B"," scaRNA"
"ENSG00000272510.1",345,1,1," ENSG00000272510"," lncRNA"
"ENSG00000116771.6",13352,1,7," AGMAT"," protein_coding"
"ENSG00000237301.1",17490,1,2," ENSG00000237301"," lncRNA"
"ENSG00000235084.3",446,1,1," CHCHD2P6"," processed_pseudogene"
"ENSG00000252417.1",67,1,1," RNU7-179P"," snRNA"
"ENSG00000236500.1",224,1,1," CD24P1"," processed_pseudogene"
"ENSG00000197312.12",51586,1,10," DDI2"," protein_coding"
"ENSG00000215695.2",2320,1,1," RSC1A1"," protein_coding"
"ENSG00000271742.1",255,1,1," ENSG00000271742"," lncRNA"
"ENSG00000116786.13",50449,3,24," PLEKHM2"," protein_coding"
"ENSG00000237938.5",16584,1,4," ENSG00000237938"," lncRNA"
"ENSG00000162461.8",5134,1,5," SLC25A34"," protein_coding"
"ENSG00000224459.2",9848,1,2," SLC25A34-AS1"," lncRNA"
"ENSG00000162460.7",5483,1,6," TMEM82"," protein_coding"
"ENSG00000162458.13",29987,4,17," FBLIM1"," protein_coding"
"ENSG00000224321.1",489,1,1," RPL12P14"," processed_pseudogene"
"ENSG00000233954.7",2179,2,2," UQCRHL"," protein_coding"
"ENSG00000178715.8",437,1,1," ENSG00000178715"," processed_pseudogene"
"ENSG00000179743.4",13673,1,2," SPEN-AS1"," lncRNA"
"ENSG00000065526.12",104361,1,15," SPEN"," protein_coding"
"ENSG00000270620.1",210,1,1," ENSG00000270620"," unprocessed_pseudogene"
"ENSG00000116809.12",34263,3,21," ZBTB17"," protein_coding"
"ENSG00000234607.2",562,1,1," ENSG00000234607"," processed_pseudogene"
"ENSG00000231353.1",259,1,1," ENSG00000231353"," unprocessed_pseudogene"
"ENSG00000275503.1",235,1,1," ENSG00000275503"," processed_pseudogene"
"ENSG00000224966.4",4880,1,8," TBC1D3P6"," unprocessed_pseudogene"
"ENSG00000183888.4",4571,1,2," SRARP"," protein_coding"
"ENSG00000233078.1",511,1,2," ENSG00000233078"," lncRNA"
"ENSG00000173641.18",5566,5,14," HSPB7"," protein_coding"
"ENSG00000186510.12",15175,3,25," CLCNKA"," protein_coding"
"ENSG00000232456.1",4851,1,5," ENSG00000232456"," unprocessed_pseudogene"
"ENSG00000184908.20",17059,7,34," CLCNKB"," protein_coding"
"ENSG00000185519.9",15882,1,7," FAM131C"," protein_coding"
"ENSG00000142627.13",31732,1,17," EPHA2"," protein_coding"
"ENSG00000227959.2",2972,1,2," EPHA2-AS1"," lncRNA"
"ENSG00000224621.1",2617,1,2," ENSG00000224621"," lncRNA"
"ENSG00000234166.1",503,1,2," ARHGEF19-AS1"," lncRNA"
"ENSG00000142632.17",14798,1,16," ARHGEF19"," protein_coding"
"ENSG00000237276.9",12120,2,19," ANO7L1"," transcribed_unprocessed_pseudogene"
"ENSG00000288398.1",2661,1,1," ENSG00000288398"," lncRNA"
"ENSG00000132881.12",5491,1,5," CPLANE2"," protein_coding"
"ENSG00000233929.1",185,1,1," MT1XP1"," processed_pseudogene"
"ENSG00000037637.11",105640,1,10," FBXO42"," protein_coding"
"ENSG00000055070.17",45570,4,10," SZRD1"," protein_coding"
"ENSG00000226457.1",380,1,1," RPL22P3"," processed_pseudogene"
"ENSG00000187144.11",50307,4,23," SPATA21"," protein_coding"
"ENSG00000157191.20",19357,4,14," NECAP2"," protein_coding"
"ENSG00000226029.1",7533,1,2," LINC01772"," lncRNA"
"ENSG00000080947.15",31821,4,24," CROCCP3"," transcribed_unprocessed_pseudogene"
"ENSG00000206652.1",163,1,1," RNU1-1"," snRNA"
"ENSG00000261135.1",1109,1,1," ENSG00000261135"," lncRNA"
"ENSG00000285853.1",6754,1,3," ENSG00000285853"," lncRNA"
"ENSG00000224174.2",1102,1,2," ENSG00000224174"," lncRNA"
"ENSG00000233421.5",1763,1,2," LINC01783"," lncRNA"
"ENSG00000277344.1",143,1,1," RNU1-6P"," snRNA"
"ENSG00000225710.1",3880,1,3," PDE4DIPP8"," unprocessed_pseudogene"
"ENSG00000219481.11",51243,1,29," NBPF1"," protein_coding"
"ENSG00000271732.1",338,1,1," ENSG00000271732"," lncRNA"
"ENSG00000215908.11",38979,2,20," CROCCP2"," transcribed_unprocessed_pseudogene"
"ENSG00000283773.1",342,1,2," ENSG00000283773"," transcribed_unprocessed_pseudogene"
"ENSG00000186301.8",4667,1,18," MST1P2"," unprocessed_pseudogene"
"ENSG00000282143.1",10645,1,3," ENSG00000282143"," lncRNA"
"ENSG00000207513.1",163,1,1," RNU1-3"," snRNA"
"ENSG00000280114.1",7652,1,5," ENSG00000280114"," unprocessed_pseudogene"
"ENSG00000236698.1",434,1,1," EIF1AXP1"," processed_pseudogene"
"ENSG00000268869.6",32818,2,14," ESPNP"," transcribed_unprocessed_pseudogene"
"ENSG00000279151.1",4048,1,3," ENSG00000279151"," lncRNA"
"ENSG00000282740.1",10651,1,3," ENSG00000282740"," lncRNA"
"ENSG00000058453.17",232691,1,37," CROCC"," protein_coding"
"ENSG00000227684.2",10688,2,6," CROCCP4"," transcribed_unprocessed_pseudogene"
"ENSG00000207389.1",163,1,1," RNU1-4"," snRNA"
"ENSG00000186715.11",15327,3,22," MST1L"," transcribed_unprocessed_pseudogene"
"ENSG00000223643.6",1872,1,4," ENSG00000223643"," lncRNA"
"ENSG00000230239.1",3877,1,3," PDE4DIPP9"," unprocessed_pseudogene"
"ENSG00000263811.1",72,1,1," MIR3675"," miRNA"
"ENSG00000228549.5",12714,1,2," ENSG00000228549"," lncRNA"
"ENSG00000277234.1",143,1,1," RNU1-5P"," snRNA"
"ENSG00000238142.4",2148,2,5," ENSG00000238142"," lncRNA"
"ENSG00000235241.1",507,1,1," ENSG00000235241"," processed_pseudogene"
"ENSG00000207005.1",163,1,1," RNU1-2"," snRNA"
"ENSG00000272426.1",437,1,1," ENSG00000272426"," lncRNA"
"ENSG00000290122.1",197,1,1," ENSG00000290122"," lncRNA"
"ENSG00000117122.14",6130,2,11," MFAP2"," protein_coding"
"ENSG00000286898.1",1490,1,2," ENSG00000286898"," lncRNA"
"ENSG00000226526.1",26165,1,2," ENSG00000226526"," lncRNA"
"ENSG00000159363.19",25970,2,31," ATP13A2"," protein_coding"
"ENSG00000288636.1",6689,1,2," ENSG00000288636"," protein_coding"
"ENSG00000117118.10",35310,1,8," SDHB"," protein_coding"
"ENSG00000117115.13",52690,2,18," PADI2"," protein_coding"
"ENSG00000204362.6",7834,2,6," LINC02783"," lncRNA"
"ENSG00000282843.1",8501,1,5," ENSG00000282843"," lncRNA"
"ENSG00000142623.11",40879,1,16," PADI1"," protein_coding"
"ENSG00000142619.4",35135,1,16," PADI3"," protein_coding"
"ENSG00000266634.1",86,1,1," MIR3972"," miRNA"
"ENSG00000159339.13",55809,2,18," PADI4"," protein_coding"
"ENSG00000276747.1",29503,1,16," PADI6"," protein_coding"
"ENSG00000227751.1",622,1,2," RCC2-AS1"," lncRNA"
"ENSG00000179051.14",32917,2,15," RCC2"," protein_coding"
"ENSG00000290096.1",142,1,1," ENSG00000290096"," lncRNA"
"ENSG00000074964.17",158176,3,32," ARHGEF10L"," protein_coding"
"ENSG00000236648.2",32353,2,7," LINC02810"," lncRNA"
"ENSG00000117148.8",71730,2,5," ACTL8"," protein_coding"
"ENSG00000284653.1",29900,1,4," ENSG00000284653"," lncRNA"
"ENSG00000261781.1",8755,1,3," LINC01654"," lncRNA"
"ENSG00000117154.12",270685,1,10," IGSF21"," protein_coding"
"ENSG00000280222.1",6472,1,1," ENSG00000280222"," TEC"
"ENSG00000230035.2",12417,1,4," IGSF21-AS1"," lncRNA"
"ENSG00000225387.1",2685,1,2," ENSG00000225387"," lncRNA"
"ENSG00000179023.9",5044,1,1," KLHDC7A"," protein_coding"
"ENSG00000235282.3",265,1,1," DYNLL1P3"," processed_pseudogene"
"ENSG00000225478.2",222,1,1," ENSG00000225478"," processed_pseudogene"
"ENSG00000009709.12",118020,3,14," PAX7"," protein_coding"
"ENSG00000179002.6",20061,1,6," TAS1R2"," protein_coding"
"ENSG00000159423.17",31294,4,22," ALDH4A1"," protein_coding"
"ENSG00000265606.1",73,1,1," MIR4695"," miRNA"
"ENSG00000221662.1",77,1,1," MIR1290"," miRNA"
"ENSG00000169991.11",52396,1,9," IFFO2"," protein_coding"
"ENSG00000272084.1",3401,1,1," ENSG00000272084"," lncRNA"
"ENSG00000127481.15",135756,4,111," UBR4"," protein_coding"
"ENSG00000230424.3",30361,1,2," EMC1-AS1"," lncRNA"
"ENSG00000127463.16",35892,5,33," EMC1"," protein_coding"
"ENSG00000053372.5",8323,1,8," MRTO4"," protein_coding"
"ENSG00000286064.1",1786,1,2," ENSG00000286064"," unprocessed_pseudogene"
"ENSG00000211454.16",8212,1,7," AKR7L"," protein_coding"
"ENSG00000162482.5",6197,1,7," AKR7A3"," protein_coding"
"ENSG00000270728.1",823,1,2," ENSG00000270728"," processed_pseudogene"
"ENSG00000053371.13",8179,1,7," AKR7A2"," protein_coding"
"ENSG00000200403.1",106,1,1," RNU6-1099P"," snRNA"
"ENSG00000040487.13",16974,2,11," SLC66A1"," protein_coding"
"ENSG00000077549.19",146764,6,20," CAPZB"," protein_coding"
"ENSG00000240490.3",287,1,1," RN7SL277P"," misc_RNA"
"ENSG00000173436.15",145418,3,8," MICOS10"," protein_coding"
"ENSG00000201609.1",140,1,1," RNU4-28P"," snRNA"
"ENSG00000235185.1",5030,1,2," MICOS10-DT"," lncRNA"
"ENSG00000158747.15",61477,8,13," NBL1"," protein_coding"
"ENSG00000270136.6",59860,1,6," MICOS10-NBL1"," protein_coding"
"ENSG00000226396.1",454,1,1," ENSG00000226396"," processed_pseudogene"
"ENSG00000158748.4",16091,1,3," HTR6"," protein_coding"
"ENSG00000162542.14",117705,2,19," TMCO4"," protein_coding"
"ENSG00000178828.7",1254,1,1," RNF186"," protein_coding"
"ENSG00000235434.1",5135,1,2," RNF186-AS1"," lncRNA"
"ENSG00000169914.6",30550,1,8," OTUD3"," protein_coding"
"ENSG00000188784.4",3608,1,4," PLA2G2E"," protein_coding"
"ENSG00000242688.3",300,1,1," RN7SL304P"," misc_RNA"
"ENSG00000188257.12",4985,4,13," PLA2G2A"," protein_coding"
"ENSG00000127472.11",63732,1,5," PLA2G5"," protein_coding"
"ENSG00000117215.15",7627,2,6," PLA2G2D"," protein_coding"
"ENSG00000158786.5",11058,1,5," PLA2G2F"," protein_coding"
"ENSG00000227066.2",6397,1,2," ENSG00000227066"," lncRNA"
"ENSG00000187980.7",25265,3,10," PLA2G2C"," protein_coding"
"ENSG00000162543.6",9954,1,2," UBXN10"," protein_coding"
"ENSG00000228105.2",1569,1,3," LINC01757"," lncRNA"
"ENSG00000284710.1",2987,1,3," ENSG00000284710"," lncRNA"
"ENSG00000158816.16",68643,2,25," VWA5B1"," protein_coding"
"ENSG00000226664.1",28976,1,2," ENSG00000226664"," lncRNA"
"ENSG00000236963.9",70655,3,20," LINC01141"," lncRNA"
"ENSG00000226487.1",949,1,3," ENSG00000226487"," lncRNA"
"ENSG00000284641.1",2715,1,2," ENSG00000284641"," lncRNA"
"ENSG00000284743.1",1618,1,2," ENSG00000284743"," lncRNA"
"ENSG00000162545.6",3819,1,2," CAMK2N1"," protein_coding"
"ENSG00000289402.2",1047,1,2," ENSG00000289402"," lncRNA"
"ENSG00000090432.7",8703,1,4," MUL1"," protein_coding"
"ENSG00000215520.3",762,1,1," RPS4XP4"," processed_pseudogene"
"ENSG00000183114.8",2447,1,1," FAM43B"," protein_coding"
"ENSG00000158825.6",29817,1,4," CDA"," protein_coding"
"ENSG00000158828.8",18053,1,8," PINK1"," protein_coding"
"ENSG00000284005.1",109,1,1," MIR6084"," miRNA"
"ENSG00000117242.7",9536,1,3," PINK1-AS"," lncRNA"
"ENSG00000244038.11",9777,2,13," DDOST"," protein_coding"
"ENSG00000117245.13",54003,3,19," KIF17"," protein_coding"
"ENSG00000235432.1",1279,1,4," ENSG00000235432"," unprocessed_pseudogene"
"ENSG00000189410.12",13106,2,12," SH2D5"," protein_coding"
"ENSG00000233069.1",1072,1,2," ENSG00000233069"," lncRNA"
"ENSG00000127483.19",47057,4,19," HP1BP3"," protein_coding"
"ENSG00000075151.24",370993,10,56," EIF4G3"," protein_coding"
"ENSG00000251914.1",61,1,1," RNU7-200P"," snRNA"
"ENSG00000221808.1",118,1,1," MIR1256"," miRNA"
"ENSG00000233072.1",384,1,1," RPS15AP6"," processed_pseudogene"
"ENSG00000236073.2",114,1,1," ENSG00000236073"," processed_pseudogene"
"ENSG00000235112.1",606,1,2," HSPE1P27"," processed_pseudogene"
"ENSG00000287192.1",1110,1,1," ENSG00000287192"," lncRNA"
"ENSG00000117298.16",128325,6,30," ECE1"," protein_coding"
"ENSG00000236936.1",1169,1,3," ENSG00000236936"," lncRNA"
"ENSG00000231105.2",6584,1,3," ECE1-AS1"," lncRNA"
"ENSG00000236216.5",375,1,1," PPP1R11P1"," processed_pseudogene"
"ENSG00000228823.1",1833,1,2," PDE4DIPP10"," unprocessed_pseudogene"
"ENSG00000236009.1",1594,1,3," ENSG00000236009"," lncRNA"
"ENSG00000227001.3",3342,1,5," NBPF2P"," unprocessed_pseudogene"
"ENSG00000187952.9",1233,1,1," HS6ST1P1"," processed_pseudogene"
"ENSG00000186543.7",3240,1,5," CROCCP5"," unprocessed_pseudogene"
"ENSG00000142794.19",44877,4,21," NBPF3"," protein_coding"
"ENSG00000176378.8",326,1,1," PFN1P10"," processed_pseudogene"
"ENSG00000162551.14",69013,4,18," ALPL"," protein_coding"
"ENSG00000289715.1",6598,1,2," ENSG00000289715"," protein_coding"
"ENSG00000233431.1",4715,1,2," LINC02596"," lncRNA"
"ENSG00000076864.21",73136,5,35," RAP1GAP"," protein_coding"
"ENSG00000090686.16",105308,5,37," USP48"," protein_coding"
"ENSG00000231978.2",306,1,1," ENSG00000231978"," processed_pseudogene"
"ENSG00000187942.12",12960,2,8," LDLRAD2"," protein_coding"
"ENSG00000142798.20",115066,1,97," HSPG2"," protein_coding"
"ENSG00000232037.3",482,1,1," ENSG00000232037"," processed_pseudogene"
"ENSG00000283234.1",6192,2,3," ENSG00000283234"," transcribed_unitary_pseudogene"
"ENSG00000219073.8",21620,1,8," CELA3B"," protein_coding"
"ENSG00000285959.1",47011,1,7," ENSG00000285959"," lncRNA"
"ENSG00000273610.1",296,1,1," RN7SL386P"," misc_RNA"
"ENSG00000201919.1",103,1,1," RNU6-1022P"," snRNA"
"ENSG00000142789.20",10885,1,4," CELA3A"," protein_coding"
"ENSG00000278124.1",296,1,1," RN7SL186P"," misc_RNA"
"ENSG00000201273.1",103,1,1," RNU6-776P"," snRNA"
"ENSG00000228397.3",2058,3,7," LINC01635"," lncRNA"
"ENSG00000218510.9",6665,4,9," LINC00339"," lncRNA"
"ENSG00000289694.1",67801,2,7," ENSG00000289694"," protein_coding"
"ENSG00000285752.1",24610,1,3," CDC42-AS1"," lncRNA"
"ENSG00000285794.1",221,1,1," ENSG00000285794"," transcribed_processed_pseudogene"
"ENSG00000070831.18",48733,18,28," CDC42"," protein_coding"
"ENSG00000230068.2",5002,1,2," CDC42-IT1"," lncRNA"
"ENSG00000271428.1",487,1,1," MPHOSPH6P1"," processed_pseudogene"
"ENSG00000162552.15",26656,1,5," WNT4"," protein_coding"
"ENSG00000285873.1",14551,1,5," ENSG00000285873"," lncRNA"
"ENSG00000266564.1",61,1,1," MIR4418"," miRNA"
"ENSG00000234397.3",491,1,1," PPIAP34"," processed_pseudogene"
"ENSG00000279625.1",1852,1,1," ENSG00000279625"," TEC"
"ENSG00000184677.18",102319,2,20," ZBTB40"," protein_coding"
"ENSG00000237200.1",2234,1,2," ZBTB40-IT1"," lncRNA"
"ENSG00000070886.12",40106,2,19," EPHA8"," protein_coding"
"ENSG00000276835.2",108,1,1," MIR6127"," miRNA"
"ENSG00000173372.18",4601,9,21," C1QA"," protein_coding"
"ENSG00000289692.1",7561,1,4," ENSG00000289692"," protein_coding"
"ENSG00000159189.13",5096,6,15," C1QC"," protein_coding"
"ENSG00000173369.18",8875,4,17," C1QB"," protein_coding"
"ENSG00000133216.17",210661,5,26," EPHB2"," protein_coding"
"ENSG00000265422.1",81,1,1," MIR4684"," miRNA"
"ENSG00000225952.1",1136,1,2," ENSG00000225952"," lncRNA"
"ENSG00000264014.1",67,1,1," MIR4253"," miRNA"
"ENSG00000215906.9",19823,1,8," LACTBL1"," protein_coding"
"ENSG00000227868.7",8266,3,7," TEX46"," protein_coding"
"ENSG00000004487.18",64246,7,32," KDM1A"," protein_coding"
"ENSG00000240553.1",67911,1,2," ENSG00000240553"," lncRNA"
"ENSG00000263793.1",67,1,1," MIR3115"," miRNA"
"ENSG00000266802.1",76,1,1," ENSG00000266802"," miRNA"
"ENSG00000169641.14",93778,2,7," LUZP1"," protein_coding"
"ENSG00000229010.1",817,1,1," ENSG00000229010"," processed_pseudogene"
"ENSG00000206935.1",106,1,1," RNU6-514P"," snRNA"
"ENSG00000252578.1",100,1,1," RNU6-135P"," snRNA"
"ENSG00000289014.1",791,1,1," ENSG00000289014"," lncRNA"
"ENSG00000179546.5",25607,1,2," HTR1D"," protein_coding"
