"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3","codingpotential","branchpt_len","Gene_name","H3K36me3","H3K9me3","H3K4me3","chr_sig"
"ENSG00000116205",58935,5,13,"protein_coding",194,14231,1,0,0.644195,37,"TCEANC2","0","0","0","0"
"ENSG00000116212",22083,5,18,"protein_coding",119,2075,1,0,0.358166,21,"LRRC42","1","0","1","2"
"ENSG00000233099",3539,1,2,"lncRNA",188.5,3163,1,0,0.528711,35,"RP11-375A5","0","0","0","0"
"ENSG00000233973",49644,17,30,"lncRNA",196,2191,4,0,0.0261312,20,"LINC01360","0","0","0","0"
"ENSG00000237552",21143,1,3,"lncRNA",125,10348,4,0,0.0937907,21.5,"LINC02567","0","0","0","0"
"ENSG00000132854",83269,4,15,"protein_coding",201,5394,1,0,0.9999995,68,"KANK4","0","0","0","0"
"ENSG00000162607",15507,4,15,"protein_coding",202,1434,1,0,0.62091,5.5,"USP1","1","1","1","3"
"ENSG00000233602",865,1,2,"lncRNA",309.5,247,1,0,0.0291144,2,"ERI3-IT1","1","0","0","1"
"ENSG00000233271",11324,1,2,"lncRNA",214,10897,1,0,0.0291301,200,"RP11-12C17","0","0","0","0"
"ENSG00000285954",21442,1,4,"lncRNA",224,4812,1,0,0.016478,57,"RP11-117D22","0","0","0","0"
"ENSG00000154027",277947,13,40,"protein_coding",168,6665,4,0,0.425518,11,"AK5","0","1","1","2"
"ENSG00000137960",158902,2,8,"protein_coding",183.5,14091,1,0,0.6150085,10,"GIPC2","0","1","1","2"
"ENSG00000237852",7782,1,2,"lncRNA",211.5,7360,1,0,0.0299881,46,"RP4-630A11","0","0","0","0"
"ENSG00000116745",21132,1,14,"protein_coding",122.5,1137,1,0,1,12,"RPE65","0","0","0","0"
"ENSG00000132855",8793,3,10,"protein_coding",115,603,1,0,0.0282202,12,"ANGPTL3","1","1","1","3"
"ENSG00000285407",264250,3,11,"lncRNA",293,18996,1,0,0.0412562,41,"RP11-520E6","0","0","0","0"
"ENSG00000116675",167652,8,33,"protein_coding",143,2466,1,0,0.5431835,25,"DNAJC6","1","0","1","2"
"ENSG00000162433",84596,8,17,"protein_coding",173,5825,1,0,0.920092,21,"AK4","1","0","1","2"
"ENSG00000213625",15420,6,14,"protein_coding",118,4483,1,0,0.611184,15.5,"LEPROT","1","0","1","2"
"ENSG00000227016",26251,1,7,"lncRNA",214,3059.5,1,0,0.410221,28,"LINC02796","0","0","0","0"
"ENSG00000158966",222929,6,36,"protein_coding",143,1718.5,1,0,1,27,"CACHD1","0","0","1","1"
"ENSG00000203965",49321,6,25,"protein_coding",145.5,2501,4,0,0.326284,14,"EFCAB7","0","0","0","0"
"ENSG00000223479",79998,2,5,"lncRNA",93,9300,1,0,0.02684315,32,"LINC02238","0","0","0","0"
"ENSG00000153898",71530,6,22,"protein_coding",122.5,2836,4,0,0.9994025,12,"MCOLN2","1","1","1","3"
"ENSG00000117069",200066,5,12,"protein_coding",246,9126.5,1,0,0.446206,53.5,"ST6GALNAC5","0","0","0","0"
"ENSG00000125703",81384,5,20,"protein_coding",128.5,5718,1,0,0.572904,15.5,"ATG4C","1","0","1","2"
"ENSG00000285041",6724,1,3,"lncRNA",82,2044.5,1,0,0.178508,8.5,"RP4-629B2","0","0","0","0"
"ENSG00000285808",61371,1,8,"lncRNA",112,912,1,0,0.0199167,11,"LINC02797","0","0","0","0"
"ENSG00000227466",8218,1,3,"lncRNA",188,3881.5,1,0,0.0902761,4.5,"PDE4B-AS1","0","0","0","0"
"ENSG00000154007",13531,1,3,"protein_coding",286,6226,1,0,0.999993,34,"ASB17","0","0","0","0"
"ENSG00000230498",4418,1,3,"lncRNA",310,1166.5,1,0,0.0915389,57,"RP4-564M11","0","0","0","0"
"ENSG00000285782",27798,1,8,"lncRNA",104.5,1888,1,0,0.0482711,17,"RP11-338F23","0","0","0","0"
"ENSG00000162618",392360,17,58,"protein_coding",169,1413,4,0,0.449894,10,"ADGRL4","0","1","1","2"
"ENSG00000131233",7518,2,3,"protein_coding",1901,5238,1,0,1,184,"GJA9","0","0","0","0"
"ENSG00000287647",6290,1,2,"lncRNA",1029.5,4232,1,0,0.100661,21,"RP11-40C18","0","0","0","0"
"ENSG00000229225",950,1,2,"lncRNA",78.5,794,1,0,0.00582599,29,"RP11-5P4","0","0","0","0"
"ENSG00000287224",1855,1,2,"lncRNA",708,440,1,0,0.172864,30,"RP11-430G17","0","0","0","0"
"ENSG00000225598",1257,1,2,"lncRNA",290,678,1,0,0.00931331,14,"RP11-339D23","0","0","0","0"
"ENSG00000286455",7417,1,5,"lncRNA",135,1551.5,1,0,0.422329,25.5,"RP11-5P4","0","0","0","0"
"ENSG00000225087",262693,9,22,"lncRNA",117,47966,1,0,0.03781905,9,"RP4-660H19","0","0","0","0"
"ENSG00000188786",50018,2,13,"protein_coding",132,2304,1,0,0.5496137,39.5,"MTF1","1","0","1","2"
"ENSG00000137941",134126,14,57,"protein_coding",148,3794,1,0,0.990079,13,"TTLL7","0","0","1","1"
"ENSG00000224326",49385,1,2,"lncRNA",174.5,49037,1,0,0.00765812,6,"RP5-933B4","0","0","0","0"
"ENSG00000286548",97939,3,10,"lncRNA",257,5798,1,0,0.0768626,53,"RP4-644F6","0","0","0","0"
"ENSG00000066135",55369,5,15,"protein_coding",154.5,1749,1,0,0.177797,71,"KDM4A","1","0","1","2"
"ENSG00000230027",24658,2,5,"lncRNA",312,6348,1,0,0.0191412,12.5,"RP11-550H2","0","0","0","0"
"ENSG00000233061",5182,1,2,"lncRNA",1460.5,2262,1,0,0.0605561,37,"TTLL7-IT1","0","0","0","0"
"ENSG00000272094",2370,1,2,"lncRNA",439.5,1492,1,0,0.0367996,7,"RP4-665J23","0","0","0","0"
"ENSG00000228853",42780,1,3,"lncRNA",196,21123.5,1,0,0.013078,44.5,"NEGR1-IT1","0","0","0","0"
"ENSG00000232453",49029,10,20,"lncRNA",165,5389.5,1,0,0.07500095,35.5,"LINC02777","0","0","0","0"
"ENSG00000284895",43510,1,2,"protein_coding",40.5,43430,1,0,0.0236779,528,"RP11-486B10","0","0","0","0"
"ENSG00000117174",59016,2,13,"protein_coding",104,2054,1,0,1,22,"ZNHIT6","1","1","1","3"
"ENSG00000237413",139865,2,11,"lncRNA",249.5,483,1,0,0.43427,53,"MGC27382","0","0","1","1"
"ENSG00000184313",68512,13,50,"protein_coding",130,2162,1,0,1,75,"MROH7","0","0","0","0"
"ENSG00000284645",6425,1,3,"lncRNA",153,1561,1,0,0.11022,5.5,"RP11-567C20","0","0","0","0"
"ENSG00000225605",92902,24,46,"lncRNA",115,3266.5,1,0,0.0164275,14.5,"RP11-550H2","0","0","0","0"
"ENSG00000225446",4131,2,4,"lncRNA",773.5,1948,1,0,0.0462285,115,"LINC01763","0","0","0","0"
"ENSG00000288543",10562,1,4,"lncRNA",125.5,488,1,0,0.894516,7,"RP4-564M11","0","0","0","0"
"ENSG00000122420",236817,4,10,"protein_coding",870,40662.5,1,0,0.998336,28,"PTGFR","0","0","1","1"
"ENSG00000284240",52072,3,10,"lncRNA",131,4128,1,0,0.106394,5,"LINC02801","0","0","0","0"
"ENSG00000143013",20043,4,11,"protein_coding",197.5,3676.5,1,0,0.8731415,32,"LMO4","1","0","1","2"
"ENSG00000134748",16234,3,15,"protein_coding",112,1254,1,0,0.944126,36,"PRPF38A","1","0","0","1"
"ENSG00000142892",130441,5,18,"protein_coding",112,3704,1,0,0.999952,12,"PIGK","1","1","1","3"
"ENSG00000184005",559857,3,9,"protein_coding",197.5,98008,1,0,0.816821,24.5,"ST6GALNAC3","0","0","1","1"
"ENSG00000287743",7632,1,2,"lncRNA",836,5961,1,0,0.0566208,145,"RP4-739H11","0","0","0","0"
"ENSG00000237505",1064401,13,47,"lncRNA",143.5,8860.5,1,0,0.0536558,24,"PKN2-AS1","1","1","1","3"
"ENSG00000285462",21437,1,2,"lncRNA",753.5,19931,1,0,0.0583579,2,"LINC02792","0","0","0","0"
"ENSG00000197273",2055,1,3,"protein_coding",208,729.5,1,0,0.887643,312.5,"GUCA2A","1","1","0","2"
"ENSG00000230728",6961,1,2,"lncRNA",311.5,6339,1,0,0.147943,165,"RP11-240D10","0","0","0","0"
"ENSG00000116641",234088,36,122,"protein_coding",136,2145,1,0,0.202432,14,"DOCK7","1","1","1","3"
"ENSG00000237453",2020,1,2,"lncRNA",171.5,1678,1,0,0.03767,20,"RP11-67L3","0","0","0","0"
"ENSG00000172260",886596,5,15,"protein_coding",152,122821,1,0,0.61725,34,"NEGR1","0","0","1","1"
"ENSG00000285473",49548,1,4,"lncRNA",104,8588,1,0,0.0518963,18,"RP11-520E6","0","0","0","0"
"ENSG00000231364",34057,3,9,"lncRNA",222,9059,1,0,0.0269825,50,"LINC01712","0","0","0","0"
"ENSG00000234578",666,1,2,"lncRNA",235,197,1,0,0.0981323,63,"RP4-784A16","0","0","0","0"
"ENSG00000117480",19531,6,24,"protein_coding",125,503.5,1,0,0.904736,76,"FAAH","1","0","1","2"
"ENSG00000137944",57180,4,20,"protein_coding",100,3691,1,0,0.999963,9,"KYAT3","1","0","0","1"
"ENSG00000285201",26502,1,2,"lncRNA",220.5,26062,1,0,0.0158118,5,"RP4-552O12","0","0","0","0"
"ENSG00000182183",36515,4,12,"protein_coding",276,11487,1,0,0.589853,89,"SHISAL2A","0","0","0","0"
"ENSG00000271949",300110,1,4,"protein_coding",164,89284,1,0,0.148058,24,"RP11-302M6","0","0","0","0"
"ENSG00000067334",13634,7,18,"protein_coding",139,1048,1,0,0.349459,12.5,"DNTTIP2","1","0","1","2"
"ENSG00000235011",1094,1,2,"lncRNA",177.5,740,1,0,0.0191746,52,"RP4-726F1","0","0","0","0"
"ENSG00000226938",745,1,2,"lncRNA",191.5,363,1,0,0.0181888,105,"RP11-117D22","0","0","0","0"
"ENSG00000287587",15641,1,4,"lncRNA",211,3333,1,0,0.77485,34,"RP1-21K4","0","0","0","0"
"ENSG00000142949",98479,16,67,"protein_coding",145,684,1,0,0.999997,133,"PTPRF","0","1","1","2"
"ENSG00000116133",37568,12,33,"protein_coding",179,3115,1,0,0.999999,91.5,"DHCR24","1","0","1","2"
"ENSG00000171502",427710,5,71,"protein_coding",54,3254,1,0,0.320033,20,"COL24A1","1","1","1","3"
"ENSG00000162399",18239,1,4,"protein_coding",353.5,1880,1,0,0.99999,176,"BSND","0","0","0","0"
"ENSG00000116157",6680,2,5,"protein_coding",262,2726,1,0,0.941707,109.5,"GPX7","0","0","1","1"
"ENSG00000143036",74904,10,33,"protein_coding",138,2871,1,0,1,26,"SLC44A3","0","1","0","1"
"ENSG00000230817",263632,4,19,"lncRNA",114,7486,5,0,0.11272545,23,"LINC01362","0","1","0","1"
"ENSG00000065243",152033,6,32,"protein_coding",143,1295,4,0,0.6150525,9,"PKN2","1","1","1","3"
"ENSG00000226759",20373,28,53,"lncRNA",132.5,1666,4,0,0.055018,23,"DAB1-AS1","0","0","0","0"
"ENSG00000237899",18499,1,5,"lncRNA",64,4841,1,0,0.0304462,66,"RP4-739H11","0","0","0","0"
"ENSG00000227290",18162,1,4,"lncRNA",231,2377,1,0,0.017731,19,"LINC01364","0","1","1","2"
"ENSG00000282898",1083,1,2,"lncRNA",279.5,525,1,0,0.56623,74,"RP4-726F1","0","0","0","0"
"ENSG00000285409",83671,1,3,"lncRNA",152,41537.5,1,0,0.214792,114.5,"RP11-466L22","0","0","0","0"
"ENSG00000231090",107046,2,4,"lncRNA",427,60362,1,0,0.1853119,51.5,"MIR4422HG","0","0","0","0"
"ENSG00000117528",100277,7,35,"protein_coding",91,2334.5,1,0,0.999677,15,"ABCD3","1","1","1","3"
"ENSG00000271723",100522,4,12,"protein_coding",123,2543,1,0,1,47,"MROH7-TTC4","0","0","0","0"
"ENSG00000172339",98546,3,9,"protein_coding",170.5,37605,1,0,0.354669,25,"ALG14","0","0","1","1"
"ENSG00000036549",121003,11,36,"protein_coding",134,1781,4,0,0.15128,22,"ZZZ3","1","1","1","3"
"ENSG00000287724",8992,1,4,"lncRNA",140,1172,4,0,0.0474944,35,"RP11-67L3","0","0","0","0"
"ENSG00000058799",38079,7,24,"protein_coding",117,4447,1,0,0.44607,22,"YIPF1","1","0","1","2"
"ENSG00000287870",2193,1,2,"lncRNA",605.5,983,1,0,0.3524,7,"RP11-363H12","0","0","0","0"
"ENSG00000235563",4033,1,2,"lncRNA",935.5,2163,1,0,0.14176,69,"RP11-334A14","0","0","0","0"
"ENSG00000273637",35161,1,3,"lncRNA",146,2165,1,0,1,23,"RP5-864K19","0","0","0","0"
"ENSG00000203985",10888,3,9,"protein_coding",129,1441.5,1,0,0.916593,198,"LDLRAD1","1","0","0","1"
"ENSG00000228838",1682,1,2,"lncRNA",337.5,1008,1,0,0.0224793,192,"RP4-784A16","0","0","0","0"
"ENSG00000283761",113310,8,34,"protein_coding",123,4208,1,0,1,10,"RP4-714D9","0","0","0","0"
"ENSG00000189433",2587,1,2,"protein_coding",722,1144,1,0,0.999785,29,"GJB4","0","0","0","0"
"ENSG00000230759",10586,1,2,"lncRNA",209,10169,1,0,0.0181227,17,"RP11-153F1","0","0","0","0"
"ENSG00000179178",4019,4,10,"protein_coding",156,547.5,1,0,0.503876,111.5,"TMEM125","0","1","0","1"
"ENSG00000142700",5893,2,4,"protein_coding",655,1243,4,0,1,343,"DMRTA2","1","1","1","3"
"ENSG00000285525",13493,1,3,"lncRNA",172,6040,1,0,0.0976954,17.5,"RP11-84O12","0","0","0","0"
"ENSG00000236098",6090,1,2,"lncRNA",296,5499,1,0,0.018788,82,"RP11-148B18","0","0","0","0"
"ENSG00000127124",529560,7,23,"protein_coding",199,6246,1,0,1,177,"HIVEP3","1","1","1","3"
"ENSG00000266993",5220,4,7,"lncRNA",645,3880,1,0,0.09361885,9,"RP4-657D16","0","0","0","0"
"ENSG00000223675",6741,1,2,"lncRNA",1085.5,4571,1,0,0.0529517,7,"RP11-86H7","0","0","0","0"
"ENSG00000162604",44377,12,33,"protein_coding",109,7233,5,0,0.15182565,23.5,"TM2D1","1","0","1","2"
"ENSG00000116171",124422,16,44,"protein_coding",108,7485,1,0,0.895721,21,"SCP2","1","0","1","2"
"ENSG00000287406",42100,1,6,"lncRNA",129,1458,1,0,0.0245794,22,"RP11-297I23","0","0","0","0"
"ENSG00000225767",9681,1,5,"lncRNA",107,942,1,0,0.185661,32,"FAF1-AS1","0","0","0","0"
"ENSG00000137936",285409,12,37,"protein_coding",172,4172,1,0,0.5834715,47,"BCAR3","1","1","1","3"
"ENSG00000143032",5763,1,3,"protein_coding",732,1860,1,0,1,177.5,"BARHL2","0","1","0","1"
"ENSG00000178028",7226,15,38,"protein_coding",154.5,261,4,0,0.588008,47,"DMAP1","1","0","1","2"
"ENSG00000168710",38977,6,26,"protein_coding",101,665.5,1,0,0.9375035,53.5,"AHCYL1","1","0","1","2"
"ENSG00000117519",30274,7,18,"protein_coding",138,1287,1,0,0.232581,53,"CNN3","1","0","1","2"
"ENSG00000134215",394019,15,57,"protein_coding",100,4305.5,1,0,0.999853,30,"VAV3","0","1","1","2"
"ENSG00000227935",874,1,2,"lncRNA",354,167,1,0,0.0811133,11,"RP6-102O10","0","0","0","0"
"ENSG00000236268",15388,4,8,"lncRNA",226,3942,1,0,0.0937281,5,"LINC01361","0","0","0","0"
"ENSG00000230955",883,1,2,"lncRNA",240.5,403,1,0,0.0189301,31,"RP11-109P14","0","0","0","0"
"ENSG00000188641",917257,5,35,"protein_coding",143,33618,1,0,0.556655,11,"DPYD","1","1","1","3"
"ENSG00000152078",80252,4,14,"protein_coding",95,11152.5,1,0,0.143931,7.5,"TLCD4","0","0","1","1"
"ENSG00000233359",189891,2,8,"lncRNA",60,54684,1,0,0.015170525,38,"RP11-202K23","0","0","0","0"
"ENSG00000237954",24771,2,6,"lncRNA",214,7975,1,0,0.0369385,71,"RP11-14O19","0","0","0","0"
"ENSG00000171492",115597,7,15,"protein_coding",262.5,55815,1,0,0.186309,14,"LRRC8D","1","1","1","3"
"ENSG00000170989",6848,6,13,"protein_coding",1318,813,1,0,0.999999,1,"S1PR1","1","0","1","2"
"ENSG00000116299",93102,14,48,"protein_coding",143,905,1,0,0.622538,82,"ELAPOR1","0","0","0","0"
"ENSG00000137962",126080,5,34,"protein_coding",136,868,1,0,1,13,"ARHGAP29","0","0","0","0"
"ENSG00000237435",84989,23,50,"lncRNA",229,3980,1,0,0.2264205,5,"LINC02790","0","0","0","0"
"ENSG00000079739",66834,6,21,"protein_coding",155,2479,4,0,1,31,"PGM1","1","1","1","3"
"ENSG00000117154",270685,4,15,"protein_coding",120.5,10612,1,0,0.7464845,161,"IGSF21","0","1","1","2"
"ENSG00000162377",13898,2,5,"protein_coding",141,4955.5,1,0,0.8832675,25.5,"COA7","1","1","1","3"
"ENSG00000224613",109531,4,11,"lncRNA",112.5,10766.5,1,0,0.1509325,30,"RP11-153F1","0","0","0","0"
"ENSG00000287372",32203,3,8,"lncRNA",393.5,10431,1,0,0.0842647,26,"RP11-259G3","0","0","0","0"
"ENSG00000232542",25987,1,2,"lncRNA",200.5,25587,1,0,0.142283,53,"DPYD-IT1","0","0","0","0"
"ENSG00000116774",56181,5,12,"protein_coding",286,331,1,0,1,156,"OLFML3","1","1","0","2"
"ENSG00000287756",3258,1,2,"lncRNA",726.5,1806,1,0,0.0610567,1,"RP5-864I18","0","0","0","0"
"ENSG00000023909",24257,4,13,"protein_coding",115,3686,1,0,0.551877,26,"GCLM","1","0","1","2"
"ENSG00000069702",225992,11,45,"protein_coding",159,4247.5,1,0,1,32,"TGFBR3","1","1","1","3"
"ENSG00000230489",30164,1,3,"lncRNA",131,14773,1,0,0.00972002,54.5,"VAV3-AS1","0","0","1","1"
"ENSG00000287076",6044,3,6,"lncRNA",1082,3419,1,0,0.101723,79,"RP11-99A8","0","0","0","0"
"ENSG00000237480",167870,12,35,"lncRNA",130,2962,1,0,0.0285144,19,"RP5-947P14","0","0","0","0"
"ENSG00000271252",16374,1,2,"lncRNA",143.5,16088,1,0,0.0112195,8,"RP11-286B14","0","0","0","0"
"ENSG00000230427",5949,1,2,"lncRNA",548,4854,1,0,0.0295471,1,"ALG14-AS1","0","0","0","0"
"ENSG00000286758",1143,1,2,"lncRNA",299.5,545,1,0,0.0847833,5,"RP11-427B20","0","0","0","0"
"ENSG00000237337",1562,1,2,"lncRNA",429,705,1,0,0.0318694,11,"ELAVL4-AS1","0","0","0","0"
"ENSG00000198198",64365,19,114,"protein_coding",131.5,194,4,0,0.997561,72,"SZT2","1","0","0","1"
"ENSG00000230402",13564,1,3,"lncRNA",125,6534,4,0,0.0713396,22,"LINC01349","0","0","0","0"
"ENSG00000116793",62658,12,40,"protein_coding",145.5,1165,1,0,0.999995,11,"PHTF1","1","1","1","3"
"ENSG00000238122",12493,1,2,"lncRNA",1240.5,10013,1,0,0.127991,61,"RP11-483I13","0","0","0","0"
"ENSG00000117525",12586,4,11,"protein_coding",179,2493,1,0,0.5599285,23,"F3","1","1","1","3"
"ENSG00000224238",17380,1,2,"lncRNA",1030,15321,1,0,0.0987721,17,"WARS2-IT1","0","0","0","0"
"ENSG00000229537",46753,5,11,"lncRNA",125,4000.5,1,0,0.174113,17.5,"LINC01739","0","1","1","2"
"ENSG00000162692",19303,6,17,"protein_coding",267,1817,1,0,1,25,"VCAM1","0","1","1","2"
"ENSG00000231987",120056,1,6,"lncRNA",72.5,18814,1,0,0.0728676,18,"LINC01787","0","1","0","1"
"ENSG00000224445",128663,3,10,"lncRNA",124,5191,1,0,0.017726,33,"LINC01708","0","0","0","0"
"ENSG00000229201",22562,1,4,"lncRNA",52,1973,1,0,0.012829,33,"LINC02787","0","0","0","0"
"ENSG00000181656",3882,1,2,"protein_coding",1746,391,1,0,0.999997,62,"GPR88","1","1","1","3"
"ENSG00000122481",13015,7,19,"protein_coding",468,2040,1,0,0.0546157,7,"RWDD3","1","0","1","2"
"ENSG00000198162",161423,5,22,"protein_coding",119,7402,1,0,0.996654,15.5,"MAN1A2","1","1","1","3"
"ENSG00000238198",61426,1,3,"lncRNA",175,29480,1,0,0.0609781,62,"LRIG2-DT","0","0","0","0"
"ENSG00000171517",81604,3,7,"protein_coding",775,51213,1,0,0.999987,87,"LPAR3","1","1","0","2"
"ENSG00000228852",35773,6,12,"lncRNA",185.5,20459,1,0,0.04206625,19,"RP11-57H12","0","0","0","0"
"ENSG00000203864",12491,1,4,"lncRNA",91.5,561,1,0,0.21573,19,"LINC02868","0","0","0","0"
"ENSG00000233482",508,1,2,"lncRNA",176,157,1,0,0.0311904,10,"RP11-78O9","0","0","0","0"
"ENSG00000230250",29377,4,8,"lncRNA",100,14335.5,1,0,0.015305,16.5,"LINC01753","0","0","0","0"
"ENSG00000232878",227032,3,8,"lncRNA",64,27496.5,1,0,0.041009,12,"DPYD-AS1","0","1","1","2"
"ENSG00000143079",67242,4,12,"protein_coding",116,5276,1,0,0.2941765,35,"CTTNBP2NL","1","1","1","3"
"ENSG00000230768",31416,21,36,"lncRNA",155,1752.5,1,0,0.0611789,25,"LINC01676","0","1","0","1"
"ENSG00000235202",49154,3,8,"lncRNA",260,12569,1,0,0.0204799,16,"LINC01525","0","0","0","0"
"ENSG00000235038",20135,1,5,"lncRNA",85,3163.5,1,0,0.023762,27.5,"RP11-393I23","0","0","0","0"
"ENSG00000143093",43064,9,40,"protein_coding",103,752,1,0,0.658913,74,"STRIP1","1","0","1","2"
"ENSG00000085491",66806,5,19,"protein_coding",153,4334,1,0,0.999951,6,"SLC25A24","0","0","1","1"
"ENSG00000173947",6413,4,12,"protein_coding",131,1035,1,0,0.6791615,6,"PIFO","0","0","1","1"
"ENSG00000230434",1425,3,5,"lncRNA",576.5,243,1,0,0.0770066,25,"LINC01650","0","0","0","0"
"ENSG00000134198",41492,4,14,"protein_coding",99,3153,1,0,0.815942,30,"TSPAN2","0","0","1","1"
"ENSG00000226053",61911,1,3,"lncRNA",101,29841.5,1,0,0.056842,20.5,"LINC01776","0","0","0","0"
"ENSG00000198799",59062,5,26,"protein_coding",144,1666,1,0,1,17,"LRIG2","1","0","1","2"
"ENSG00000117620",66283,24,44,"protein_coding",155,5519,1,0,0.9953825,14,"SLC35A3","1","1","1","3"
"ENSG00000223906",765,1,2,"lncRNA",233.5,299,1,0,0.0085742,13,"RP5-837M10","0","0","0","0"
"ENSG00000162688",73662,6,42,"protein_coding",134,1009,4,0,1,15,"AGL","1","1","1","3"
"ENSG00000197106",51708,2,14,"protein_coding",187.5,1691,4,0,0.9629235,168,"SLC6A17","0","0","0","0"
"ENSG00000236137",34008,2,6,"lncRNA",195.5,9038,1,0,0.115184,14,"RP11-27K13","0","0","0","0"
"ENSG00000203859",8104,6,15,"protein_coding",198,2226,1,0,0.589215,60,"HSD3B2","0","0","0","0"
"ENSG00000228086",23598,1,2,"lncRNA",296,23007,1,0,0.0235224,41,"RP5-837M10","0","0","0","0"
"ENSG00000185946",29548,9,33,"protein_coding",119,1147,1,0,0.239934,7,"RNPC3","1","0","1","2"
"ENSG00000162627",98799,5,17,"protein_coding",183,6007,1,0,1,7,"SNX7","0","0","1","1"
"ENSG00000226715",148063,14,30,"lncRNA",134,5395,1,0,0.02577935,9.5,"LINC01709","0","0","0","0"
"ENSG00000162695",85681,3,15,"protein_coding",127,3850,1,0,0.999989,26,"SLC30A7","1","1","0","2"
"ENSG00000265808",25622,2,7,"protein_coding",161,4330,1,0,0.5150525,14.5,"SEC22B","0","0","1","1"
"ENSG00000134247",80437,3,13,"protein_coding",381,6063.5,1,0,0.878934,19,"PTGFRN","0","0","1","1"
"ENSG00000116752",14072,2,9,"protein_coding",93,1335.5,1,0,0.8324035,24,"BCAS2","1","0","1","2"
"ENSG00000162664",40423,4,20,"protein_coding",121.5,2367,1,0,1,21,"ZNF326","1","1","1","3"
"ENSG00000236866",8938,3,7,"lncRNA",214,620,1,0,0.0148458,10,"AL157902","0","0","0","0"
"ENSG00000134253",11527,5,16,"protein_coding",251,1288,1,0,1,29,"TRIM45","0","0","1","1"
"ENSG00000235777",1145,2,5,"lncRNA",108,157,1,0,0.008444175,34,"DPYD-AS2","1","0","1","2"
"ENSG00000173218",56254,6,17,"protein_coding",134,5591,1,0,1,30,"VANGL1","1","1","1","3"
"ENSG00000285532",13812,2,6,"lncRNA",203,2256,4,0,0.00643661,30,"LINC02788","0","0","0","0"
"ENSG00000232650",28783,2,6,"lncRNA",117,1457,1,0,0.031486645,12,"LINC01780","0","0","1","1"
"ENSG00000183508",22341,1,2,"protein_coding",2827,16688,1,0,1,74,"TENT5C","0","1","1","2"
"ENSG00000234283",8865,1,3,"lncRNA",152,4223,1,0,0.570192,91,"LINC01731","0","0","0","0"
"ENSG00000198765",140507,9,47,"protein_coding",87.5,1283,4,0,0.582451,7,"SYCP1","0","0","0","0"
"ENSG00000143398",51587,17,45,"protein_coding",130,1493,1,0,0.149625,41,"PIP5K1A","1","0","1","2"
"ENSG00000196505",66136,6,25,"protein_coding",140,3670,1,0,0.9946945,12,"GDAP2","1","0","1","2"
"ENSG00000287015",1111,1,2,"lncRNA",359.5,393,1,0,0.0554527,60,"RP5-871E2","0","0","0","0"
"ENSG00000235526",1076,1,2,"lncRNA",254,569,1,0,0.00661287,14,"RP5-1028L10","0","0","0","0"
"ENSG00000134200",4476,1,3,"protein_coding",163,1974.5,1,0,0.722951,14.5,"TSHB","0","0","0","0"
"ENSG00000065183",36823,4,34,"protein_coding",102,851,1,0,0.1815365,16,"WDR3","1","1","1","3"
"ENSG00000227082",66754,6,16,"lncRNA",256,30194,1,0,0.1464445,37,"LINC02798","0","0","0","0"
"ENSG00000163393",93541,3,16,"protein_coding",153,4361.5,1,0,0.999975,34,"SLC22A15","0","0","1","1"
"ENSG00000163156",13632,7,18,"protein_coding",93.5,329.5,1,0,0.902264,65,"SCNM1","1","0","1","2"
"ENSG00000143631",23074,1,3,"protein_coding",159,5141,1,0,1,30,"FLG","0","0","0","0"
"ENSG00000156150",10802,2,6,"protein_coding",337,3023,1,0,0.969897,232,"ALX3","1","0","0","1"
"ENSG00000177551",7540,3,6,"protein_coding",1166.5,1119,1,0,0.722041,22.5,"NHLH2","0","0","0","0"
"ENSG00000197323",118413,6,28,"protein_coding",145,1576,1,0,0.820082,18.5,"TRIM33","1","1","1","3"
"ENSG00000237975",277331,18,44,"lncRNA",124,2997,1,0,0.0234356,54,"FLG-AS1","0","0","0","0"
"ENSG00000287980",21702,1,3,"lncRNA",465,10177.5,1,0,0.185245,13.5,"RP11-506J19","0","0","0","0"
"ENSG00000229283",6381,1,2,"lncRNA",238,5906,1,0,0.0388358,29,"RP5-1125M8","0","0","0","0"
"ENSG00000226172",1048,1,2,"lncRNA",326.5,396,1,0,0.0076104,15,"RP4-712E4","0","0","0","0"
"ENSG00000079335",175276,14,43,"protein_coding",93,10366,1,0,0.9999945,13,"CDC14A","1","1","1","3"
"ENSG00000143119",28734,6,18,"protein_coding",84,1231,1,0,0.2738315,48,"CD53","1","1","1","3"
"ENSG00000143520",11271,1,3,"protein_coding",160,1074,1,0,1,47,"FLG2","0","0","0","0"
"ENSG00000171943",208063,5,19,"protein_coding",193,7746,1,0,0.00451003,43,"SRGAP2C","0","0","0","0"
"ENSG00000155761",231638,13,80,"protein_coding",141,2425,7,0,0.284562,11,"SPAG17","0","1","0","1"
"ENSG00000230806",38650,2,7,"lncRNA",164.5,558,1,0,0.0948829,12,"SRGAP2-AS1","0","0","1","1"
"ENSG00000116830",47127,7,38,"protein_coding",115,1117,1,0,0.353801,26,"TTF2","1","0","1","2"
"ENSG00000227091",6541,3,7,"lncRNA",387,1233,1,0,0.528757,172,"SLC6A17-AS1","0","0","0","0"
