"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length"
"LOC128966612",6981,NA,NA,"pseudogene",NA,NA
"LOC128966643",5652,1,2,"lncRNA",NA,NA
"LOC124905693",509,1,1,"protein_coding",510,NA
"TRNAG-CCC",70,1,1,"tRNA",NA,NA
"TRV-CAC11-1",72,NA,NA,"pseudogene",NA,NA
"LOC124905694",2519,1,3,"lncRNA",198,"974.5"
"LOC124905564",84123,1,47,"protein_coding",NA,NA
"LOC124900584",14453,1,14,"transcribed_pseudogene",158.5,"741"
"LOC124905569",8008,1,3,"lncRNA",84,"3886.5"
"MST1P2",4846,1,14,"transcribed_pseudogene",128,"124"
"LOC124905695",13904,1,3,"lncRNA",131,"5107.5"
"LOC124905573",163,1,1,"snRNA",164,NA
"TRNAN-GUU",73,1,1,"tRNA",NA,NA
"LOC124905576",143,NA,NA,"pseudogene",NA,NA
"TRNAE-UUC",71,1,1,"tRNA",NA,NA
"LOC124905556",1343,1,1,"protein_coding",1344,NA
"LOC124905697",15116,1,3,"lncRNA",338,"6996"
"LOC128966628",13319,1,18,"transcribed_pseudogene",NA,NA
"LOC124905698",15986,1,2,"lncRNA",2926.5,"10134"
"RNU1-3",163,1,1,"snRNA",164,NA
"LOC124903857",578,1,1,"protein_coding",579,NA
"TRG-CCC4-1",70,1,1,"tRNA",NA,NA
"EIF1AXP1",3153,NA,NA,"pseudogene",NA,NA
"ESPNP",28967,1,11,"transcribed_pseudogene",187,"1737"
"TRV-CAC13-1",72,NA,NA,"pseudogene",NA,NA
"LOC440570",3142,1,2,"lncRNA",1280.5,"580"
"TRNAE-UUC_1",71,1,1,"tRNA",NA,NA
"LOC124905577",143,NA,NA,"pseudogene",NA,NA
"TRNAN-GUU_1",73,1,1,"tRNA",NA,NA
"RNU1-4",163,1,1,"snRNA",164,NA
"CROCCP4",729,NA,NA,"pseudogene",NA,NA
"LOC102724562",2996,1,11,"transcribed_pseudogene",140,"110"
"LOC124905701",14608,1,3,"lncRNA",110,"6999"
"LOC124905699",578,1,1,"protein_coding",579,NA
"TRNAE-UUC_2",71,1,1,"tRNA",NA,NA
"TRNAH-GUG",73,1,1,"tRNA",NA,NA
"LOC124905700",17972,1,3,"lncRNA",1384,"5116"
"LOC124905809",163,1,1,"snRNA",164,NA
"MST1L",3978,1,14,"transcribed_pseudogene",131,"112"
"LOC124905560",11826,2,5,"lncRNA",86.5,"1921"
"CROCCP2",12650,1,7,"transcribed_pseudogene",165,"1178"
"LOC128966598",52723,3,35,"protein_coding",NA,NA
"PDE4DIPP9",2575,NA,NA,"pseudogene",NA,NA
"MIR3675",72,3,3,"miRNA",73,NA
"TRV-CAC11-2",72,NA,NA,"pseudogene",NA,NA
"TRG-CCC1-2",70,1,1,"tRNA",NA,NA
"LOC124903860",6267,NA,NA,"pseudogene",NA,NA
"LOC112267871",1869,1,3,"lncRNA",645.5,"579"
"TRE-TTC3-1",71,1,1,"tRNA",NA,NA
"RNU1-5P",143,NA,NA,"pseudogene",NA,NA
"LOC107985101",2464,NA,NA,"pseudogene",NA,NA
"LOC105376805",1129,2,4,"lncRNA",245,"600"
"TRN-GTT4-1",73,1,1,"tRNA",NA,NA
"RNU1-2",163,1,1,"snRNA",164,NA
"CROCC",59283,9,48,"protein_coding",166,"692.5"
"MFAP2",7079,3,12,"protein_coding",78,"272.5"
"LOC105376806",1934,1,2,"lncRNA",414.5,"1106"
"ATP13A2",25968,1,33,"protein_coding",NA,NA
"SDHB",35318,2,10,"protein_coding",120,"3673"
"PADI2",52707,3,18,"protein_coding",122,"1825"
"LOC124903861",2059,1,3,"lncRNA",160,"819.5"
"LOC105376808",3289,1,3,"lncRNA",278,"1233.5"
"LINC02783",6571,1,4,"lncRNA",150.5,"2277"
"PADI1",40828,8,23,"protein_coding",125,"1150"
"PADI3",35130,4,19,"protein_coding",122,"1735"
"MIR3972",86,2,2,"miRNA",87,NA
"PADI4",55698,6,22,"protein_coding",118,"2059"
"PADI6",29501,1,16,"protein_coding",125,"1407"
"RCC2",32998,2,14,"protein_coding",132,"2071"
"RCC2-AS1",621,1,2,"antisense_RNA",155,"312"
"LOC124904837",100,1,1,"snoRNA",101,NA
"ARHGEF10L",185721,19,51,"protein_coding",123,"2081"
"LINC02810",4790,3,9,"lncRNA",271.5,"787"
"ACTL8",71781,2,4,"protein_coding",372,"34970.5"
"LOC105376809",10007,3,6,"lncRNA",204,"3700.5"
"LOC105376812",13043,1,3,"lncRNA",351,"5873"
"LINC01654",8757,1,3,"lncRNA",191,"3143.5"
"IGSF21",270626,3,12,"protein_coding",120.5,"10612"
"IGSF21-AS1",15983,4,11,"lncRNA",98,"3196"
"KLHDC7A",5044,1,1,"protein_coding",5045,NA
"DYNLL1P3",387,NA,NA,"pseudogene",NA,NA
"PAX7",118022,2,11,"protein_coding",203,"2614"
"TAS1R2",20057,1,6,"protein_coding",255.5,"2344"
"ALDH4A1",31149,2,18,"protein_coding",119,"1236"
"MIR4695",73,3,3,"miRNA",74,NA
"MIR1290",77,2,2,"miRNA",78,NA
"IFFO2",52482,1,9,"protein_coding",NA,NA
"LOC105376815",83280,3,6,"lncRNA",285,"17967"
"LOC124905702",2267,NA,NA,"pseudogene",NA,NA
"UBR4",135716,1,113,"protein_coding",NA,NA
"EMC1-AS1",30336,2,3,"lncRNA",245.5,"24511.5"
"EMC1",35876,1,26,"protein_coding",128,"1066"
"MRTO4",8321,2,9,"protein_coding",79.5,"492"
"AKR7L",8144,1,7,"misc_RNA",188,"1430.5"
"AKR7A3",14543,3,9,"protein_coding",130,"666.5"
"LOC124903867",17387,1,3,"lncRNA",384,"7950.5"
"LOC100506730",2489,1,1,"lncRNA",2490,NA
"AKR7A2",9439,3,9,"protein_coding",130,"855"
"RNU6-1099P",104,NA,NA,"pseudogene",NA,NA
"SLC66A1",22155,3,20,"protein_coding",152,"732"
"CAPZB",146682,9,19,"protein_coding",114,"9116"
"LOC124905703",3996,1,1,"protein_coding",3997,NA
"LOC124903868",7716,1,4,"lncRNA",118.5,"1241"
"RN7SL277P",215,NA,NA,"pseudogene",NA,NA
"LOC124903869",6636,1,3,"lncRNA",125,"3071.5"
"LOC105376819",47250,3,9,"lncRNA",143,"10236"
"LOC105376818",2593,1,3,"lncRNA",43,"1227"
"RNU4-28P",140,NA,NA,"pseudogene",NA,NA
"LOC105376817",17309,1,4,"lncRNA",56,"5506"
"LOC124904816",104,1,1,"snoRNA",105,NA
"MICOS10-DT",5030,1,2,"lncRNA",103.5,"4824"
"MICOS10-NBL1",61407,1,5,"protein_coding",185,"2553.5"
"MICOS10",32779,1,5,"protein_coding",131,"3240"
"RPS14P3",837,1,1,"transcribed_pseudogene",838,NA
"NBL1",15224,7,8,"protein_coding",189,"1430"
"HTR6",16090,1,3,"protein_coding",1593,"6145.5"
"TMCO4",118140,7,25,"protein_coding",133,"6264"
"RNF186",1254,1,1,"protein_coding",1255,NA
"LOC105376823",28970,2,4,"lncRNA",133,"14126"
"OTUD3",30548,4,12,"protein_coding",140.5,"3057"
"PLA2G2E",3608,1,4,"protein_coding",123,"764"
"PLA2G2A",4997,4,12,"protein_coding",145,"460"
"PLA2G5",63514,4,15,"protein_coding",145,"2386.5"
"LOC100419911",514,NA,NA,"pseudogene",NA,NA
"PLA2G2D",7597,1,4,"protein_coding",145,"2527"
"PLA2G2F",11067,3,8,"protein_coding",145,"2108"
"LOC117779438",6350,1,3,"lncRNA",6351,NA
"PLA2G2C",23462,3,11,"protein_coding",149,"2147"
"UBXN10",12968,3,4,"protein_coding",2781,"4393"
"LOC105376825",5519,1,3,"lncRNA",1163,"1239"
"LOC105376826",2638,1,3,"lncRNA",573,"452.5"
"LINC01757",1560,1,2,"lncRNA",240,"1081"
"LOC105376828",2891,1,5,"lncRNA",505,"662"
"VWA5B1",68649,9,37,"protein_coding",159,"1797"
"LINC01141",69444,1,12,"lncRNA",125.5,"1385"
"CAMK2N1",3819,1,2,"protein_coding",1163,"1494"
"MUL1",8710,2,5,"protein_coding",184,"1032"
"RPS4XP4",862,NA,NA,"pseudogene",NA,NA
"FAM43B",2447,1,1,"protein_coding",2448,NA
"CDA",29874,1,4,"protein_coding",149,"8834"
"PINK1",18057,1,8,"protein_coding",210,"1764"
"MIR6084",109,2,2,"miRNA",110,NA
"PINK1-AS",9536,1,3,"antisense_RNA",462,"2548"
"DDOST",9577,1,11,"protein_coding",111,"281.5"
"KIF17",57148,7,28,"protein_coding",NA,NA
"SH2D5",12967,3,15,"protein_coding",160,"735"
"HP1BP3",47036,7,24,"protein_coding",144,"2986"
"EIF4G3",370724,12,51,"protein_coding",123,"4939"
"RNU7-200P",61,NA,NA,"pseudogene",NA,NA
"LOC105376830",15555,2,7,"lncRNA",65,"3125"
"LOC105376829",13364,2,5,"lncRNA",66,"2198"
"MIR1256",118,2,2,"miRNA",119,NA
"RPS15AP6",453,NA,NA,"pseudogene",NA,NA
"HSPE1P27",606,NA,NA,"pseudogene",NA,NA
"ECE1",128243,8,26,"protein_coding",115,"2116"
"LOC124903872",5143,1,3,"lncRNA",404,"1870.5"
"ECE1-AS1",6579,1,3,"lncRNA",454,"2003"
"PPP1R11P1",762,NA,NA,"pseudogene",NA,NA
"PDE4DIPP10",534,NA,NA,"pseudogene",NA,NA
"LOC105376832",3876,2,4,"lncRNA",147,"471"
"HS6ST1P1",2218,NA,NA,"pseudogene",NA,NA
"CROCCP5",2505,NA,NA,"pseudogene",NA,NA
"NBPF3",47802,4,27,"protein_coding",168.5,"838"
"ALPL",69407,4,17,"protein_coding",144,"1935"
"LINC02596",5498,1,2,"lncRNA",802,"3895"
"RAP1GAP",73181,2,47,"protein_coding",102,"789.5"
"USP48",104837,6,35,"protein_coding",129,"2111.5"
"LOC124904736",55,NA,NA,"pseudogene",NA,NA
"LDLRAD2",12826,1,5,"protein_coding",272,"1490.5"
"HSPG2",115071,2,104,"protein_coding",139,"269"
"RPL21P29",556,NA,NA,"pseudogene",NA,NA
"CELA3B",21643,4,14,"protein_coding",116.5,"2204"
"RNU6-1022P",112,NA,NA,"pseudogene",NA,NA
"CELA3A",10892,1,8,"protein_coding",116.5,"1285"
"LINC01635",2054,1,3,"lncRNA",161,"678.5"
"LINC00339",6013,2,6,"lncRNA",182,"2743"
"CDC42",48584,2,8,"protein_coding",126,"4209"
"LOC124903873",2715,NA,NA,"pseudogene",NA,NA
"WNT4",25789,3,8,"protein_coding",236,"4367"
"LOC105376845",16440,5,12,"lncRNA",251,"470"
"LOC105376850",9161,1,2,"lncRNA",302.5,"8557"
"LOC107985377",5401,1,5,"lncRNA",110,"1287.5"
"MIR4418",61,2,2,"miRNA",62,NA
"LOC105376856",2643,1,3,"lncRNA",234,"818"
"ZBTB40",102365,5,24,"protein_coding",193,"1487"
"EPHA8",41411,6,26,"protein_coding",169.5,"1552.5"
"MIR6127",108,2,2,"miRNA",109,NA
"C1QA",3215,2,5,"protein_coding",294,"970"
"C1QC",4456,1,5,"protein_coding",254,"1573"
"C1QB",8331,1,4,"protein_coding",178.5,"1168"
"EPHB2",211284,3,22,"protein_coding",159.5,"1876"
"MIR4684",81,3,3,"miRNA",82,NA
"MIR4253",67,2,2,"miRNA",68,NA
"LOC124903874",6043,2,5,"lncRNA",80,"2899.5"
"LACTBL1",19806,1,8,"protein_coding",131.5,"2073"
"TEX46",5021,1,3,"protein_coding",163,"2255"
"KDM1A",64227,2,24,"protein_coding",115,"1568.5"
"MIR3115",67,2,2,"miRNA",68,NA
"LUZP1",94503,7,13,"protein_coding",199,"14639"
"RNU6-514P",106,NA,NA,"pseudogene",NA,NA
"RNU6-135P",100,NA,NA,"pseudogene",NA,NA
"HTR1D",25591,1,2,"protein_coding",1660,"22272"
"RPL29P6",617,NA,NA,"pseudogene",NA,NA
"LINC01355",4209,1,2,"lncRNA",1755.5,"699"
"HNRNPR",39630,5,16,"protein_coding",136,"2538.5"
"ZNF436",10400,2,5,"protein_coding",417,"3014.5"
"ZNF436-AS1",2868,2,4,"lncRNA",311.5,"964"
"TCEA3",45149,3,15,"protein_coding",142,"3190.5"
"LOC124903875",4122,2,4,"lncRNA",300,"1450"
"ASAP3",56057,3,30,"protein_coding",101.5,"455"
"E2F2",26026,4,12,"protein_coding",NA,NA
"LOC101928163",6489,1,3,"lncRNA",141,"2639"
"LOC124903876",33295,2,6,"lncRNA",115,"11930"
"LOC105376859",6528,3,8,"lncRNA",479,"207"
"ID3",1575,1,3,"protein_coding",375,"313"
"MDS2",13255,1,11,"lncRNA",143,"551"
"EEF1A1P48",467,NA,NA,"pseudogene",NA,NA
"RPL11",5056,2,9,"protein_coding",111,"780.5"
"ELOA",18592,1,11,"protein_coding",112,"831.5"
"ELOA-AS1",17909,1,4,"lncRNA",129,"5773"
"PITHD1",9821,1,6,"protein_coding",107,"724"
"LOC105376860",3499,1,2,"lncRNA",410,"2680"
"LYPLA2",4393,1,11,"protein_coding",NA,NA
"GALE",5155,3,14,"protein_coding",114,"243"
"HMGCL",23543,1,9,"protein_coding",108,"3267"
"FUCA1",23220,1,11,"protein_coding",138,"2347"
"CNR2",45166,3,5,"protein_coding",2635.5,"39896"
"LOC124904841",97,NA,NA,"pseudogene",NA,NA
"BTBD6P1",2586,NA,NA,"pseudogene",NA,NA
"MIR378F",77,2,2,"miRNA",78,NA
"LOC124903877",9333,1,4,"lncRNA",10,"3457"
"H3P1",367,NA,NA,"pseudogene",NA,NA
"PNRC2",3634,1,3,"protein_coding",206,"617.5"
"SRSF10",15986,2,16,"protein_coding",163,"2115"
"LOC105378615",380,1,2,"lncRNA",85,"211"
"RPL36P5",720,NA,NA,"pseudogene",NA,NA
"LOC105376863",18684,1,3,"lncRNA",95,"9207.5"
"LOC107984931",21833,1,3,"lncRNA",83,"10738"
"MYOM3",56090,1,37,"protein_coding",122,"1016.5"
"MYOM3-AS1",16590,1,3,"lncRNA",81,"8166"
"LOC124903878",1928,1,3,"lncRNA",167,"728"
"LOC105376864",5624,1,4,"lncRNA",99,"1730"
"IL22RA1",23366,1,7,"protein_coding",139,"3531.5"
"LOC124903879",9038,1,3,"lncRNA",306,"2666"
"IFNLR1",33099,4,11,"protein_coding",151.5,"6334"
"LINC02800",11410,1,3,"lncRNA",152,"4783.5"
"GRHL3-AS1",16062,1,2,"lncRNA",NA,NA
"GRHL3",45379,4,20,"protein_coding",95,"1770"
"STPG1",58750,3,13,"protein_coding",138,"5838"
"NIPAL3",59455,7,23,"protein_coding",103,"3385"
"RCAN3AS",6128,1,5,"lncRNA",189,"5751"
"RCAN3",38697,4,10,"protein_coding",174,"1838"
"NCMAP-DT",16748,1,3,"lncRNA",209,"7888"
"NCMAP",53238,3,6,"protein_coding",87,"5454"
"RPL26P8",374,NA,NA,"pseudogene",NA,NA
"SRRM1",29997,7,32,"protein_coding",123,"941"
"LOC124904829",104,1,1,"snoRNA",105,NA
"CLIC4",97586,3,9,"protein_coding",152.5,"12825"
"RNU6-1208P",106,NA,NA,"pseudogene",NA,NA
"LOC105376876",8674,1,3,"lncRNA",385,"3722"
"RUNX3",65651,3,11,"protein_coding",159,"6410.5"
"MIR6731",71,3,3,"miRNA",72,NA
"RUNX3-AS1",34255,1,6,"lncRNA",NA,NA
"MIR4425",83,2,2,"miRNA",84,NA
"LINC02793",7828,1,3,"lncRNA",243,"2629"
"IFITM3P7",564,NA,NA,"pseudogene",NA,NA
"LOC124903880",1755,1,3,"lncRNA",101,"749"
"SYF2",10226,1,7,"protein_coding",103.5,"1570"
"LOC124903881",7669,2,3,"lncRNA",173,"4110.5"
"RSRP1",96037,4,22,"protein_coding",457,"1033.5"
"RHD",57983,4,16,"protein_coding",167,"5881"
"SDHDP6",1311,NA,NA,"pseudogene",NA,NA
"TMEM50A",24058,2,8,"protein_coding",106,"3095.5"
"LOC124904723",63,NA,NA,"pseudogene",NA,NA
"LOC124904823",103,1,1,"snoRNA",104,NA
"RHCE",67983,4,13,"protein_coding",151,"7914"
"SDHDP7",1309,NA,NA,"pseudogene",NA,NA
"MACO1",69346,2,12,"protein_coding",175,"2830.5"
"LDLRAP1",46791,8,21,"protein_coding",NA,NA
"MAN1C1",167798,2,16,"protein_coding",116,"5008"
"SELENON",17979,1,13,"protein_coding",125,"828"
"MTFR1L",12978,3,10,"protein_coding",167,"2090"
"LOC646471",3644,1,1,"lncRNA",3645,NA
"AUNIP",27551,3,6,"protein_coding",178,"2863"
"PAQR7",14224,1,4,"protein_coding",NA,NA
"STMN1",22701,4,8,"protein_coding",173,"1381.5"
"LOC128966736",6443,1,2,"protein_coding",NA,NA
"SNRPFP2",372,NA,NA,"pseudogene",NA,NA
"RPL39P7",387,NA,NA,"pseudogene",NA,NA
"MIR3917",92,2,2,"miRNA",93,NA
"LOC105376885",1693,1,2,"lncRNA",652.5,"389"
"PAFAH2",38272,2,15,"protein_coding",NA,NA
"RNU6-110P",103,NA,NA,"pseudogene",NA,NA
"LOC124905704",31913,3,12,"lncRNA",142,"3705.5"
"LOC124900433",83,1,1,"ncRNA",84,NA
"EXTL1",14692,2,12,"protein_coding",120,"639.5"
"SLC30A2",8865,1,8,"protein_coding",160,"716"
"LOC105376910",2410,1,2,"lncRNA",1050,"311"
"TRIM63",16331,1,9,"protein_coding",169,"1269"
"PDIK1L",14392,2,5,"protein_coding",302,"2871"
"FAM110D",4884,1,2,"protein_coding",1400,"2085"
"C1orf232",4862,2,6,"protein_coding",167,"1370"
"ZNF593OS",2311,1,4,"protein_coding",126.5,"281"
"ZNF593",965,1,3,"protein_coding",276,"164"
"CNKSR1",12387,1,23,"protein_coding",90,"204.5"
"CATSPER4",12365,2,11,"protein_coding",155,"764"
"LOC128966735",1349,1,3,"protein_coding",NA,NA
"ZPLD2P",4520,1,4,"lncRNA",271,"1505"
"CEP85",44682,6,22,"protein_coding",134,"1400"
"LOC124904684",93,NA,NA,"pseudogene",NA,NA
"MRPS6P1",363,NA,NA,"pseudogene",NA,NA
"SH3BGRL3",1436,1,3,"protein_coding",168,"343"
"UBXN11",36041,2,18,"protein_coding",104,"981"
"CD52",2566,1,2,"protein_coding",233.5,"2100"
"CRYBG2",38576,6,28,"protein_coding",128.5,"337"
"RPL34P4",401,NA,NA,"pseudogene",NA,NA
"ZNF683",12902,6,15,"protein_coding",167,"1377"
"LIN28A",18895,2,6,"protein_coding",191,"754"
"DHDDS",38989,7,20,"protein_coding",117,"3937.5"
"RPL17P9",611,NA,NA,"pseudogene",NA,NA
"DHDDS-AS1",4779,1,4,"lncRNA",115,"2058.5"
"HMGN2",4203,1,6,"protein_coding",73.5,"436"
"DPPA2P2",1147,NA,NA,"pseudogene",NA,NA
"RPS6KA1",45266,5,26,"protein_coding",107,"716"
"MIR1976",51,2,2,"miRNA",52,NA
"RN7SL679P",301,NA,NA,"pseudogene",NA,NA
"LOC124904769",63,1,1,"snRNA",64,NA
"LOC124904813",103,1,1,"snoRNA",104,NA
"LOC105376888",1630,1,3,"lncRNA",56,"731.5"
"LOC101928728",2221,1,1,"lncRNA",2222,NA
"LOC124900417",4343,1,2,"protein_coding",NA,NA
"ARID1A",86099,1,21,"protein_coding",172,"678"
"PIGV",13605,4,13,"protein_coding",536.5,"2994"
"RN7SL165P",290,NA,NA,"pseudogene",NA,NA
"ZDHHC18",30924,1,8,"protein_coding",144,"1521"
"SFN",1303,1,1,"protein_coding",1304,NA
"GPN2",14150,1,5,"protein_coding",161,"2258"
"GPATCH3",9979,2,9,"protein_coding",175,"985.5"
"NUDC",46703,5,15,"protein_coding",119,"642"
"NR0B2",2491,2,3,"protein_coding",582.5,"1322"
"KDF1",11087,3,6,"protein_coding",354.5,"585"
"RPL12P13",943,NA,NA,"pseudogene",NA,NA
"RPL32P6",484,NA,NA,"pseudogene",NA,NA
"OSTCP2",586,1,1,"protein_coding",587,NA
"TRNP1",7220,2,3,"protein_coding",980.5,"5234"
"TENT5B",7828,1,2,"protein_coding",1191,"5447"
"LOC101928391",33830,4,11,"lncRNA",126,"3531"
"SLC9A1",57495,2,15,"protein_coding",174,"518.5"
"LOC102723760",2892,1,3,"lncRNA",106,"1278"
"RPL18AP5",620,NA,NA,"pseudogene",NA,NA
"CHCHD3P3",963,NA,NA,"pseudogene",NA,NA
"NPM1P39",955,NA,NA,"pseudogene",NA,NA
"SNRPEP7",286,NA,NA,"pseudogene",NA,NA
"WDTC1-DT",4973,1,3,"lncRNA",168,"2167"
"WDTC1",74209,8,26,"protein_coding",160.5,"1696"
"TMEM222",14240,4,11,"protein_coding",114,"1016"
"ACTG1P20",2651,1,1,"transcribed_pseudogene",2652,NA
"RNU6-48P",105,NA,NA,"pseudogene",NA,NA
"SYTL1",11913,4,18,"protein_coding",114,"250.5"
"MAP3K6",11777,3,34,"protein_coding",NA,NA
"FCN3",5787,1,8,"protein_coding",128,"559.5"
"CD164L2",4162,2,9,"protein_coding",156.5,"503"
"GPR3",3192,1,2,"protein_coding",1068.5,"1056"
"WASF2",85921,1,9,"protein_coding",155,"2173"
"LOC105376892",5485,1,2,"lncRNA",545,"4396"
"AHDC1",69982,15,26,"protein_coding",178,"702"
"FGR",23120,3,15,"protein_coding",138,"720"
"LOC729973",561,NA,NA,"pseudogene",NA,NA
"LINC02574",2391,1,2,"lncRNA",220.5,"1951"
"IFI6",6101,1,7,"protein_coding",102,"1215"
"RNU6-949P",106,NA,NA,"pseudogene",NA,NA
"CHMP1AP1",631,NA,NA,"pseudogene",NA,NA
"FAM76A",37156,2,11,"protein_coding",119,"2694"
"RPEP3",902,NA,NA,"pseudogene",NA,NA
"STX12",51225,1,9,"protein_coding",100,"4742"
"RNU6-1245P",105,NA,NA,"pseudogene",NA,NA
"PPP1R8",20895,1,9,"protein_coding",149.5,"3698"
"SCARNA1",165,1,1,"ncRNA",166,NA
"THEMIS2",15511,1,11,"protein_coding",284,"2251"
"RPA2",23274,2,12,"protein_coding",111,"1764"
"SMPDL3B",24170,2,11,"protein_coding",181,"2389"
"XKR8",8117,2,7,"protein_coding",NA,NA
"EYA3",118265,5,25,"protein_coding",101,"3860"
"RN7SL559P",296,NA,NA,"pseudogene",NA,NA
"SPCS2P4",1407,NA,NA,"pseudogene",NA,NA
"ARL8BP2",633,NA,NA,"pseudogene",NA,NA
"RNU6-176P",104,NA,NA,"pseudogene",NA,NA
"RNU7-29P",58,NA,NA,"pseudogene",NA,NA
"PTAFR",46689,2,5,"protein_coding",2014.5,"34096"
"DNAJC8",32756,1,10,"protein_coding",93.5,"2376"
"ATP5IF1",1976,1,5,"protein_coding",943.5,"90"
"SESN2",22972,2,10,"protein_coding",187,"666"
"MED18",6925,2,5,"protein_coding",141,"2548.5"
"PHACTR4",130747,2,18,"protein_coding",154,"3442"
"RNU6ATAC27P",118,NA,NA,"pseudogene",NA,NA
"SNHG3",4949,1,4,"lncRNA",125,"669"
"RCC1",32950,2,16,"protein_coding",123,"626"
"SNORA73A",206,1,1,"snoRNA",207,NA
"SNORA73B",204,1,1,"snoRNA",205,NA
"LOC124904836",99,1,1,"snoRNA",100,NA
"PRDX3P2",880,NA,NA,"pseudogene",NA,NA
"TRNAU1AP",25461,1,10,"protein_coding",110,"2459"
"SNHG12",4445,2,11,"lncRNA",131,"715"
"SNORD99",79,1,1,"snoRNA",80,NA
"SNORA61",129,1,1,"snoRNA",130,NA
"SNORA44",131,1,1,"snoRNA",132,NA
"SNORA16A",133,1,1,"snoRNA",134,NA
"RAB42",4401,3,5,"protein_coding",480,"2289"
"TAF12",45881,3,10,"protein_coding",102,"4590"
"TAF12-DT",5544,2,4,"lncRNA",421,"4553"
"RNU11",134,1,1,"snRNA",135,NA
"GMEB1",51150,8,22,"protein_coding",128.5,"3866"
"LOC124904809",129,1,1,"ncRNA",130,NA
"YTHDF2",33156,2,7,"protein_coding",186,"576"
"OPRD1",59067,1,3,"protein_coding",441,"24877"
"EPB41",233690,5,31,"protein_coding",108,"3843"
"LOC124903886",15413,1,3,"lncRNA",88,"7567.5"
"RPL27P4",400,NA,NA,"pseudogene",NA,NA
"TMEM200B",4474,2,3,"protein_coding",1279,"1261"
"SRSF4",34157,3,12,"protein_coding",NA,NA
"MECR",63238,5,28,"protein_coding",103,"1557"
"LOC124903887",1033,1,2,"lncRNA",417,"200"
"PTPRU",90275,1,34,"protein_coding",139,"890.5"
"LINC01756",20501,1,3,"lncRNA",432,"9177"
"LOC107984933",82185,1,3,"lncRNA",117,"38262"
"LOC107984934",84715,2,7,"lncRNA",191,"6283"
"LINC01648",23689,1,7,"lncRNA",201,"2764"
"LOC105378617",36934,3,5,"lncRNA",131,"12573"
"LOC105378618",7751,2,4,"lncRNA",106,"2514"
"LOC107987405",1856,1,3,"lncRNA",88,"818"
"LOC124903888",1733,1,2,"lncRNA",164.5,"1405"
"MATN1",12308,1,8,"protein_coding",188,"829"
"MATN1-AS1",7974,1,4,"lncRNA",469.5,"1722"
"LAPTM5",25306,1,8,"protein_coding",NA,NA
"MIR4420",76,2,2,"miRNA",77,NA
"LOC124905706",9082,1,2,"lncRNA",3672.5,"1738"
"LOC105378621",7161,1,4,"lncRNA",184,"3105"
"LINC01778",9644,1,3,"lncRNA",177,"4312.5"
"RN7SKP91",237,NA,NA,"pseudogene",NA,NA
"LOC400748",2082,1,2,"lncRNA",866.5,"350"
"SDC3",40220,4,8,"protein_coding",310,"1710"
"RN7SL371P",265,NA,NA,"pseudogene",NA,NA
"PUM1",134087,1,23,"protein_coding",141.5,"3298"
"SNORD103A",87,1,1,"snoRNA",88,NA
"SNORD103B",87,1,1,"snoRNA",88,NA
"SNORD103C",74,1,1,"snoRNA",75,NA
"LOC107985097",304,NA,NA,"pseudogene",NA,NA
"SELENOWP1",1049,NA,NA,"pseudogene",NA,NA
"RPL21P22",562,NA,NA,"pseudogene",NA,NA
"LOC107984935",783,1,2,"lncRNA",106,"572"
"NKAIN1",60203,1,7,"protein_coding",138,"1230"
"SNRNP40",37226,1,10,"protein_coding",122,"2493"
"ZCCHC17",67997,2,12,"protein_coding",111,"8943"
"FABP3",13472,2,6,"protein_coding",154,"1890"
"LOC105378623",6267,1,3,"lncRNA",64,"3012"
"SERINC2",29794,4,16,"protein_coding",162,"828"
"LOC105378625",4758,1,4,"lncRNA",809.5,"94"
"LOC105379772",11039,1,3,"lncRNA",117,"5343.5"
"EEF1A1P46",1382,NA,NA,"pseudogene",NA,NA
"RNU6-40P",105,NA,NA,"pseudogene",NA,NA
"LDC1P",8481,1,8,"transcribed_pseudogene",173.5,"965"
"LINC01226",5804,1,3,"lncRNA",402,"1532"
"LOC124903917",15398,1,3,"lncRNA",134,"6466.5"
"LOC105378626",12698,5,23,"lncRNA",427,"1768"
"TINAGL1",11187,2,13,"protein_coding",115,"267"
"HCRTR1",14822,4,16,"protein_coding",193,"1003"
"PEF1",15014,6,10,"protein_coding",156,"1653"
"PEF1-AS1",16031,2,10,"lncRNA",NA,NA
"COL16A1",51738,9,82,"protein_coding",NA,NA
"LOC101929444",1263,1,2,"lncRNA",392.5,"479"
"ADGRB2",37233,8,44,"protein_coding",NA,NA
"MIR4254",75,2,2,"miRNA",76,NA
"SPOCD1",25931,4,23,"protein_coding",126,"323"
"PTP4A2",31920,2,9,"protein_coding",256.5,"4363.5"
"LOC128031832",65,1,1,"protein_coding",NA,NA
"KHDRBS1",46985,3,14,"protein_coding",134,"1547"
"TMEM39B",30836,9,23,"protein_coding",188,"2183"
"MIR5585",58,3,3,"miRNA",59,NA
"KPNA6",68461,4,18,"protein_coding",NA,NA
"TXLNA",18615,2,13,"protein_coding",NA,NA
"CCDC28B",4792,4,10,"protein_coding",187,"710.5"
"IQCC",3011,1,6,"protein_coding",253,"200.5"
"DCDC2B",7104,1,9,"protein_coding",132,"362.5"
"TMEM234",7877,4,21,"protein_coding",93,"341"
