"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3"
"LOC105376832",3876,2,4,"lncRNA",147,471,"1","0"
"NBPF3",47802,4,27,"protein_coding",168.5,838,"4","0"
"ALPL",69407,4,17,"protein_coding",144,1935,"1","0"
"LINC02596",5498,1,2,"lncRNA",802,3895,"1","0"
"RAP1GAP",73181,2,47,"protein_coding",102,789.5,"1","0"
"USP48",104837,6,35,"protein_coding",129,2111.5,"1","0"
"LDLRAD2",12826,1,5,"protein_coding",272,1490.5,"1","0"
"HSPG2",115071,2,104,"protein_coding",139,269,"1","0"
"CELA3B",21643,4,14,"protein_coding",116.5,2204,"1","0"
"CELA3A",10892,1,8,"protein_coding",116.5,1285,"1","0"
"LINC01635",2054,1,3,"lncRNA",161,678.5,"1","0"
"LINC00339",6013,2,6,"lncRNA",182,2743,"1","0"
"CDC42",48584,2,8,"protein_coding",126,4209,"1","0"
"WNT4",25789,3,8,"protein_coding",236,4367,"1","0"
"LOC105376845",16440,5,12,"lncRNA",251,470,"1","0"
"LOC105376850",9161,1,2,"lncRNA",302.5,8557,"1","0"
"LOC107985377",5401,1,5,"lncRNA",110,1287.5,"1","0"
"LOC105376856",2643,1,3,"lncRNA",234,818,"1","0"
"ZBTB40",102365,5,24,"protein_coding",193,1487,"1","0"
"EPHA8",41411,6,26,"protein_coding",169.5,1552.5,"1","0"
"C1QA",3215,2,5,"protein_coding",294,970,"1","0"
"C1QC",4456,1,5,"protein_coding",254,1573,"1","0"
"C1QB",8331,1,4,"protein_coding",178.5,1168,"1","0"
"EPHB2",211284,3,22,"protein_coding",159.5,1876,"1","0"
"LOC124903874",6043,2,5,"lncRNA",80,2899.5,"1","0"
"LACTBL1",19806,1,8,"protein_coding",131.5,2073,"1","0"
"TEX46",5021,1,3,"protein_coding",163,2255,"1","0"
"KDM1A",64227,2,24,"protein_coding",115,1568.5,"1","0"
"LUZP1",94503,7,13,"protein_coding",199,14639,"1","0"
"HTR1D",25591,1,2,"protein_coding",1660,22272,"1","0"
"LINC01355",4209,1,2,"lncRNA",1755.5,699,"2","0"
"HNRNPR",39630,5,16,"protein_coding",136,2538.5,"1","0"
"ZNF436",10400,2,5,"protein_coding",417,3014.5,"1","0"
"ZNF436-AS1",2868,2,4,"lncRNA",311.5,964,"1","0"
"TCEA3",45149,3,15,"protein_coding",142,3190.5,"5","0"
"LOC124903875",4122,2,4,"lncRNA",300,1450,"1","0"
"ASAP3",56057,3,30,"protein_coding",101.5,455,"1","0"
"LOC101928163",6489,1,3,"lncRNA",141,2639,"1","0"
"LOC124903876",33295,2,6,"lncRNA",115,11930,"1","0"
"LOC105376859",6528,3,8,"lncRNA",479,207,"1","0"
"ID3",1575,1,3,"protein_coding",375,313,"1","0"
"MDS2",13255,1,11,"lncRNA",143,551,"1","0"
"RPL11",5056,2,9,"protein_coding",111,780.5,"1","0"
"ELOA",18592,1,11,"protein_coding",112,831.5,"1","0"
"ELOA-AS1",17909,1,4,"lncRNA",129,5773,"1","0"
"PITHD1",9821,1,6,"protein_coding",107,724,"1","0"
"LOC105376860",3499,1,2,"lncRNA",410,2680,"1","0"
"GALE",5155,3,14,"protein_coding",114,243,"4","0"
"HMGCL",23543,1,9,"protein_coding",108,3267,"1","0"
"FUCA1",23220,1,11,"protein_coding",138,2347,"1","0"
"CNR2",45166,3,5,"protein_coding",2635.5,39896,"1","0"
"LOC124903877",9333,1,4,"lncRNA",10,3457,"1","0"
"PNRC2",3634,1,3,"protein_coding",206,617.5,"1","0"
"SRSF10",15986,2,16,"protein_coding",163,2115,"1","0"
"LOC105378615",380,1,2,"lncRNA",85,211,"1","0"
"LOC105376863",18684,1,3,"lncRNA",95,9207.5,"1","0"
"LOC107984931",21833,1,3,"lncRNA",83,10738,"1","0"
"MYOM3",56090,1,37,"protein_coding",122,1016.5,"4","0"
"MYOM3-AS1",16590,1,3,"lncRNA",81,8166,"1","0"
"LOC124903878",1928,1,3,"lncRNA",167,728,"1","0"
"LOC105376864",5624,1,4,"lncRNA",99,1730,"1","0"
"IL22RA1",23366,1,7,"protein_coding",139,3531.5,"1","0"
"LOC124903879",9038,1,3,"lncRNA",306,2666,"1","0"
"IFNLR1",33099,4,11,"protein_coding",151.5,6334,"1","0"
"LINC02800",11410,1,3,"lncRNA",152,4783.5,"1","0"
"GRHL3",45379,4,20,"protein_coding",95,1770,"1","0"
"STPG1",58750,3,13,"protein_coding",138,5838,"1","0"
"NIPAL3",59455,7,23,"protein_coding",103,3385,"4","0"
"RCAN3AS",6128,1,5,"lncRNA",189,5751,"1","0"
"RCAN3",38697,4,10,"protein_coding",174,1838,"1","0"
"NCMAP-DT",16748,1,3,"lncRNA",209,7888,"1","0"
"NCMAP",53238,3,6,"protein_coding",87,5454,"1","0"
"SRRM1",29997,7,32,"protein_coding",123,941,"4","0"
"CLIC4",97586,3,9,"protein_coding",152.5,12825,"1","0"
"LOC105376876",8674,1,3,"lncRNA",385,3722,"1","0"
"RUNX3",65651,3,11,"protein_coding",159,6410.5,"1","0"
"LINC02793",7828,1,3,"lncRNA",243,2629,"1","0"
"LOC124903880",1755,1,3,"lncRNA",101,749,"1","0"
"SYF2",10226,1,7,"protein_coding",103.5,1570,"1","0"
"LOC124903881",7669,2,3,"lncRNA",173,4110.5,"1","0"
"RSRP1",96037,4,22,"protein_coding",457,1033.5,"5","0"
"RHD",57983,4,16,"protein_coding",167,5881,"1","0"
"TMEM50A",24058,2,8,"protein_coding",106,3095.5,"1","0"
"RHCE",67983,4,13,"protein_coding",151,7914,"1","0"
"MACO1",69346,2,12,"protein_coding",175,2830.5,"1","0"
"MAN1C1",167798,2,16,"protein_coding",116,5008,"4","0"
"SELENON",17979,1,13,"protein_coding",125,828,"1","0"
"MTFR1L",12978,3,10,"protein_coding",167,2090,"1","0"
"AUNIP",27551,3,6,"protein_coding",178,2863,"1","0"
"STMN1",22701,4,8,"protein_coding",173,1381.5,"1","0"
"LOC105376885",1693,1,2,"lncRNA",652.5,389,"1","0"
"LOC124905704",31913,3,12,"lncRNA",142,3705.5,"1","0"
"EXTL1",14692,2,12,"protein_coding",120,639.5,"1","0"
"SLC30A2",8865,1,8,"protein_coding",160,716,"1","0"
"LOC105376910",2410,1,2,"lncRNA",1050,311,"1","0"
"TRIM63",16331,1,9,"protein_coding",169,1269,"1","0"
"PDIK1L",14392,2,5,"protein_coding",302,2871,"1","0"
"FAM110D",4884,1,2,"protein_coding",1400,2085,"1","0"
"C1orf232",4862,2,6,"protein_coding",167,1370,"1","0"
"ZNF593OS",2311,1,4,"protein_coding",126.5,281,"1","0"
"ZNF593",965,1,3,"protein_coding",276,164,"1","0"
"CNKSR1",12387,1,23,"protein_coding",90,204.5,"1","0"
"CATSPER4",12365,2,11,"protein_coding",155,764,"1","0"
"ZPLD2P",4520,1,4,"lncRNA",271,1505,"1","0"
"CEP85",44682,6,22,"protein_coding",134,1400,"1","0"
"SH3BGRL3",1436,1,3,"protein_coding",168,343,"1","0"
"UBXN11",36041,2,18,"protein_coding",104,981,"1","0"
"CD52",2566,1,2,"protein_coding",233.5,2100,"1","0"
"CRYBG2",38576,6,28,"protein_coding",128.5,337,"1","0"
"ZNF683",12902,6,15,"protein_coding",167,1377,"1","0"
"LIN28A",18895,2,6,"protein_coding",191,754,"1","0"
"DHDDS",38989,7,20,"protein_coding",117,3937.5,"1","0"
"DHDDS-AS1",4779,1,4,"lncRNA",115,2058.5,"1","0"
"HMGN2",4203,1,6,"protein_coding",73.5,436,"1","0"
"RPS6KA1",45266,5,26,"protein_coding",107,716,"1","0"
"LOC105376888",1630,1,3,"lncRNA",56,731.5,"1","0"
"ARID1A",86099,1,21,"protein_coding",172,678,"1","0"
"PIGV",13605,4,13,"protein_coding",536.5,2994,"1","0"
"ZDHHC18",30924,1,8,"protein_coding",144,1521,"5","0"
"GPN2",14150,1,5,"protein_coding",161,2258,"1","0"
"GPATCH3",9979,2,9,"protein_coding",175,985.5,"1","0"
"NUDC",46703,5,15,"protein_coding",119,642,"1","0"
"NR0B2",2491,2,3,"protein_coding",582.5,1322,"1","0"
"KDF1",11087,3,6,"protein_coding",354.5,585,"1","0"
"TRNP1",7220,2,3,"protein_coding",980.5,5234,"1","0"
"TENT5B",7828,1,2,"protein_coding",1191,5447,"1","0"
"LOC101928391",33830,4,11,"lncRNA",126,3531,"1","0"
"SLC9A1",57495,2,15,"protein_coding",174,518.5,"1","0"
"LOC102723760",2892,1,3,"lncRNA",106,1278,"1","0"
"WDTC1-DT",4973,1,3,"lncRNA",168,2167,"1","0"
"WDTC1",74209,8,26,"protein_coding",160.5,1696,"1","0"
"TMEM222",14240,4,11,"protein_coding",114,1016,"1","0"
"SYTL1",11913,4,18,"protein_coding",114,250.5,"1","0"
"FCN3",5787,1,8,"protein_coding",128,559.5,"1","0"
"CD164L2",4162,2,9,"protein_coding",156.5,503,"1","0"
"GPR3",3192,1,2,"protein_coding",1068.5,1056,"1","0"
"WASF2",85921,1,9,"protein_coding",155,2173,"1","0"
"LOC105376892",5485,1,2,"lncRNA",545,4396,"1","0"
"AHDC1",69982,15,26,"protein_coding",178,702,"4","0"
"FGR",23120,3,15,"protein_coding",138,720,"1","0"
"LINC02574",2391,1,2,"lncRNA",220.5,1951,"1","0"
"IFI6",6101,1,7,"protein_coding",102,1215,"1","0"
"FAM76A",37156,2,11,"protein_coding",119,2694,"1","0"
"STX12",51225,1,9,"protein_coding",100,4742,"1","0"
"PPP1R8",20895,1,9,"protein_coding",149.5,3698,"1","0"
"THEMIS2",15511,1,11,"protein_coding",284,2251,"1","0"
"RPA2",23274,2,12,"protein_coding",111,1764,"1","0"
"SMPDL3B",24170,2,11,"protein_coding",181,2389,"1","0"
"EYA3",118265,5,25,"protein_coding",101,3860,"1","0"
"PTAFR",46689,2,5,"protein_coding",2014.5,34096,"1","0"
"DNAJC8",32756,1,10,"protein_coding",93.5,2376,"1","0"
"ATP5IF1",1976,1,5,"protein_coding",943.5,90,"1","0"
"SESN2",22972,2,10,"protein_coding",187,666,"1","0"
"MED18",6925,2,5,"protein_coding",141,2548.5,"1","0"
"PHACTR4",130747,2,18,"protein_coding",154,3442,"1","0"
"SNHG3",4949,1,4,"lncRNA",125,669,"4","0"
"RCC1",32950,2,16,"protein_coding",123,626,"1","0"
"TRNAU1AP",25461,1,10,"protein_coding",110,2459,"1","0"
"SNHG12",4445,2,11,"lncRNA",131,715,"1","0"
"RAB42",4401,3,5,"protein_coding",480,2289,"1","0"
"TAF12",45881,3,10,"protein_coding",102,4590,"1","0"
"TAF12-DT",5544,2,4,"lncRNA",421,4553,"1","0"
"GMEB1",51150,8,22,"protein_coding",128.5,3866,"1","0"
"YTHDF2",33156,2,7,"protein_coding",186,576,"1","0"
"OPRD1",59067,1,3,"protein_coding",441,24877,"1","0"
"EPB41",233690,5,31,"protein_coding",108,3843,"1","0"
"LOC124903886",15413,1,3,"lncRNA",88,7567.5,"1","0"
"TMEM200B",4474,2,3,"protein_coding",1279,1261,"1","0"
"MECR",63238,5,28,"protein_coding",103,1557,"1","0"
"LOC124903887",1033,1,2,"lncRNA",417,200,"1","0"
"PTPRU",90275,1,34,"protein_coding",139,890.5,"1","0"
"LINC01756",20501,1,3,"lncRNA",432,9177,"1","0"
"LOC107984933",82185,1,3,"lncRNA",117,38262,"1","0"
"LOC107984934",84715,2,7,"lncRNA",191,6283,"1","0"
"LINC01648",23689,1,7,"lncRNA",201,2764,"1","0"
"LOC105378617",36934,3,5,"lncRNA",131,12573,"1","0"
"LOC105378618",7751,2,4,"lncRNA",106,2514,"1","0"
"LOC107987405",1856,1,3,"lncRNA",88,818,"1","0"
"LOC124903888",1733,1,2,"lncRNA",164.5,1405,"1","0"
"MATN1",12308,1,8,"protein_coding",188,829,"5","0"
"MATN1-AS1",7974,1,4,"lncRNA",469.5,1722,"1","0"
"LOC124905706",9082,1,2,"lncRNA",3672.5,1738,"1","0"
"LOC105378621",7161,1,4,"lncRNA",184,3105,"1","0"
"LINC01778",9644,1,3,"lncRNA",177,4312.5,"1","0"
"LOC400748",2082,1,2,"lncRNA",866.5,350,"1","0"
"SDC3",40220,4,8,"protein_coding",310,1710,"1","0"
"PUM1",134087,1,23,"protein_coding",141.5,3298,"1","0"
"LOC107984935",783,1,2,"lncRNA",106,572,"1","0"
"NKAIN1",60203,1,7,"protein_coding",138,1230,"1","0"
"SNRNP40",37226,1,10,"protein_coding",122,2493,"1","0"
"ZCCHC17",67997,2,12,"protein_coding",111,8943,"1","0"
"FABP3",13472,2,6,"protein_coding",154,1890,"1","0"
"LOC105378623",6267,1,3,"lncRNA",64,3012,"1","0"
"SERINC2",29794,4,16,"protein_coding",162,828,"1","0"
"LOC105378625",4758,1,4,"lncRNA",809.5,94,"1","0"
"LOC105379772",11039,1,3,"lncRNA",117,5343.5,"1","0"
"LDC1P",8481,1,8,"transcribed_pseudogene",173.5,965,"1","0"
"LINC01226",5804,1,3,"lncRNA",402,1532,"1","0"
"LOC124903917",15398,1,3,"lncRNA",134,6466.5,"1","0"
"LOC105378626",12698,5,23,"lncRNA",427,1768,"1","0"
"TINAGL1",11187,2,13,"protein_coding",115,267,"1","0"
"HCRTR1",14822,4,16,"protein_coding",193,1003,"1","0"
"PEF1",15014,6,10,"protein_coding",156,1653,"1","0"
"LOC101929444",1263,1,2,"lncRNA",392.5,479,"1","0"
"SPOCD1",25931,4,23,"protein_coding",126,323,"4","0"
"PTP4A2",31920,2,9,"protein_coding",256.5,4363.5,"1","0"
"KHDRBS1",46985,3,14,"protein_coding",134,1547,"1","0"
"TMEM39B",30836,9,23,"protein_coding",188,2183,"1","0"
"CCDC28B",4792,4,10,"protein_coding",187,710.5,"1","0"
"IQCC",3011,1,6,"protein_coding",253,200.5,"4","0"
"DCDC2B",7104,1,9,"protein_coding",132,362.5,"1","0"
"TMEM234",7877,4,21,"protein_coding",93,341,"1","0"
"EIF3I",13764,3,13,"protein_coding",93,318,"1","0"
"MTMR9LP",10050,1,7,"transcribed_pseudogene",259,457.5,"1","0"
"FAM167B",1634,1,2,"protein_coding",473.5,688,"1","0"
"HDAC1",41544,2,15,"protein_coding",124.5,565,"1","0"
"MARCKSL1",2394,1,3,"protein_coding",660.5,1074,"1","0"
"LOC105378629",8725,3,6,"lncRNA",142,3908.5,"1","0"
"LOC124903933",7219,2,4,"lncRNA",306,653,"1","0"
"FAM229A",1215,1,3,"protein_coding",266,137.5,"1","0"
"TSSK3",1773,1,2,"protein_coding",513,748,"1","0"
"BSDC1",29809,2,14,"protein_coding",106.5,1792,"1","0"
"ZBTB8B",31625,1,4,"protein_coding",605.5,5486,"1","0"
"ZBTB8A",67381,1,6,"protein_coding",158,14110,"1","0"
"ZBTB8OS",31116,6,20,"protein_coding",100.5,4920.5,"1","0"
"RBBP4",35015,2,14,"protein_coding",121.5,340,"1","0"
"SYNC",23720,7,9,"protein_coding",671.5,6559,"1","0"
"KIAA1522",33111,3,9,"protein_coding",171,478.5,"1","0"
"S100PBP",45172,13,22,"protein_coding",104,2325,"1","0"
"FNDC5",10216,2,11,"protein_coding",116,1013,"7","0"
"LOC105378631",6756,2,4,"lncRNA",404,2527,"1","0"
"HPCA",8672,3,6,"protein_coding",252.5,2362,"1","0"
"TMEM54",6793,1,8,"protein_coding",167,1453,"1","0"
"LOC105378632",1548,1,3,"lncRNA",163,510.5,"1","0"
"AK2",28947,2,12,"protein_coding",126,2738,"1","0"
"LOC124903969",2401,1,2,"lncRNA",325,1752,"1","0"
"LOC105378635",3218,1,3,"lncRNA",182,1252.5,"1","0"
"AZIN2",84299,9,28,"protein_coding",172,1197,"1","0"
"ZNF362",175195,5,16,"protein_coding",163,3583.5,"1","0"
"TRIM62",36641,2,6,"protein_coding",200,8025,"1","0"
"A3GALT2",14318,1,5,"protein_coding",90,2446,"1","0"
"PHC2",107463,3,22,"protein_coding",166,1685,"1","0"
"PHC2-AS1",12890,1,3,"lncRNA",180,6200.5,"1","0"
"ZSCAN20",29046,4,13,"protein_coding",308,1422,"1","0"
"CSMD2",651962,9,85,"protein_coding",174,3114,"1","0"
"LOC124903976",14324,1,3,"lncRNA",143,6691.5,"1","0"
"HMGB4",4315,2,5,"protein_coding",713,1973,"1","0"
"CSMD2-AS1",16514,1,8,"lncRNA",136,2337,"1","0"
"C1orf94",52107,2,8,"protein_coding",229,4935,"1","0"
"LOC105378639",16100,1,4,"lncRNA",229.5,2564,"1","0"
"LOC105378641",228785,2,11,"lncRNA",133,14453.5,"1","0"
"LOC105378642",14239,3,11,"lncRNA",130.5,2999,"1","0"
"GJB5",3465,1,3,"protein_coding",677.5,2111,"1","0"
"GJB4",2587,2,3,"protein_coding",722,1144,"1","0"
"GJB3",5150,2,3,"protein_coding",1096,2627,"1","0"
"SMIM12",9457,6,10,"protein_coding",206,2100,"1","0"
"DLGAP3",64242,3,15,"protein_coding",203,977,"1","0"
"GPR199P",3007,1,3,"lncRNA",154,560.5,"4","0"
"TMEM35B",3968,1,3,"protein_coding",181,1449,"1","0"
"ZMYM6",45780,1,16,"protein_coding",152.5,1522,"1","0"
"ZMYM1",56077,7,26,"protein_coding",170,1580,"1","0"
"LOC105378644",5370,1,3,"lncRNA",527,1517.5,"1","0"
"SFPQ",16765,2,18,"protein_coding",120,692,"1","0"
"ZMYM4",153351,7,41,"protein_coding",151,910,"1","0"
"ZMYM4-AS1",7256,1,2,"lncRNA",229.5,6798,"1","0"
"KIAA0319L",124181,14,31,"protein_coding",139,2435,"1","0"
"NCDN",8984,1,9,"protein_coding",242,980.5,"1","0"
"TFAP2E",22244,2,8,"protein_coding",223,980,"1","0"
"PSMB2",41993,2,8,"protein_coding",110,3963,"1","0"
"LOC124905707",3195,1,3,"lncRNA",180,1237,"1","0"
"LOC105378646",19916,3,8,"lncRNA",153,3911,"1","0"
"C1orf216",5007,2,3,"protein_coding",1430.5,1277,"1","0"
"CLSPN",49745,2,26,"protein_coding",132,678,"4","0"
"AGO4",50258,8,33,"protein_coding",141.5,974,"4","0"
"AGO1",60772,2,21,"protein_coding",137,612.5,"4","0"
"AGO3",141941,7,27,"protein_coding",137,3778.5,"1","0"
"LOC105378647",11224,1,3,"lncRNA",493,4487.5,"1","0"
"TEKT2",4181,3,13,"protein_coding",135,158,"4","0"
"ADPRS",5044,1,6,"protein_coding",196.5,327,"1","0"
"COL8A2",29983,1,5,"protein_coding",115,9306,"1","0"
"TRAPPC3",19481,2,8,"protein_coding",171,1741,"1","0"
"MAP7D1",24685,1,20,"protein_coding",146,207,"1","0"
"SH3D21",23788,6,28,"protein_coding",91,141.5,"4","0"
"EVA1B",2124,2,4,"protein_coding",262,733,"1","0"
"STK40",46307,1,13,"protein_coding",120,1894,"1","0"
"LSM10",4463,1,2,"protein_coding",430,3604,"1","0"
"OSCP1",32539,3,14,"protein_coding",155,1534,"1","0"
"LOC107984940",13701,1,3,"lncRNA",108,6686,"1","0"
"MRPS15",8689,1,8,"protein_coding",80.5,775,"1","0"
"CSF3R",17270,3,24,"protein_coding",144,419,"1","0"
"LOC107984941",25920,1,3,"lncRNA",106,12121.5,"1","0"
"LOC105378648",8201,2,5,"lncRNA",117,706,"1","0"
"GRIK3",239250,1,16,"protein_coding",193,5749,"1","0"
"LOC107984942",22293,1,5,"lncRNA",185,10672,"1","0"
"ZC3H12A-DT",19554,1,3,"lncRNA",300,9064,"1","0"
"ZC3H12A",9797,3,10,"protein_coding",213,829,"1","0"
"MEAF6",24749,2,12,"protein_coding",99,1772,"1","0"
"LOC105378649",7751,1,3,"lncRNA",97,3542,"1","0"
"SNIP1",19863,1,5,"protein_coding",599,1701,"1","0"
"DNALI1",9917,1,6,"protein_coding",167.5,1578,"1","0"
"GNL2",29119,2,18,"protein_coding",114,850.5,"1","0"
"C1orf109",10679,3,14,"protein_coding",196,1591,"4","0"
"CDCA8",17180,1,12,"protein_coding",91.5,1435,"1","0"
"EPHA10",51050,9,35,"protein_coding",158,886.5,"4","0"
"LOC105378650",1587,1,3,"lncRNA",165,555.5,"1","0"
"MANEAL",7285,2,6,"protein_coding",622.5,1874.5,"1","0"
"YRDC",5263,1,5,"protein_coding",143,440,"1","0"
"C1orf122",1664,1,4,"protein_coding",477,168,"1","0"
"MTF1",50015,4,16,"protein_coding",132,2304,"1","0"
"INPP5B",86369,13,48,"protein_coding",114,1592,"7","0"
"LOC124904043",15504,1,4,"lncRNA",279.5,1677,"1","0"
"LOC105378651",13743,4,9,"lncRNA",166,3642,"1","0"
"SF3A3",33340,1,17,"protein_coding",91,1136,"1","0"
"FHL3",8742,1,6,"protein_coding",175,482.5,"1","0"
"UTP11",12087,1,8,"protein_coding",112.5,735,"1","0"
"MIR3659HG",72414,2,6,"lncRNA",121,7896,"1","0"
"LINC02786",11670,2,7,"lncRNA",116.5,1178,"1","0"
"LOC105378654",77748,5,15,"lncRNA",131,15108,"1","0"
"LINC01343",5733,1,4,"lncRNA",221.5,911,"1","0"
"LOC105378657",203342,1,4,"lncRNA",181,10827,"1","0"
"LINC01685",1288,1,3,"lncRNA",98,249.5,"1","0"
"LOC105378658",14673,1,3,"lncRNA",201,7073,"1","0"
"LOC105378660",35749,1,3,"lncRNA",193,17507.5,"1","0"
"RRAGC",21585,1,8,"protein_coding",149,2823.5,"1","0"
"GJA9-MYCBP",19136,1,9,"lncRNA",195,8298.5,"1","0"
"MYCBP",10897,2,3,"protein_coding",88,2175,"1","0"
"LOC105378663",2826,1,2,"lncRNA",232.5,2362,"1","0"
"GJA9",7509,1,2,"protein_coding",1141,5228,"1","0"
"RHBDL2",56008,2,9,"protein_coding",119,4123,"1","0"
"LOC105378662",5932,2,3,"lncRNA",206.5,4726.5,"1","0"
"AKIRIN1",14786,1,5,"protein_coding",141,2453,"1","0"
"NDUFS5",8261,1,4,"protein_coding",218,3883.5,"1","0"
"LOC124904088",24065,7,12,"lncRNA",164,4424,"1","0"
"MACF1",403499,3,104,"protein_coding",156,1072.5,"1","0"
"LOC124904101",4831,1,2,"lncRNA",2136,560,"1","0"
"PPIEL",37428,1,16,"transcribed_pseudogene",122,3193.5,"4","0"
"PABPC4",15974,1,17,"protein_coding",122,562,"1","0"
"PABPC4-AS1",8133,1,4,"lncRNA",147,1831,"1","0"
"HEYL",20155,3,8,"protein_coding",84,2117,"1","0"
"NT5C1A",21832,1,6,"protein_coding",176.5,2048,"1","0"
"HPCAL4",12814,1,5,"protein_coding",170,4211.5,"1","0"
"PPIE",25031,4,17,"protein_coding",100,1237,"1","0"
"BMP8B",31693,6,14,"protein_coding",190,1677,"1","0"
"BMP8B-AS1",1455,1,2,"lncRNA",612,232,"1","0"
"LOC105378667",13808,1,4,"lncRNA",114,5819,"1","0"
"TRIT1",45405,3,19,"protein_coding",141,2187,"5","0"
"MYCL",6489,2,5,"protein_coding",505,364,"1","0"
"MFSD2A",14811,1,19,"protein_coding",130,586,"1","0"
"LOC105378669",27362,3,6,"lncRNA",614,999,"1","0"
"CAP1",32517,3,19,"protein_coding",124,627,"1","0"
"PPT1",25822,2,10,"protein_coding",103,1817,"1","0"
"LOC105378671",13675,1,3,"lncRNA",411,6304.5,"1","0"
"RLF",79539,3,11,"protein_coding",148.5,6642,"1","0"
"TMCO2",3749,1,2,"protein_coding",348,3054,"1","0"
"ZMPSTE24",35974,3,12,"protein_coding",145.5,2445,"1","0"
"COL9A2",17376,6,39,"protein_coding",54,321,"1","0"
"SMAP2",78572,11,22,"protein_coding",110,1056,"1","0"
"ZFP69B",13651,2,9,"protein_coding",127,2885,"1","0"
"EXO5-DT",21520,1,3,"lncRNA",286,10253,"1","0"
"EXO5",7313,3,11,"protein_coding",341,2674,"1","0"
"ZNF684",16525,1,5,"protein_coding",127,3103.5,"1","0"
"LOC105378673",5383,1,3,"lncRNA",251,2298,"1","0"
"RIMS3",55111,2,10,"protein_coding",158.5,3687,"1","0"
"LOC105378675",8717,1,4,"lncRNA",1389,5940,"1","0"
"NFYC",79915,20,40,"protein_coding",108,3464,"1","0"
"KCNQ4",56682,3,16,"protein_coding",128.5,1694,"1","0"
"LOC105378676",9391,1,3,"lncRNA",84,4422.5,"1","0"
"CTPS1",32860,10,29,"protein_coding",97,1325,"1","0"
"SLFNL1-AS1",29302,1,4,"lncRNA",478,9333,"1","0"
"SCMH1",215182,10,35,"protein_coding",161.5,5256,"1","0"
"LOC102723924",26833,1,5,"lncRNA",158,3526.5,"1","0"
"FOXO6",22388,1,2,"protein_coding",1543,19303,"1","0"
"FOXO6-AS1",641,1,2,"lncRNA",197,248,"1","0"
"LOC105378678",38533,2,8,"lncRNA",264,3500,"1","0"
"EDN2",21660,2,9,"protein_coding",123,1367.5,"1","0"
"HIVEP3",529932,10,22,"protein_coding",219,24836,"1","0"
"LOC124904160",17448,1,4,"lncRNA",168.5,186,"1","0"
"LOC124904161",6555,1,3,"lncRNA",92,2850.5,"1","0"
"GUCA2B",2410,1,3,"protein_coding",187,903.5,"1","0"
"GUCA2A",2055,1,3,"protein_coding",208,729.5,"1","0"
"FOXJ3",159084,8,23,"protein_coding",129,6687,"1","0"
"ZMYND12",25693,1,8,"protein_coding",142,2798,"4","0"
"CCDC30",201216,5,32,"protein_coding",142,6865,"1","0"
"PPCS",17076,3,10,"protein_coding",426,2034,"1","0"
"YBX1",21387,3,9,"protein_coding",230,934,"1","0"
"CLDN19",7143,1,6,"protein_coding",396,1822.5,"1","0"
"P3H1",20654,4,23,"protein_coding",132,674,"1","0"
"C1orf50",12243,1,5,"protein_coding",137,1087,"1","0"
"TMEM269-DT",8227,1,3,"lncRNA",159,3867.5,"1","0"
"TMEM269",15835,1,6,"protein_coding",141.5,2869,"1","0"
"LOC107984946",5341,2,4,"lncRNA",230,4803.5,"1","0"
"SVBP",10337,1,4,"protein_coding",208,4765.5,"1","0"
"ERMAP",27869,4,19,"protein_coding",33,1252,"1","0"
"LOC339539",31162,1,4,"lncRNA",83.5,10183,"1","0"
"SLC2A1",33517,1,10,"protein_coding",175.5,363,"1","0"
"SLC2A1-DT",24307,1,4,"lncRNA",224.5,8934,"1","0"
"CFAP144",28818,3,9,"protein_coding",142.5,2677,"1","0"
"EBNA1BP2",8402,2,12,"protein_coding",124,240,"1","0"
"CFAP57",82030,7,33,"protein_coding",179,1545,"1","0"
"C1orf210",3962,2,5,"protein_coding",117,1164,"1","0"
"TIE1",22179,3,26,"protein_coding",145,239.5,"1","0"
"MPL",16648,1,12,"protein_coding",151.5,310,"1","0"
"CDC20",4222,1,11,"protein_coding",129,143,"1","0"
"ELOVL1",4610,2,10,"protein_coding",101.5,177,"1","0"
"LOC112268225",16358,1,3,"lncRNA",7961.5,436,"1","0"
"MED8",5883,1,11,"protein_coding",130,504,"1","0"
"MED8-AS1",677,1,2,"lncRNA",268,142,"1","0"
"SZT2",64051,1,72,"protein_coding",131.5,192,"4","0"
"SZT2-AS1",868,1,2,"lncRNA",349.5,170,"1","0"
"HYI",3324,2,12,"protein_coding",102,109.5,"1","0"
"HYI-AS1",3079,1,2,"lncRNA",274.5,2531,"1","0"
"PTPRF",101689,8,47,"protein_coding",136,932,"1","0"
"KDM4A",55352,1,22,"protein_coding",154.5,1749,"1","0"
"LOC124904165",4201,1,3,"lncRNA",255,1248,"1","0"
"KDM4A-AS1",7617,1,5,"lncRNA",105,1369,"1","0"
"ST3GAL3",224208,19,43,"protein_coding",95.5,23318,"1","0"
"ST3GAL3-AS1",17954,1,4,"lncRNA",122,6682,"1","0"
"ARTN",5988,2,7,"protein_coding",149,289,"1","0"
"LINC02918",2648,1,2,"lncRNA",605,1439,"1","0"
"LOC101929609",4656,1,2,"lncRNA",1604.5,1448,"1","0"
"IPO13",21070,2,21,"protein_coding",139.5,192,"1","0"
