"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type"
"PLA2G5",63514,4,15,"protein_coding"
"LOC100419911",514,NA,NA,"pseudogene"
"PLA2G2D",7597,1,4,"protein_coding"
"PLA2G2F",11067,3,8,"protein_coding"
"LOC117779438",6350,1,3,"lncRNA"
"PLA2G2C",23462,3,11,"protein_coding"
"UBXN10",12968,3,4,"protein_coding"
"LOC105376825",5519,1,3,"lncRNA"
"LOC105376826",2638,1,3,"lncRNA"
"LINC01757",1560,1,2,"lncRNA"
"LOC105376828",2891,1,5,"lncRNA"
"VWA5B1",68649,9,37,"protein_coding"
"LINC01141",69444,1,12,"lncRNA"
"CAMK2N1",3819,1,2,"protein_coding"
"MUL1",8710,2,5,"protein_coding"
"RPS4XP4",862,NA,NA,"pseudogene"
"FAM43B",2447,1,1,"protein_coding"
"CDA",29874,1,4,"protein_coding"
"PINK1",18057,1,8,"protein_coding"
"MIR6084",109,2,2,"miRNA"
"PINK1-AS",9536,1,3,"antisense_RNA"
"DDOST",9577,1,11,"protein_coding"
"KIF17",57148,7,28,"protein_coding"
"SH2D5",12967,3,15,"protein_coding"
"HP1BP3",47036,7,24,"protein_coding"
"EIF4G3",370724,12,51,"protein_coding"
"RNU7-200P",61,NA,NA,"pseudogene"
"LOC105376830",15555,2,7,"lncRNA"
"LOC105376829",13364,2,5,"lncRNA"
"MIR1256",118,2,2,"miRNA"
"RPS15AP6",453,NA,NA,"pseudogene"
"HSPE1P27",606,NA,NA,"pseudogene"
"ECE1",128243,8,26,"protein_coding"
"LOC124903872",5143,1,3,"lncRNA"
"ECE1-AS1",6579,1,3,"lncRNA"
"PPP1R11P1",762,NA,NA,"pseudogene"
"PDE4DIPP10",534,NA,NA,"pseudogene"
"LOC105376832",3876,2,4,"lncRNA"
"HS6ST1P1",2218,NA,NA,"pseudogene"
"CROCCP5",2505,NA,NA,"pseudogene"
"NBPF3",47802,4,27,"protein_coding"
"ALPL",69407,4,17,"protein_coding"
"LINC02596",5498,1,2,"lncRNA"
"RAP1GAP",73181,2,47,"protein_coding"
"USP48",104837,6,35,"protein_coding"
"LOC124904736",55,NA,NA,"pseudogene"
"LDLRAD2",12826,1,5,"protein_coding"
"HSPG2",115071,2,104,"protein_coding"
"RPL21P29",556,NA,NA,"pseudogene"
"CELA3B",21643,4,14,"protein_coding"
"RNU6-1022P",112,NA,NA,"pseudogene"
"CELA3A",10892,1,8,"protein_coding"
"LINC01635",2054,1,3,"lncRNA"
"LINC00339",6013,2,6,"lncRNA"
"CDC42",48584,2,8,"protein_coding"
"LOC124903873",2715,NA,NA,"pseudogene"
"WNT4",25789,3,8,"protein_coding"
"LOC105376845",16440,5,12,"lncRNA"
"LOC105376850",9161,1,2,"lncRNA"
"LOC107985377",5401,1,5,"lncRNA"
"MIR4418",61,2,2,"miRNA"
"LOC105376856",2643,1,3,"lncRNA"
"ZBTB40",102365,5,24,"protein_coding"
"EPHA8",41411,6,26,"protein_coding"
"MIR6127",108,2,2,"miRNA"
"C1QA",3215,2,5,"protein_coding"
"C1QC",4456,1,5,"protein_coding"
"C1QB",8331,1,4,"protein_coding"
"EPHB2",211284,3,22,"protein_coding"
"MIR4684",81,3,3,"miRNA"
"MIR4253",67,2,2,"miRNA"
"LOC124903874",6043,2,5,"lncRNA"
"LACTBL1",19806,1,8,"protein_coding"
"TEX46",5021,1,3,"protein_coding"
"KDM1A",64227,2,24,"protein_coding"
"MIR3115",67,2,2,"miRNA"
"LUZP1",94503,7,13,"protein_coding"
"RNU6-514P",106,NA,NA,"pseudogene"
"RNU6-135P",100,NA,NA,"pseudogene"
"HTR1D",25591,1,2,"protein_coding"
"RPL29P6",617,NA,NA,"pseudogene"
"LINC01355",4209,1,2,"lncRNA"
"HNRNPR",39630,5,16,"protein_coding"
"ZNF436",10400,2,5,"protein_coding"
"ZNF436-AS1",2868,2,4,"lncRNA"
"TCEA3",45149,3,15,"protein_coding"
"LOC124903875",4122,2,4,"lncRNA"
"ASAP3",56057,3,30,"protein_coding"
"E2F2",26026,4,12,"protein_coding"
"LOC101928163",6489,1,3,"lncRNA"
"LOC124903876",33295,2,6,"lncRNA"
"LOC105376859",6528,3,8,"lncRNA"
"ID3",1575,1,3,"protein_coding"
"MDS2",13255,1,11,"lncRNA"
"EEF1A1P48",467,NA,NA,"pseudogene"
"RPL11",5056,2,9,"protein_coding"
"ELOA",18592,1,11,"protein_coding"
"ELOA-AS1",17909,1,4,"lncRNA"
"PITHD1",9821,1,6,"protein_coding"
"LOC105376860",3499,1,2,"lncRNA"
"LYPLA2",4393,1,11,"protein_coding"
"GALE",5155,3,14,"protein_coding"
"HMGCL",23543,1,9,"protein_coding"
"FUCA1",23220,1,11,"protein_coding"
"CNR2",45166,3,5,"protein_coding"
"LOC124904841",97,NA,NA,"pseudogene"
"BTBD6P1",2586,NA,NA,"pseudogene"
"MIR378F",77,2,2,"miRNA"
"LOC124903877",9333,1,4,"lncRNA"
"H3P1",367,NA,NA,"pseudogene"
"PNRC2",3634,1,3,"protein_coding"
"SRSF10",15986,2,16,"protein_coding"
"LOC105378615",380,1,2,"lncRNA"
"RPL36P5",720,NA,NA,"pseudogene"
"LOC105376863",18684,1,3,"lncRNA"
"LOC107984931",21833,1,3,"lncRNA"
"MYOM3",56090,1,37,"protein_coding"
"MYOM3-AS1",16590,1,3,"lncRNA"
"LOC124903878",1928,1,3,"lncRNA"
"LOC105376864",5624,1,4,"lncRNA"
"IL22RA1",23366,1,7,"protein_coding"
"LOC124903879",9038,1,3,"lncRNA"
"IFNLR1",33099,4,11,"protein_coding"
"LINC02800",11410,1,3,"lncRNA"
"GRHL3-AS1",16062,1,2,"lncRNA"
"GRHL3",45379,4,20,"protein_coding"
"STPG1",58750,3,13,"protein_coding"
"NIPAL3",59455,7,23,"protein_coding"
"RCAN3AS",6128,1,5,"lncRNA"
"RCAN3",38697,4,10,"protein_coding"
"NCMAP-DT",16748,1,3,"lncRNA"
"NCMAP",53238,3,6,"protein_coding"
"RPL26P8",374,NA,NA,"pseudogene"
"SRRM1",29997,7,32,"protein_coding"
"LOC124904829",104,1,1,"snoRNA"
"CLIC4",97586,3,9,"protein_coding"
"RNU6-1208P",106,NA,NA,"pseudogene"
"LOC105376876",8674,1,3,"lncRNA"
"RUNX3",65651,3,11,"protein_coding"
"MIR6731",71,3,3,"miRNA"
"RUNX3-AS1",34255,1,6,"lncRNA"
"MIR4425",83,2,2,"miRNA"
"LINC02793",7828,1,3,"lncRNA"
"IFITM3P7",564,NA,NA,"pseudogene"
"LOC124903880",1755,1,3,"lncRNA"
"SYF2",10226,1,7,"protein_coding"
"LOC124903881",7669,2,3,"lncRNA"
"RSRP1",96037,4,22,"protein_coding"
"RHD",57983,4,16,"protein_coding"
"SDHDP6",1311,NA,NA,"pseudogene"
"TMEM50A",24058,2,8,"protein_coding"
"LOC124904723",63,NA,NA,"pseudogene"
"LOC124904823",103,1,1,"snoRNA"
"RHCE",67983,4,13,"protein_coding"
"SDHDP7",1309,NA,NA,"pseudogene"
"MACO1",69346,2,12,"protein_coding"
"LDLRAP1",46791,8,21,"protein_coding"
"MAN1C1",167798,2,16,"protein_coding"
"SELENON",17979,1,13,"protein_coding"
"MTFR1L",12978,3,10,"protein_coding"
"LOC646471",3644,1,1,"lncRNA"
"AUNIP",27551,3,6,"protein_coding"
"PAQR7",14224,1,4,"protein_coding"
"STMN1",22701,4,8,"protein_coding"
"LOC128966736",6443,1,2,"protein_coding"
"SNRPFP2",372,NA,NA,"pseudogene"
"RPL39P7",387,NA,NA,"pseudogene"
"MIR3917",92,2,2,"miRNA"
"LOC105376885",1693,1,2,"lncRNA"
"PAFAH2",38272,2,15,"protein_coding"
"RNU6-110P",103,NA,NA,"pseudogene"
"LOC124905704",31913,3,12,"lncRNA"
"LOC124900433",83,1,1,"ncRNA"
"EXTL1",14692,2,12,"protein_coding"
"SLC30A2",8865,1,8,"protein_coding"
"LOC105376910",2410,1,2,"lncRNA"
"TRIM63",16331,1,9,"protein_coding"
"PDIK1L",14392,2,5,"protein_coding"
"FAM110D",4884,1,2,"protein_coding"
"C1orf232",4862,2,6,"protein_coding"
"ZNF593OS",2311,1,4,"protein_coding"
"ZNF593",965,1,3,"protein_coding"
"CNKSR1",12387,1,23,"protein_coding"
"CATSPER4",12365,2,11,"protein_coding"
"LOC128966735",1349,1,3,"protein_coding"
"ZPLD2P",4520,1,4,"lncRNA"
"CEP85",44682,6,22,"protein_coding"
"LOC124904684",93,NA,NA,"pseudogene"
"MRPS6P1",363,NA,NA,"pseudogene"
"SH3BGRL3",1436,1,3,"protein_coding"
"UBXN11",36041,2,18,"protein_coding"
"CD52",2566,1,2,"protein_coding"
"CRYBG2",38576,6,28,"protein_coding"
"RPL34P4",401,NA,NA,"pseudogene"
"ZNF683",12902,6,15,"protein_coding"
"LIN28A",18895,2,6,"protein_coding"
"DHDDS",38989,7,20,"protein_coding"
"RPL17P9",611,NA,NA,"pseudogene"
"DHDDS-AS1",4779,1,4,"lncRNA"
"HMGN2",4203,1,6,"protein_coding"
"DPPA2P2",1147,NA,NA,"pseudogene"
"RPS6KA1",45266,5,26,"protein_coding"
"MIR1976",51,2,2,"miRNA"
"RN7SL679P",301,NA,NA,"pseudogene"
"LOC124904769",63,1,1,"snRNA"
"LOC124904813",103,1,1,"snoRNA"
"LOC105376888",1630,1,3,"lncRNA"
"LOC101928728",2221,1,1,"lncRNA"
"LOC124900417",4343,1,2,"protein_coding"
"ARID1A",86099,1,21,"protein_coding"
"PIGV",13605,4,13,"protein_coding"
"RN7SL165P",290,NA,NA,"pseudogene"
"ZDHHC18",30924,1,8,"protein_coding"
"SFN",1303,1,1,"protein_coding"
"GPN2",14150,1,5,"protein_coding"
"GPATCH3",9979,2,9,"protein_coding"
"NUDC",46703,5,15,"protein_coding"
"NR0B2",2491,2,3,"protein_coding"
"KDF1",11087,3,6,"protein_coding"
"RPL12P13",943,NA,NA,"pseudogene"
"RPL32P6",484,NA,NA,"pseudogene"
"OSTCP2",586,1,1,"protein_coding"
"TRNP1",7220,2,3,"protein_coding"
"TENT5B",7828,1,2,"protein_coding"
"LOC101928391",33830,4,11,"lncRNA"
"SLC9A1",57495,2,15,"protein_coding"
"LOC102723760",2892,1,3,"lncRNA"
"RPL18AP5",620,NA,NA,"pseudogene"
"CHCHD3P3",963,NA,NA,"pseudogene"
"NPM1P39",955,NA,NA,"pseudogene"
"SNRPEP7",286,NA,NA,"pseudogene"
"WDTC1-DT",4973,1,3,"lncRNA"
"WDTC1",74209,8,26,"protein_coding"
"TMEM222",14240,4,11,"protein_coding"
"ACTG1P20",2651,1,1,"transcribed_pseudogene"
"RNU6-48P",105,NA,NA,"pseudogene"
"SYTL1",11913,4,18,"protein_coding"
"MAP3K6",11777,3,34,"protein_coding"
"FCN3",5787,1,8,"protein_coding"
"CD164L2",4162,2,9,"protein_coding"
"GPR3",3192,1,2,"protein_coding"
"WASF2",85921,1,9,"protein_coding"
"LOC105376892",5485,1,2,"lncRNA"
"AHDC1",69982,15,26,"protein_coding"
"FGR",23120,3,15,"protein_coding"
"LOC729973",561,NA,NA,"pseudogene"
"LINC02574",2391,1,2,"lncRNA"
"IFI6",6101,1,7,"protein_coding"
"RNU6-949P",106,NA,NA,"pseudogene"
"CHMP1AP1",631,NA,NA,"pseudogene"
"FAM76A",37156,2,11,"protein_coding"
"RPEP3",902,NA,NA,"pseudogene"
"STX12",51225,1,9,"protein_coding"
"RNU6-1245P",105,NA,NA,"pseudogene"
"PPP1R8",20895,1,9,"protein_coding"
"SCARNA1",165,1,1,"ncRNA"
"THEMIS2",15511,1,11,"protein_coding"
"RPA2",23274,2,12,"protein_coding"
"SMPDL3B",24170,2,11,"protein_coding"
"XKR8",8117,2,7,"protein_coding"
"EYA3",118265,5,25,"protein_coding"
"RN7SL559P",296,NA,NA,"pseudogene"
"SPCS2P4",1407,NA,NA,"pseudogene"
"ARL8BP2",633,NA,NA,"pseudogene"
"RNU6-176P",104,NA,NA,"pseudogene"
"RNU7-29P",58,NA,NA,"pseudogene"
"PTAFR",46689,2,5,"protein_coding"
"DNAJC8",32756,1,10,"protein_coding"
"ATP5IF1",1976,1,5,"protein_coding"
"SESN2",22972,2,10,"protein_coding"
"MED18",6925,2,5,"protein_coding"
"PHACTR4",130747,2,18,"protein_coding"
"RNU6ATAC27P",118,NA,NA,"pseudogene"
"SNHG3",4949,1,4,"lncRNA"
"RCC1",32950,2,16,"protein_coding"
"SNORA73A",206,1,1,"snoRNA"
"SNORA73B",204,1,1,"snoRNA"
"LOC124904836",99,1,1,"snoRNA"
"PRDX3P2",880,NA,NA,"pseudogene"
"TRNAU1AP",25461,1,10,"protein_coding"
"SNHG12",4445,2,11,"lncRNA"
"SNORD99",79,1,1,"snoRNA"
"SNORA61",129,1,1,"snoRNA"
"SNORA44",131,1,1,"snoRNA"
"SNORA16A",133,1,1,"snoRNA"
"RAB42",4401,3,5,"protein_coding"
"TAF12",45881,3,10,"protein_coding"
"TAF12-DT",5544,2,4,"lncRNA"
"RNU11",134,1,1,"snRNA"
"GMEB1",51150,8,22,"protein_coding"
"LOC124904809",129,1,1,"ncRNA"
"YTHDF2",33156,2,7,"protein_coding"
"OPRD1",59067,1,3,"protein_coding"
"EPB41",233690,5,31,"protein_coding"
"LOC124903886",15413,1,3,"lncRNA"
"RPL27P4",400,NA,NA,"pseudogene"
"TMEM200B",4474,2,3,"protein_coding"
"SRSF4",34157,3,12,"protein_coding"
"MECR",63238,5,28,"protein_coding"
"LOC124903887",1033,1,2,"lncRNA"
"PTPRU",90275,1,34,"protein_coding"
"LINC01756",20501,1,3,"lncRNA"
"LOC107984933",82185,1,3,"lncRNA"
"LOC107984934",84715,2,7,"lncRNA"
"LINC01648",23689,1,7,"lncRNA"
"LOC105378617",36934,3,5,"lncRNA"
"LOC105378618",7751,2,4,"lncRNA"
"LOC107987405",1856,1,3,"lncRNA"
"LOC124903888",1733,1,2,"lncRNA"
"MATN1",12308,1,8,"protein_coding"
"MATN1-AS1",7974,1,4,"lncRNA"
"LAPTM5",25306,1,8,"protein_coding"
"MIR4420",76,2,2,"miRNA"
"LOC124905706",9082,1,2,"lncRNA"
"LOC105378621",7161,1,4,"lncRNA"
"LINC01778",9644,1,3,"lncRNA"
"RN7SKP91",237,NA,NA,"pseudogene"
"LOC400748",2082,1,2,"lncRNA"
"SDC3",40220,4,8,"protein_coding"
"RN7SL371P",265,NA,NA,"pseudogene"
"PUM1",134087,1,23,"protein_coding"
"SNORD103A",87,1,1,"snoRNA"
"SNORD103B",87,1,1,"snoRNA"
"SNORD103C",74,1,1,"snoRNA"
"LOC107985097",304,NA,NA,"pseudogene"
"SELENOWP1",1049,NA,NA,"pseudogene"
"RPL21P22",562,NA,NA,"pseudogene"
"LOC107984935",783,1,2,"lncRNA"
"NKAIN1",60203,1,7,"protein_coding"
"SNRNP40",37226,1,10,"protein_coding"
"ZCCHC17",67997,2,12,"protein_coding"
"FABP3",13472,2,6,"protein_coding"
"LOC105378623",6267,1,3,"lncRNA"
"SERINC2",29794,4,16,"protein_coding"
"LOC105378625",4758,1,4,"lncRNA"
"LOC105379772",11039,1,3,"lncRNA"
"EEF1A1P46",1382,NA,NA,"pseudogene"
"RNU6-40P",105,NA,NA,"pseudogene"
"LDC1P",8481,1,8,"transcribed_pseudogene"
"LINC01226",5804,1,3,"lncRNA"
"LOC124903917",15398,1,3,"lncRNA"
"LOC105378626",12698,5,23,"lncRNA"
"TINAGL1",11187,2,13,"protein_coding"
"HCRTR1",14822,4,16,"protein_coding"
"PEF1",15014,6,10,"protein_coding"
"PEF1-AS1",16031,2,10,"lncRNA"
"COL16A1",51738,9,82,"protein_coding"
"LOC101929444",1263,1,2,"lncRNA"
"ADGRB2",37233,8,44,"protein_coding"
"MIR4254",75,2,2,"miRNA"
"SPOCD1",25931,4,23,"protein_coding"
"PTP4A2",31920,2,9,"protein_coding"
"LOC128031832",65,1,1,"protein_coding"
"KHDRBS1",46985,3,14,"protein_coding"
"TMEM39B",30836,9,23,"protein_coding"
"MIR5585",58,3,3,"miRNA"
"KPNA6",68461,4,18,"protein_coding"
"TXLNA",18615,2,13,"protein_coding"
"CCDC28B",4792,4,10,"protein_coding"
"IQCC",3011,1,6,"protein_coding"
"DCDC2B",7104,1,9,"protein_coding"
"TMEM234",7877,4,21,"protein_coding"
"EIF3I",13764,3,13,"protein_coding"
"MTMR9LP",10050,1,7,"transcribed_pseudogene"
"FAM167B",1634,1,2,"protein_coding"
"LCK",34912,3,16,"protein_coding"
"HDAC1",41544,2,15,"protein_coding"
"MARCKSL1",2394,1,3,"protein_coding"
"LOC105378629",8725,3,6,"lncRNA"
"LOC124903933",7219,2,4,"lncRNA"
"FAM229A",1215,1,3,"protein_coding"
"TSSK3",1773,1,2,"protein_coding"
"BSDC1",29809,2,14,"protein_coding"
"GAPDHP20",1284,NA,NA,"pseudogene"
"LRRC37A12P",2061,NA,NA,"pseudogene"
"RN7SL122P",300,NA,NA,"pseudogene"
"ZBTB8B",31625,1,4,"protein_coding"
"ZBTB8A",67381,1,6,"protein_coding"
"ZBTB8OS",31116,6,20,"protein_coding"
"RBBP4",35015,2,14,"protein_coding"
"SYNC",23720,7,9,"protein_coding"
"KIAA1522",33111,3,9,"protein_coding"
"YARS1",42117,1,13,"protein_coding"
"S100PBP",45172,13,22,"protein_coding"
"FNDC5",10216,2,11,"protein_coding"
"LOC105378631",6756,2,4,"lncRNA"
"HPCA",8672,3,6,"protein_coding"
"TMEM54",6793,1,8,"protein_coding"
"LOC105378632",1548,1,3,"lncRNA"
"RNF19B",35771,2,13,"protein_coding"
"LOC107984936",601,1,1,"protein_coding"
"RPL18AP4",618,NA,NA,"pseudogene"
"LOC100419257",1317,NA,NA,"pseudogene"
"AK2",28947,2,12,"protein_coding"
"LOC124903969",2401,1,2,"lncRNA"
"LOC105378635",3218,1,3,"lncRNA"
"AZIN2",84299,9,28,"protein_coding"
"ZNF362",175195,5,16,"protein_coding"
"TRIM62",36641,2,6,"protein_coding"
"A3GALT2",14318,1,5,"protein_coding"
"PHC2",107463,3,22,"protein_coding"
"MIR3605",99,3,3,"miRNA"
"RN7SKP16",298,NA,NA,"pseudogene"
"PHC2-AS1",12890,1,3,"lncRNA"
"TLR12P",2726,NA,NA,"pseudogene"
"ZSCAN20",29046,4,13,"protein_coding"
"LOC100422287",893,NA,NA,"pseudogene"
"CSMD2",651962,9,85,"protein_coding"
"LOC124903976",14324,1,3,"lncRNA"
"HSPD1P14",1616,NA,NA,"pseudogene"
"HMGB4",4315,2,5,"protein_coding"
"CSMD2-AS1",16514,1,8,"lncRNA"
"RNA5SP42",114,NA,NA,"pseudogene"
"C1orf94",52107,2,8,"protein_coding"
"LOC100420336",505,NA,NA,"pseudogene"
"LOC105378639",16100,1,4,"lncRNA"
"LOC105378641",228785,2,11,"lncRNA"
"MIR552",95,3,3,"miRNA"
"LOC105378642",14239,3,11,"lncRNA"
"GJB5",3465,1,3,"protein_coding"
"GJB4",2587,2,3,"protein_coding"
"GJB3",5150,2,3,"protein_coding"
"GJA4",2746,2,4,"protein_coding"
"SMIM12",9457,6,10,"protein_coding"
"DLGAP3",64242,3,15,"protein_coding"
"GPR199P",3007,1,3,"lncRNA"
"TMEM35B",3968,1,3,"protein_coding"
"ZMYM6",45780,1,16,"protein_coding"
"RPL12P45",5797,NA,NA,"pseudogene"
"ZMYM1",56077,7,26,"protein_coding"
"EFCAB14P1",668,NA,NA,"pseudogene"
"LOC105378644",5370,1,3,"lncRNA"
"SFPQ",16765,2,18,"protein_coding"
"ZMYM4",153351,7,41,"protein_coding"
"RN7SL503P",302,NA,NA,"pseudogene"
"LOC124900419",151,1,1,"snoRNA"
"RPL5P4",1014,NA,NA,"pseudogene"
"ZMYM4-AS1",7256,1,2,"lncRNA"
"RNY5P1",82,NA,NA,"pseudogene"
"KIAA0319L",124181,14,31,"protein_coding"
"LOC100419802",1264,NA,NA,"pseudogene"
"NCDN",8984,1,9,"protein_coding"
"TFAP2E-AS1",8017,1,6,"lncRNA"
"TFAP2E",22244,2,8,"protein_coding"
"PSMB2",41993,2,8,"protein_coding"
"LOC124905707",3195,1,3,"lncRNA"
"LOC105378646",19916,3,8,"lncRNA"
"C1orf216",5007,2,3,"protein_coding"
"CLSPN",49745,2,26,"protein_coding"
"AGO4",50258,8,33,"protein_coding"
"AGO1",60772,2,21,"protein_coding"
"CFAP97P1",505,NA,NA,"pseudogene"
"AGO3",141941,7,27,"protein_coding"
"LOC105378647",11224,1,3,"lncRNA"
"LOC100128093",1014,NA,NA,"pseudogene"
"TEKT2",4181,3,13,"protein_coding"
"ADPRS",5044,1,6,"protein_coding"
"COL8A2",29983,1,5,"protein_coding"
"TRAPPC3",19481,2,8,"protein_coding"
"MAP7D1",24685,1,20,"protein_coding"
"THRAP3",97690,8,24,"protein_coding"
"UBE2V2P4",258,NA,NA,"pseudogene"
"SH3D21",23788,6,28,"protein_coding"
"EVA1B",2124,2,4,"protein_coding"
"STK40",46307,1,13,"protein_coding"
"LSM10",4463,1,2,"protein_coding"
"RNU4-27P",138,NA,NA,"pseudogene"
"OSCP1",32539,3,14,"protein_coding"
"SNORA63C",130,1,1,"snoRNA"
"LOC107984940",13701,1,3,"lncRNA"
"MRPS15",8689,1,8,"protein_coding"
"CSF3R",17270,3,24,"protein_coding"
"FTLP18",477,NA,NA,"pseudogene"
"LOC107984941",25920,1,3,"lncRNA"
"LOC105378648",8201,2,5,"lncRNA"
"GRIK3",239250,1,16,"protein_coding"
"MIR4255",71,2,2,"miRNA"
"RNU6-636P",106,NA,NA,"pseudogene"
"RNA5SP43",109,NA,NA,"pseudogene"
"RPS29P6",127,NA,NA,"pseudogene"
"LOC107984942",22293,1,5,"lncRNA"
"ZC3H12A-DT",19554,1,3,"lncRNA"
"ZC3H12A",9797,3,10,"protein_coding"
"MIR6732",59,3,3,"miRNA"
"MEAF6",24749,2,12,"protein_coding"
"MIR5581",59,3,3,"miRNA"
"LOC105378649",7751,1,3,"lncRNA"
"SNIP1",19863,1,5,"protein_coding"
"FTH1P1",895,NA,NA,"pseudogene"
"RPS27P9",339,NA,NA,"pseudogene"
"DNALI1",9917,1,6,"protein_coding"
"GNL2",29119,2,18,"protein_coding"
"RSPO1",23541,1,9,"protein_coding"
"C1orf109",10679,3,14,"protein_coding"
"CDCA8",17180,1,12,"protein_coding"
"EPHA10",51050,9,35,"protein_coding"
"LOC124904835",100,1,1,"snoRNA"
"LOC105378650",1587,1,3,"lncRNA"
"ACTN4P2",2901,NA,NA,"pseudogene"
"LOC100129497",884,NA,NA,"pseudogene"
"MANEAL",7285,2,6,"protein_coding"
"YRDC",5263,1,5,"protein_coding"
"C1orf122",1664,1,4,"protein_coding"
"MTF1",50015,4,16,"protein_coding"
"RPS2P13",835,NA,NA,"pseudogene"
"INPP5B",86369,13,48,"protein_coding"
"RNU6-584P",94,NA,NA,"pseudogene"
"LOC124904043",15504,1,4,"lncRNA"
"LOC105378651",13743,4,9,"lncRNA"
"SF3A3",33340,1,17,"protein_coding"
"RNU6-510P",72,NA,NA,"pseudogene"
"FHL3",8742,1,6,"protein_coding"
"UTP11",12087,1,8,"protein_coding"
"POU3F1",2964,1,1,"protein_coding"
"MIR3659HG",72414,2,6,"lncRNA"
"MIR3659",98,2,2,"miRNA"
"LINC02786",11670,2,7,"lncRNA"
"LOC105378654",77748,5,15,"lncRNA"
"LINC01343",5733,1,4,"lncRNA"
"LOC105378657",203342,1,4,"lncRNA"
"TUBB6P1",582,NA,NA,"pseudogene"
"RNU6-753P",106,NA,NA,"pseudogene"
"LINC01685",1288,1,3,"lncRNA"
"LOC105378658",14673,1,3,"lncRNA"
"LOC105378660",35749,1,3,"lncRNA"
"HSPA5P1",2359,NA,NA,"pseudogene"
"RRAGC",21585,1,8,"protein_coding"
"GJA9-MYCBP",19136,1,9,"lncRNA"
"MYCBP",10897,2,3,"protein_coding"
"LOC105378663",2826,1,2,"lncRNA"
"GJA9",7509,1,2,"protein_coding"
"RHBDL2",56008,2,9,"protein_coding"
"LOC105378662",5932,2,3,"lncRNA"
"RNU6-605P",107,NA,NA,"pseudogene"
"EIF1P2",977,NA,NA,"pseudogene"
"AKIRIN1",14786,1,5,"protein_coding"
"NDUFS5",8261,1,4,"protein_coding"
"LOC124904088",24065,7,12,"lncRNA"
"MACF1",403499,3,104,"protein_coding"
"RNU6-608P",103,NA,NA,"pseudogene"
"RNA5SP44",132,NA,NA,"pseudogene"
"HSPE1P8",1016,NA,NA,"pseudogene"
"LOC124904101",4831,1,2,"lncRNA"
"BMP8A",38695,2,15,"protein_coding"
"TRK-CTT12-1",72,NA,NA,"pseudogene"
"OXCT2P1",1803,1,1,"transcribed_pseudogene"
"PPIEL",37428,1,16,"transcribed_pseudogene"
"PABPC4",15974,1,17,"protein_coding"
"PABPC4-AS1",8133,1,4,"lncRNA"
"SNORA55",136,1,1,"snoRNA"
"HEYL",20155,3,8,"protein_coding"
"NT5C1A",21832,1,6,"protein_coding"
"HPCAL4",12814,1,5,"protein_coding"
"LOC100128091",818,NA,NA,"pseudogene"
"RNU7-121P",61,NA,NA,"pseudogene"
"PPIE",25031,4,17,"protein_coding"
"BMP8B",31693,6,14,"protein_coding"
"OXCT2",1825,1,1,"protein_coding"
"BMP8B-AS1",1455,1,2,"lncRNA"
"LOC101929536",1195,1,1,"lncRNA"
"LOC105378667",13808,1,4,"lncRNA"
"TRIT1",45405,3,19,"protein_coding"
"MYCL-AS1",15948,1,4,"lncRNA"
"MYCL",6489,2,5,"protein_coding"
"MFSD2A",14811,1,19,"protein_coding"
"RPS2P12",920,NA,NA,"pseudogene"
"LOC105378669",27362,3,6,"lncRNA"
"CAP1",32517,3,19,"protein_coding"
"PPT1",25822,2,10,"protein_coding"
"OAZ1P1",867,NA,NA,"pseudogene"
"LOC105378671",13675,1,3,"lncRNA"
"RLF",79539,3,11,"protein_coding"
"RNU6-1237P",106,NA,NA,"pseudogene"
"TMCO2",3749,1,2,"protein_coding"
"ZMPSTE24",35974,3,12,"protein_coding"
"COL9A2",17376,6,39,"protein_coding"
"RPL21P20",511,NA,NA,"pseudogene"
"SMAP2",78572,11,22,"protein_coding"
"ZFP69B",13651,2,9,"protein_coding"
"ZFP69",19033,1,9,"protein_coding"
"EXO5-DT",21520,1,3,"lncRNA"
"EXO5",7313,3,11,"protein_coding"
"ZNF684",16525,1,5,"protein_coding"
"LOC100328982",1725,NA,NA,"pseudogene"
"LOC105378673",5383,1,3,"lncRNA"
"GTF2F2P2",690,NA,NA,"pseudogene"
"RIMS3",55111,2,10,"protein_coding"
"LOC105378675",8717,1,4,"lncRNA"
"NFYC-AS1",3180,1,1,"lncRNA"
"NFYC",79915,20,40,"protein_coding"
"MIR30E",91,3,3,"miRNA"
"MIR30C1",88,3,3,"miRNA"
"KCNQ4",56682,3,16,"protein_coding"
"RN7SL326P",295,NA,NA,"pseudogene"
"LOC105378676",9391,1,3,"lncRNA"
"CITED4",1309,1,1,"protein_coding"
"LOC100128362",1658,NA,NA,"pseudogene"
"UBE2V1P8",476,NA,NA,"pseudogene"
"CTPS1",32860,10,29,"protein_coding"
"SLFNL1-AS1",29302,1,4,"lncRNA"
"SLFNL1",6641,2,14,"protein_coding"
"SCMH1",215182,10,35,"protein_coding"
"RPL23AP17",384,NA,NA,"pseudogene"
"LOC102723924",26833,1,5,"lncRNA"
"RPL36AP9",461,NA,NA,"pseudogene"
"FOXO6",22388,1,2,"protein_coding"
"FOXO6-AS1",641,1,2,"lncRNA"
"LOC128966737",3430,1,5,"protein_coding"
"LOC105378678",38533,2,8,"lncRNA"
"RNA5SP45",91,NA,NA,"pseudogene"
