"TranscriptID","CP","GeneID"
"NR_036462.2",0.249076,"CENPS"
"NM_001302.5",0.885862,"CORT"
"NM_004401.3",0.999985,"DFFA"
"NM_213566.2",0.999881,"DFFA"
"XM_054337019.1",1,"PEX14"
"XM_054337020.1",1,"PEX14"
"XM_054337017.1",1,"PEX14"
"XM_054337013.1",1,"PEX14"
"XM_054337014.1",1,"PEX14"
"XM_054337015.1",1,"PEX14"
"NM_001079843.3",1,"CASZ1"
"XM_054337251.1",1,"CASZ1"
"XM_054337254.1",1,"CASZ1"
"NM_017766.5",1,"CASZ1"
"XR_007069848.1",0.0385263,"LOC105376733"
"XR_007069849.1",0.128541,"LOC105376735"
"XM_054334556.1",1,"C1orf127"
"XM_054334558.1",1,"C1orf127"
"XM_054334559.1",1,"C1orf127"
"XM_054334557.1",1,"C1orf127"
"NM_001170754.2",1,"C1orf127"
"NM_001366227.2",1,"C1orf127"
"XR_008485970.1",1,"TARDBP"
"XR_008485974.1",1,"TARDBP"
"NM_006610.4",1,"MASP2"
"XR_008485877.1",1,"MASP2"
"XM_054333925.1",1,"MASP2"
"XM_054333926.1",0.998413,"MASP2"
"NM_139208.3",0.995835,"MASP2"
"NM_003132.3",0.999999,"SRM"
"NM_002685.4",1,"EXOSC10"
"XM_054337097.1",1,"EXOSC10"
"XM_054337098.1",1,"EXOSC10"
"NR_135061.1",0.0457076,"EXOSC10-AS1"
"NR_135063.1",0.044835,"EXOSC10-AS1"
"NM_001386501.1",1,"MTOR"
"XM_054335745.1",1,"MTOR"
"XM_054335746.1",1,"MTOR"
"XM_054335744.1",1,"MTOR"
"XR_008485983.1",1,"MTOR"
"NR_046600.1",0.0178656,"MTOR-AS1"
"XM_054335747.1",1,"MTOR"
"XR_007071322.1",0.0320089,"LOC124904848"
"NM_021146.4",0.999949,"ANGPTL7"
"XM_054333755.1",0.999841,"ANGPTL7"
"XM_054333754.1",0.999889,"ANGPTL7"
"NM_001330349.2",0.926497,"UBIAD1"
"XM_054336191.1",0.999412,"UBIAD1"
"NM_013319.3",0.999915,"UBIAD1"
"XR_007069850.1",0.0887319,"LOC105376737"
"XR_007069851.1",0.0105903,"LOC105376739"
"XR_007069853.1",0.0612514,"LOC105376740"
"XR_007069852.1",0.062892,"LOC105376740"
"NM_020780.2",1,"DISP3"
"XM_054337829.1",1,"DISP3"
"XM_054337822.1",1,"DISP3"
"XM_054337823.1",1,"DISP3"
"XM_054337825.1",1,"DISP3"
"XM_054337826.1",1,"DISP3"
"XM_054337827.1",1,"DISP3"
"XM_054337828.1",1,"DISP3"
"XM_054337830.1",1,"DISP3"
"XM_054337824.1",1,"DISP3"
"NR_104624.1",0.0199115,"LINC01647"
"NM_012168.6",1,"FBXO2"
"XR_008486213.1",0.997222,"FBXO44"
"XR_008486211.1",0.999974,"FBXO44"
"XM_054339667.1",0.999956,"FBXO44"
"XM_054339672.1",0.988011,"FBXO44"
"XM_054339664.1",0.999855,"FBXO44"
"NM_018438.6",0.999997,"FBXO6"
"XM_054335955.1",0.999998,"FBXO6"
"XM_054335954.1",0.999998,"FBXO6"
"XM_054335957.1",0.999996,"FBXO6"
"XM_054335956.1",0.999998,"FBXO6"
"XM_054333847.1",0.999553,"MAD2L2"
"NM_001127325.2",0.999528,"MAD2L2"
"NM_006341.4",0.999468,"MAD2L2"
"XM_054336441.1",0.941805,"DRAXIN"
"NM_198545.4",0.999424,"DRAXIN"
"XM_054337784.1",0.555257,"AGTRAP"
"XM_054336095.1",1,"C1orf167"
"XM_054336102.1",1,"C1orf167"
"XM_054336096.1",1,"C1orf167"
"XM_054336101.1",1,"C1orf167"
"XM_054336106.1",1,"C1orf167"
"XM_054336107.1",1,"C1orf167"
"NR_126000.1",0.0392591,"C1orf167-AS1"
"XM_054336702.1",1,"MTHFR"
"NM_001410750.1",1,"MTHFR"
"XM_054336707.1",1,"MTHFR"
"XM_054336706.1",1,"MTHFR"
"XM_054336701.1",1,"MTHFR"
"NR_046428.2",1,"CLCN6"
"NR_037806.1",0.0340471,"NPPA-AS1"
"NM_006172.4",0.930601,"NPPA"
"NM_002521.3",0.688513,"NPPB"
"NR_002754.2",0.00524985,"RNU5E-1"
"NM_138346.3",1,"KIAA2013"
"NM_001316320.2",1,"PLOD1"
"XM_054339952.1",1,"MFN2"
"XM_054339954.1",1,"MFN2"
"XM_054338078.1",0.999999,"MIIP"
"XM_054338077.1",1,"MIIP"
"XM_054338076.1",1,"MIIP"
"NR_106787.1",1.24718e-05,"MIR6729"
"NM_001243.5",1,"TNFRSF8"
"XM_054339683.1",1,"TNFRSF8"
"NR_107000.1",0.00309902,"MIR7846"
"XM_054338566.1",1,"TNFRSF1B"
"XM_054338568.1",1,"TNFRSF1B"
"NR_039775.2",0.00252236,"MIR4632"
"NM_015378.4",1,"VPS13D"
"NR_003025.1",0.0183565,"SNORA59A"
"XR_007069856.1",0.5,"LINC02766"
"XR_007069854.1",0.488218,"LINC02766"
"XM_054339626.1",0.99994,"DHRS3"
"XM_054339629.1",0.921944,"DHRS3"
"NM_001319225.2",0.999593,"DHRS3"
"XM_054339627.1",0.995838,"DHRS3"
"NM_001324370.2",0.999622,"DHRS3"
"XM_054339628.1",0.99962,"DHRS3"
"NR_106788.2",0.0208826,"MIR6730"
"NM_001013630.2",1,"AADACL4"
"XM_054336311.1",0.999835,"AADACL4"
"NR_111984.2",0.804209,"AADACL3"
"XR_007071479.1",0.0332998,"LOC124904811"
"NM_152290.4",0.721601,"CFAP107"
"NM_001080830.5",1,"PRAMEF12"
"NM_023013.4",1,"PRAMEF1"
"NM_001294139.1",0.991031,"PRAMEF1"
"NR_146629.1",0.0294393,"LINC01784"
"XM_054336677.1",1,"PRAMEF11"
"NM_001146344.3",1,"PRAMEF11"
"NM_001013631.3",0.999999,"HNRNPCL1"
"NM_023014.1",1,"PRAMEF2"
"XM_054338398.1",0.999286,"PRAMEF2"
"NM_001009611.4",1,"PRAMEF4"
"NM_001039361.4",1,"PRAMEF10"
"NM_001012277.5",1,"PRAMEF7"
"NM_001010889.2",1,"PRAMEF6"
"NM_001099850.2",1,"PRAMEF18"
"XM_054336568.1",0.999999,"PRAMEF13"
"XM_054336569.1",0.996991,"PRAMEF13"
"NM_001010890.3",1,"PRAMEF9"
"NM_001302551.2",0.999998,"HNRNPCL4"
"NM_001310134.3",1,"PRAMEF25"
"NR_111945.1",0.999987,"PRAMEF36P"
"NM_001136561.3",0.999999,"HNRNPCL2"
"NR_111947.1",0.999987,"PRAMEF34P"
"XM_047443644.1",1,"LOC128966578"
"NM_001013407.5",1,"PRAMEF5"
"NM_001012276.3",1,"PRAMEF8"
"XM_054336534.1",1,"PRAMEF8"
"NM_001291381.1",1,"PRAMEF33"
"NM_001098376.3",1,"PRAMEF15"
"NM_001024661.2",1,"PRAMEF14"
"NM_001099790.5",1,"PRAMEF19"
"NM_001099851.3",1,"PRAMEF17"
"NM_001099852.2",1,"PRAMEF20"
"XM_054338214.1",1,"PRAMEF20"
"NM_001010847.2",0.999998,"LRRC38"
"XR_007069861.1",0.124435,"LOC102724856"
"XR_007069860.1",0.0698657,"LOC102724856"
"XM_054334251.1",0.999265,"LRRC38"
"XR_007069862.1",0.0788898,"LOC107984918"
"NM_198389.2",0.999742,"PDPN"
"NM_006474.5",0.97925,"PDPN"
"XM_054333893.1",0.691656,"PDPN"
"XM_054333895.1",0.671364,"PDPN"
"XM_054333894.1",0.76821,"PDPN"
"XR_007069863.1",0.270604,"LOC105378612"
"XR_007069864.1",0.0406532,"LOC105376756"
"XR_007071470.1",0.0530691,"LOC124900446"
"NM_001393986.1",1,"PRDM2"
"XM_054338653.1",1,"PRDM2"
"XM_054338654.1",1,"PRDM2"
"NM_012231.5",1,"PRDM2"
"NM_015866.6",1,"PRDM2"
"XM_054338655.1",1,"PRDM2"
"NM_001393987.1",1,"PRDM2"
"XM_054338659.1",1,"PRDM2"
"XM_054338656.1",1,"PRDM2"
"XM_054338657.1",1,"PRDM2"
"XM_054335402.1",1,"KAZN"
"XM_054335404.1",1,"KAZN"
"XM_054335408.1",1,"KAZN"
"XM_054335412.1",1,"KAZN"
"XM_054335410.1",1,"KAZN"
"XM_054335411.1",1,"KAZN"
"XR_007069866.1",0.218087,"LOC107985467"
"XR_007069865.1",0.222985,"LOC107985467"
"XR_007069868.1",0.0760763,"LOC124905691"
"XR_007069867.1",0.275821,"LOC124903847"
"NR_149058.1",0.086714,"KAZN-AS1"
"NM_201628.3",1,"KAZN"
"NM_015209.3",1,"KAZN"
"XM_054335413.1",1,"KAZN"
"XR_007069872.1",0.0158846,"LOC105376759"
"XR_007069869.1",0.10676,"LOC124903848"
"XR_007069870.1",0.0254936,"LOC107985469"
"XR_007069871.1",1.31966e-05,"LOC124903849"
"XM_054335405.1",1,"KAZN"
"XM_054335403.1",1,"KAZN"
"XM_054335414.1",0.999997,"KAZN"
"NM_001370229.2",0.999999,"KAZN"
"XM_054335406.1",1,"KAZN"
"NM_001018001.3",0.999998,"KAZN"
"XM_054335407.1",1,"KAZN"
"NM_001017999.3",0.999996,"KAZN"
"XM_054335409.1",1,"KAZN"
"NR_027136.1",0.59463,"TMEM51-AS1"
"XM_054337312.1",0.999915,"TMEM51"
"NM_001136216.2",0.999931,"TMEM51"
"NR_135082.2",0.485025,"TMEM51"
"NR_167931.1",0.175908,"TMEM51-AS2"
"NR_167930.1",0.265125,"TMEM51-AS2"
"XM_054337311.1",0.999971,"TMEM51"
"XM_054334112.1",1,"FHAD1"
"XR_008485897.1",1,"FHAD1"
"XR_008485895.1",1,"FHAD1"
"XM_054334108.1",1,"FHAD1"
"XR_008485898.1",1,"FHAD1"
"XR_008485894.1",1,"FHAD1"
"XR_008485902.1",1,"FHAD1"
"XR_008485904.1",1,"FHAD1"
"XM_054334126.1",1,"FHAD1"
"XR_008485905.1",1,"FHAD1"
"XM_054334132.1",1,"FHAD1"
"XM_054334137.1",1,"FHAD1"
"XM_054334135.1",1,"FHAD1"
"XM_054334134.1",1,"FHAD1"
"NM_052929.2",1,"FHAD1"
"XM_054334128.1",1,"FHAD1"
"XM_054334130.1",1,"FHAD1"
"XM_054334131.1",1,"FHAD1"
"XM_054334133.1",1,"FHAD1"
"NR_148919.1",0.193376,"FHAD1-AS1"
"XR_007069877.1",0.40002,"LOC124903851"
"NR_183705.1",0.59498,"EFHD2-AS1"
"NR_183706.1",0.102835,"EFHD2-AS1"
"NR_183708.1",0.076354,"EFHD2-AS1"
"NM_024329.6",0.999959,"EFHD2"
"XM_054338692.1",0.985304,"EFHD2"
"NM_007272.3",0.999514,"CTRC"
"NM_033440.3",0.999106,"CELA2A"
"XR_007069878.1",0.0203818,"LOC105376767"
"NM_015849.3",0.999963,"CELA2B"
"XM_054339124.1",0.999992,"CASP9"
"XM_054339125.1",0.999572,"CASP9"
"NM_032996.3",0.999978,"CASP9"
"NR_102733.2",0.999379,"CASP9"
"XM_054339126.1",1,"CASP9"
"XR_008486177.1",0.999333,"CASP9"
"NR_109898.2",1,"DNAJC16"
"NR_135613.1",0.00579925,"SCARNA21B"
"NM_024758.5",0.999998,"AGMAT"
"NM_032341.5",1,"DDI2"
"NM_006511.3",1,"RSC1A1"
"XM_054335373.1",1,"PLEKHM2"
"XR_008485964.1",1,"PLEKHM2"
"XM_054335374.1",1,"PLEKHM2"
"NM_015164.4",1,"PLEKHM2"
"XM_054335375.1",1,"PLEKHM2"
"XM_054336150.1",0.999697,"SLC25A34"
"NM_207348.3",0.999822,"SLC25A34"
"XM_054336152.1",0.999283,"SLC25A34"
"NR_149050.1",0.0177284,"SLC25A34-AS1"
"NM_001013641.3",0.999996,"TMEM82"
"XM_054337177.1",1,"FBLIM1"
"XM_054337200.1",0.999991,"FBLIM1"
"XM_054337168.1",1,"FBLIM1"
"XM_054337170.1",1,"FBLIM1"
"XM_054337178.1",1,"FBLIM1"
"XM_054337181.1",1,"FBLIM1"
"XM_054337171.1",1,"FBLIM1"
"XM_054337182.1",1,"FBLIM1"
"XM_054337192.1",0.999973,"FBLIM1"
"XM_054337180.1",1,"FBLIM1"
"XM_054337186.1",0.999999,"FBLIM1"
"XM_054337183.1",1,"FBLIM1"
"XM_054337201.1",0.999995,"FBLIM1"
"XM_054337166.1",1,"FBLIM1"
"NM_001024215.1",1,"FBLIM1"
"NM_001089591.2",0.64171,"UQCRHL"
"NR_024279.1",0.406912,"SPEN-AS1"
"NM_015001.3",1,"SPEN"
"XR_007071483.1",0.00831883,"LOC124904815"
"NM_001324137.2",1,"ZBTB17"
"XM_054338632.1",1,"ZBTB17"
"XR_007069879.1",0.194682,"LOC124903855"
"NM_178840.4",0.614426,"SRARP"
"NM_001349682.2",0.999422,"HSPB7"
"NM_001349685.2",0.984556,"HSPB7"
"NM_004070.4",1,"CLCNKA"
"NM_000085.5",1,"CLCNKB"
"NM_001165945.2",1,"CLCNKB"
"NM_182623.3",0.999979,"FAM131C"
"NM_001329090.2",1,"EPHA2"
"XM_054334860.1",1,"EPHA2"
"XM_054334859.1",1,"EPHA2"
"XM_054334858.1",1,"EPHA2"
"XM_054334861.1",1,"EPHA2"
"XR_007069880.1",0.206176,"EPHA2-AS1"
"NM_153213.5",1,"ARHGEF19"
"XR_008485929.1",1,"ARHGEF19"
"XR_007069881.1",0.966046,"ANO7L1"
"XR_007069886.1",0.678752,"ANO7L1"
"XR_007069890.1",0.160923,"ANO7L1"
"XR_007069887.1",0.266407,"ANO7L1"
"XR_007069888.1",0.275361,"ANO7L1"
"NM_030907.4",0.999881,"CPLANE2"
"NM_018994.3",1,"FBXO42"
"XM_054337110.1",0.999998,"FBXO42"
"NR_073501.2",0.0596756,"SZRD1"
"NR_148413.2",0.999998,"SPATA21"
"XM_054336442.1",1,"SPATA21"
"NM_001353349.1",1,"SPATA21"
"XM_054336445.1",1,"SPATA21"
"XR_008486037.1",1,"SPATA21"
"XM_054336443.1",1,"SPATA21"
"XM_054336444.1",1,"SPATA21"
"XR_008486038.1",1,"SPATA21"
"NM_018090.5",0.997168,"NECAP2"
"XM_054337566.1",0.997693,"NECAP2"
"XM_054337565.1",0.994756,"NECAP2"
"NR_147210.1",0.0340154,"LINC01772"
"NR_147211.1",0.0380234,"LINC01772"
"NR_023386.1",0.999423,"CROCCP3"
"NR_004430.2",0.00899876,"RNU1-1"
"NR_135764.1",0.0134691,"LINC01783"
"XM_047443649.1",0.822107,"LOC124903856"
"XR_007069898.1",0.324156,"LOC124905696"
"NM_001405693.2",1,"NBPF1"
"NM_017940.8",1,"NBPF1"
"XM_047443652.1",0.479308,"LOC124900386"
"XM_047443653.1",0.280173,"LOC124900386"
"XR_007069892.1",0.271733,"LOC124900386"
"XR_007069893.1",0.210088,"LOC124900386"
"XR_007069891.1",0.227145,"LOC124900386"
"XR_008486226.1",0.0380762,"LOC128966643"
"XM_047443650.1",0.910388,"LOC124905693"
"XR_007069895.1",0.0327939,"LOC124905694"
"NM_001406552.1",1,"LOC124905564"
"XR_007069672.1",0.999973,"LOC124900584"
"XR_007069896.1",0.0149933,"LOC124905569"
"NR_027504.1",0.824738,"MST1P2"
"XR_007069897.1",0.0339927,"LOC124905695"
"XR_007071391.1",0.0139828,"LOC124905573"
"XM_047443647.1",0.663497,"LOC124905556"
"XR_007069899.1",0.0435753,"LOC124905697"
"XR_008486227.1",0.999996,"LOC128966628"
"XR_007069900.1",0.0585019,"LOC124905698"
"NR_004408.1",0.0139828,"RNU1-3"
"XM_047443654.1",0.90772,"LOC124903857"
"NR_026567.1",1,"ESPNP"
"NR_135765.1",0.305557,"LOC440570"
"NR_004421.1",0.0139828,"RNU1-4"
"NR_135824.1",0.999425,"LOC102724562"
"XR_007069905.1",0.0281556,"LOC124905701"
"XM_047443655.1",0.90772,"LOC124905699"
"XR_007069904.1",0.0329439,"LOC124905700"
"XR_007071393.1",0.0139828,"LOC124905809"
"NR_171546.1",0.989687,"MST1L"
"XR_007069903.1",0.0982043,"LOC124905560"
"XR_007069902.1",0.0428024,"LOC124905560"
"NR_026752.1",0.882204,"CROCCP2"
"XM_054340023.1",1,"LOC128966598"
"XM_054340025.1",1,"LOC128966598"
"XM_054340024.1",1,"LOC128966598"
"NR_037446.1",0.0782449,"MIR3675"
"NR_160658.1",0.00964976,"LOC112267871"
"NR_135059.1",0.0269399,"LOC105376805"
"NR_135057.1",0.026841,"LOC105376805"
"NR_004427.1",0.0139828,"RNU1-2"
"XM_054339762.1",1,"CROCC"
"XM_054339756.1",1,"CROCC"
"XM_054339757.1",1,"CROCC"
"XR_008486217.1",1,"CROCC"
"NM_014675.5",1,"CROCC"
"XM_054339761.1",1,"CROCC"
"XM_054339764.1",1,"CROCC"
"XM_054339763.1",1,"CROCC"
"XM_054339765.1",1,"CROCC"
"NM_001135247.2",0.988581,"MFAP2"
"XM_054336665.1",0.990409,"MFAP2"
"NM_001135248.2",0.984118,"MFAP2"
"XR_007069906.1",0.494711,"LOC105376806"
"XM_054335638.1",1,"ATP13A2"
"NM_003000.3",0.999556,"SDHB"
"NM_001407361.1",0.997322,"SDHB"
"NM_007365.3",1,"PADI2"
"XM_054334006.1",0.999997,"PADI2"
"XM_054334005.1",1,"PADI2"
"XR_007069907.1",0.0176663,"LOC124903861"
"XR_007069908.1",0.0166842,"LOC105376808"
"NR_148993.1",0.600995,"LINC02783"
"NM_013358.3",1,"PADI1"
"XM_054336196.1",1,"PADI1"
"XR_008486014.1",1,"PADI1"
"XM_054336195.1",1,"PADI1"
"XM_054336194.1",1,"PADI1"
"XM_054336197.1",1,"PADI1"
"XM_054336193.1",1,"PADI1"
"XM_054336192.1",1,"PADI1"
"NM_016233.2",1,"PADI3"
"XM_054336992.1",1,"PADI3"
"XM_054336990.1",1,"PADI3"
"XM_054336991.1",1,"PADI3"
"NR_039768.1",0.0162437,"MIR3972"
"NM_012387.3",1,"PADI4"
"XM_054335717.1",1,"PADI4"
"XM_054335716.1",1,"PADI4"
"XM_054335715.1",1,"PADI4"
"XM_054335714.1",1,"PADI4"
"XM_054335718.1",1,"PADI4"
"NM_207421.4",1,"PADI6"
"NM_018715.4",1,"RCC2"
"NM_001136204.3",1,"RCC2"
"NR_170323.1",0.00771606,"RCC2-AS1"
"XR_007071314.1",0.00690727,"LOC124904837"
"XM_054337380.1",1,"ARHGEF10L"
"XM_054337377.1",1,"ARHGEF10L"
"XM_054337394.1",1,"ARHGEF10L"
"XM_054337383.1",1,"ARHGEF10L"
"XM_054337376.1",1,"ARHGEF10L"
"NR_137287.2",1,"ARHGEF10L"
"XM_054337375.1",1,"ARHGEF10L"
"XM_054337382.1",1,"ARHGEF10L"
"XM_054337393.1",1,"ARHGEF10L"
"XM_054337381.1",1,"ARHGEF10L"
"XM_054337378.1",1,"ARHGEF10L"
"XM_054337379.1",1,"ARHGEF10L"
"XM_054337388.1",1,"ARHGEF10L"
"XR_008486087.1",1,"ARHGEF10L"
"XM_054337400.1",1,"ARHGEF10L"
"XM_054337402.1",1,"ARHGEF10L"
"XR_008486088.1",1,"ARHGEF10L"
"XM_054337399.1",1,"ARHGEF10L"
"NM_001328124.1",1,"ARHGEF10L"
"XR_007069911.1",0.0961702,"LINC02810"
"XR_007069912.1",0.213122,"LINC02810"
"XR_007069910.1",0.288931,"LINC02810"
"NM_030812.3",1,"ACTL8"
"XM_054338898.1",1,"ACTL8"
"XR_007069913.1",0.0116369,"LOC105376809"
"XR_007069915.1",0.0166441,"LOC105376809"
"XR_007069914.1",0.00975639,"LOC105376809"
"XR_007069916.1",0.142599,"LOC105376812"
"NR_125946.1",0.0806912,"LINC01654"
"NM_032880.5",1,"IGSF21"
"XR_007069919.1",0.0189292,"IGSF21-AS1"
"XR_007069920.1",0.0640199,"IGSF21-AS1"
"XR_007069918.1",0.785852,"IGSF21-AS1"
"XR_007069921.1",0.0131667,"IGSF21-AS1"
"XM_054339278.1",1,"IGSF21"
"XM_054339279.1",1,"IGSF21"
"NM_152375.3",1,"KLHDC7A"
"NM_001135254.2",1,"PAX7"
"NM_002584.3",1,"PAX7"
"NM_152232.6",1,"TAS1R2"
"NM_001319218.2",1,"ALDH4A1"
"NM_001161504.2",1,"ALDH4A1"
"NR_039844.2",0.0108193,"MIR4695"
"NR_031622.1",0.0097475,"MIR1290"
"XM_054334282.1",1,"IFFO2"
"XR_007069924.1",0.140425,"LOC105376815"
"XR_007069923.1",0.0175032,"LOC105376815"
"XR_007069922.1",0.0321563,"LOC105376815"
"XM_054335600.1",1,"UBR4"
"NR_135114.1",0.0321228,"EMC1-AS1"
"NR_135115.1",0.0341225,"EMC1-AS1"
"NM_001271429.2",1,"EMC1"
"NM_016183.4",0.999646,"MRTO4"
"XM_054336907.1",0.996526,"MRTO4"
"NR_040289.2",0.888232,"AKR7L"
"XM_054335237.1",1,"AKR7A3"
"NM_012067.3",1,"AKR7A3"
"XM_054335238.1",0.988362,"AKR7A3"
"XR_007069925.1",0.078178,"LOC124903867"
"NR_037847.1",0.228481,"LOC100506730"
"NM_001320979.1",0.999993,"AKR7A2"
"NM_003689.4",1,"AKR7A2"
"XM_054339348.1",0.997297,"AKR7A2"
"NR_109848.2",0.999911,"SLC66A1"
"XR_008486077.1",0.999956,"SLC66A1"
"XM_054337247.1",0.995786,"SLC66A1"
"NM_004930.5",0.999989,"CAPZB"
"NM_001282162.2",0.999995,"CAPZB"
"XM_054338954.1",0.999997,"CAPZB"
"XM_054338955.1",0.999916,"CAPZB"
"XM_054338956.1",0.999983,"CAPZB"
"XM_054338957.1",0.920991,"CAPZB"
"XM_047443657.1",0.987504,"LOC124905703"
"NM_001313932.2",0.87806,"CAPZB"
"XM_054338958.1",0.975283,"CAPZB"
"XM_054338959.1",0.972347,"CAPZB"
"XR_007069930.1",0.00258685,"LOC124903868"
"XR_007069933.1",0.00922485,"LOC124903869"
"XR_007069926.1",0.101281,"LOC105376819"
"XR_007069928.1",0.0230504,"LOC105376819"
"XR_007069927.1",0.0305037,"LOC105376819"
"XR_007069932.1",0.00292471,"LOC105376818"
"XR_007069931.1",0.0146154,"LOC105376817"
"XR_007071484.1",0.013747,"LOC124904816"
"NR_135054.1",0.00361072,"MICOS10-DT"
"NM_001204088.2",0.996088,"MICOS10-NBL1"
"NR_033757.3",0.0299029,"MICOS10"
"NR_077246.1",0.990266,"RPS14P3"
"NM_182744.4",0.9988,"NBL1"
"NM_001278165.2",0.991995,"NBL1"
"NM_001204084.3",0.989074,"NBL1"
"NM_005380.8",0.991332,"NBL1"
"NM_001204085.2",0.989489,"NBL1"
"NM_001204086.3",0.999357,"NBL1"
"NM_001278166.2",0.993432,"NBL1"
"NM_000871.3",1,"HTR6"
"XM_054335778.1",1,"TMCO4"
"XM_054335770.1",1,"TMCO4"
"NM_001349112.3",1,"TMCO4"
"XM_054335772.1",1,"TMCO4"
"XM_054335776.1",1,"TMCO4"
"XM_054335779.1",1,"TMCO4"
"NM_001349115.1",0.999998,"TMCO4"
"NM_019062.2",0.999267,"RNF186"
"XR_007069935.1",0.0296155,"LOC105376823"
"XR_007069934.1",0.0204972,"LOC105376823"
"NM_015207.2",0.999979,"OTUD3"
"XM_054335400.1",0.999564,"OTUD3"
"XM_054335399.1",0.999811,"OTUD3"
"XM_054335401.1",0.986277,"OTUD3"
"NM_014589.3",0.806789,"PLA2G2E"
"XM_054337079.1",0.544334,"PLA2G2A"
"NM_001161729.1",0.554602,"PLA2G2A"
"NM_001161728.2",0.569718,"PLA2G2A"
"NM_001395463.1",0.554602,"PLA2G2A"
"XM_054337089.1",0.345508,"PLA2G5"
"XM_054337084.1",0.752367,"PLA2G5"
"XM_054337086.1",0.246852,"PLA2G5"
"NM_000929.3",0.296266,"PLA2G5"
"NM_001271814.2",0.0763247,"PLA2G2D"
"XM_054338215.1",0.994569,"PLA2G2F"
"NM_022819.4",0.976766,"PLA2G2F"
"XM_054338216.1",0.989009,"PLA2G2F"
"NR_168501.1",0.698423,"LOC117779438"
"NM_001316722.3",0.841926,"PLA2G2C"
"XM_054336535.1",0.277332,"PLA2G2C"
"XM_054334395.1",0.99817,"UBXN10"
"NR_110078.2",0.0204618,"PLA2G2C"
"NM_152376.5",0.99817,"UBXN10"
"XM_054334396.1",0.998617,"UBXN10"
"XR_007069936.1",0.0934951,"LOC105376825"
"XR_007069937.1",0.0280867,"LOC105376826"
"NR_147205.1",0.0956486,"LINC01757"
"XR_007069938.1",0.0318894,"LOC105376828"
"NM_001039500.3",1,"VWA5B1"
"XM_054334390.1",1,"VWA5B1"
"XM_054334384.1",1,"VWA5B1"
"XM_054334383.1",1,"VWA5B1"
"XM_054334388.1",1,"VWA5B1"
"XM_054334394.1",1,"VWA5B1"
"XM_054334389.1",1,"VWA5B1"
"XM_054334391.1",1,"VWA5B1"
"XM_054334392.1",1,"VWA5B1"
"NR_033887.1",0.135308,"LINC01141"
"NM_018584.6",0.108303,"CAMK2N1"
"XM_054338734.1",0.999978,"MUL1"
"NM_024544.3",0.999995,"MUL1"
"NM_207334.3",0.999874,"FAM43B"
"NM_001785.3",0.959384,"CDA"
"NM_032409.3",1,"PINK1"
"NR_106732.1",4.85847e-07,"MIR6084"
"NR_046507.1",0.513516,"PINK1-AS"
"NM_005216.5",1,"DDOST"
"XM_054337847.1",1,"KIF17"
"XM_054337841.1",1,"KIF17"
"XR_008486120.1",1,"KIF17"
"XM_054337839.1",1,"KIF17"
"XM_054337852.1",1,"KIF17"
"XM_054337851.1",1,"KIF17"
"XM_054337853.1",1,"KIF17"
"NM_001103160.2",0.999925,"SH2D5"
"XM_054336571.1",0.999997,"SH2D5"
"XM_054336570.1",0.999999,"SH2D5"
"NR_164851.1",0.99932,"HP1BP3"
"NM_001399821.1",1,"HP1BP3"
"NM_001376794.1",1,"HP1BP3"
"NM_001376790.1",1,"HP1BP3"
"NM_016287.5",1,"HP1BP3"
"NM_001376797.1",0.999808,"HP1BP3"
"NM_001376796.1",0.9998,"HP1BP3"
"XM_054339387.1",1,"EIF4G3"
"XM_054339361.1",1,"EIF4G3"
"XM_054339376.1",1,"EIF4G3"
"XM_054339369.1",1,"EIF4G3"
"XM_054339381.1",1,"EIF4G3"
"XM_054339365.1",1,"EIF4G3"
"XM_054339368.1",1,"EIF4G3"
"NM_003760.4",1,"EIF4G3"
"XM_054339352.1",1,"EIF4G3"
"NM_001391899.1",1,"EIF4G3"
"XR_007069942.1",0.0765088,"LOC105376830"
"XR_007069941.1",0.0158129,"LOC105376830"
"XR_007069944.1",0.177493,"LOC105376829"
"XR_007069943.1",0.179099,"LOC105376829"
"NM_001391895.1",1,"EIF4G3"
"NM_001198803.2",1,"EIF4G3"
"NR_031657.1",0.00854673,"MIR1256"
"NM_001113348.2",1,"ECE1"
"XM_054334816.1",1,"ECE1"
"XM_054334813.1",1,"ECE1"
"XM_054334814.1",1,"ECE1"
"XM_054334815.1",1,"ECE1"
"NM_001397.3",1,"ECE1"
"NM_001113349.2",1,"ECE1"
"NM_001113347.2",1,"ECE1"
"XR_007069945.1",0.0661426,"LOC124903872"
"NR_038404.1",0.0681078,"ECE1-AS1"
"XR_007069947.1",0.0506334,"LOC105376832"
"XR_007069946.1",0.0385545,"LOC105376832"
"XM_054339127.1",1,"NBPF3"
"XM_054339128.1",1,"NBPF3"
"NR_046176.4",1,"NBPF3"
"XM_054339131.1",1,"NBPF3"
"NM_001369805.2",1,"ALPL"
"NM_000478.6",1,"ALPL"
"NM_001369803.2",1,"ALPL"
"XM_054335748.1",1,"ALPL"
"XR_007069948.1",0.0929754,"LINC02596"
"NR_170911.1",1,"RAP1GAP"
"NR_170926.1",1,"RAP1GAP"
"XM_054339118.1",1,"USP48"
"XM_054339117.1",1,"USP48"
"XM_054339122.1",1,"USP48"
"XM_054339123.1",1,"USP48"
"XM_054339121.1",1,"USP48"
"NM_001032730.3",1,"USP48"
