"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length"
"PADI4",55698,6,22,"protein_coding","118"
"PADI6",29501,1,16,"protein_coding","125"
"RCC2",32998,2,14,"protein_coding","132"
"RCC2-AS1",621,1,2,"antisense_RNA","155"
"LOC124904837",100,1,1,"snoRNA","101"
"ARHGEF10L",185721,19,51,"protein_coding","123"
"LINC02810",4790,3,9,"lncRNA","271.5"
"ACTL8",71781,2,4,"protein_coding","372"
"LOC105376809",10007,3,6,"lncRNA","204"
"LOC105376812",13043,1,3,"lncRNA","351"
"LINC01654",8757,1,3,"lncRNA","191"
"IGSF21",270626,3,12,"protein_coding","120.5"
"IGSF21-AS1",15983,4,11,"lncRNA","98"
"KLHDC7A",5044,1,1,"protein_coding","5045"
"DYNLL1P3",387,NA,NA,"pseudogene",NA
"PAX7",118022,2,11,"protein_coding","203"
"TAS1R2",20057,1,6,"protein_coding","255.5"
"ALDH4A1",31149,2,18,"protein_coding","119"
"MIR4695",73,3,3,"miRNA","74"
"MIR1290",77,2,2,"miRNA","78"
"IFFO2",52482,1,9,"protein_coding",NA
"LOC105376815",83280,3,6,"lncRNA","285"
"LOC124905702",2267,NA,NA,"pseudogene",NA
"UBR4",135716,1,113,"protein_coding",NA
"EMC1-AS1",30336,2,3,"lncRNA","245.5"
"EMC1",35876,1,26,"protein_coding","128"
"MRTO4",8321,2,9,"protein_coding","79.5"
"AKR7L",8144,1,7,"misc_RNA","188"
"AKR7A3",14543,3,9,"protein_coding","130"
"LOC124903867",17387,1,3,"lncRNA","384"
"LOC100506730",2489,1,1,"lncRNA","2490"
"AKR7A2",9439,3,9,"protein_coding","130"
"RNU6-1099P",104,NA,NA,"pseudogene",NA
"SLC66A1",22155,3,20,"protein_coding","152"
"CAPZB",146682,9,19,"protein_coding","114"
"LOC124905703",3996,1,1,"protein_coding","3997"
"LOC124903868",7716,1,4,"lncRNA","118.5"
"RN7SL277P",215,NA,NA,"pseudogene",NA
"LOC124903869",6636,1,3,"lncRNA","125"
"LOC105376819",47250,3,9,"lncRNA","143"
"LOC105376818",2593,1,3,"lncRNA","43"
"RNU4-28P",140,NA,NA,"pseudogene",NA
"LOC105376817",17309,1,4,"lncRNA","56"
"LOC124904816",104,1,1,"snoRNA","105"
"MICOS10-DT",5030,1,2,"lncRNA","103.5"
"MICOS10-NBL1",61407,1,5,"protein_coding","185"
"MICOS10",32779,1,5,"protein_coding","131"
"RPS14P3",837,1,1,"transcribed_pseudogene","838"
"NBL1",15224,7,8,"protein_coding","189"
"HTR6",16090,1,3,"protein_coding","1593"
"TMCO4",118140,7,25,"protein_coding","133"
"RNF186",1254,1,1,"protein_coding","1255"
"LOC105376823",28970,2,4,"lncRNA","133"
"OTUD3",30548,4,12,"protein_coding","140.5"
"PLA2G2E",3608,1,4,"protein_coding","123"
"PLA2G2A",4997,4,12,"protein_coding","145"
"PLA2G5",63514,4,15,"protein_coding","145"
"LOC100419911",514,NA,NA,"pseudogene",NA
"PLA2G2D",7597,1,4,"protein_coding","145"
"PLA2G2F",11067,3,8,"protein_coding","145"
"LOC117779438",6350,1,3,"lncRNA","6351"
"PLA2G2C",23462,3,11,"protein_coding","149"
"UBXN10",12968,3,4,"protein_coding","2781"
"LOC105376825",5519,1,3,"lncRNA","1163"
"LOC105376826",2638,1,3,"lncRNA","573"
"LINC01757",1560,1,2,"lncRNA","240"
"LOC105376828",2891,1,5,"lncRNA","505"
"VWA5B1",68649,9,37,"protein_coding","159"
"LINC01141",69444,1,12,"lncRNA","125.5"
"CAMK2N1",3819,1,2,"protein_coding","1163"
"MUL1",8710,2,5,"protein_coding","184"
"RPS4XP4",862,NA,NA,"pseudogene",NA
"FAM43B",2447,1,1,"protein_coding","2448"
"CDA",29874,1,4,"protein_coding","149"
"PINK1",18057,1,8,"protein_coding","210"
"MIR6084",109,2,2,"miRNA","110"
"PINK1-AS",9536,1,3,"antisense_RNA","462"
"DDOST",9577,1,11,"protein_coding","111"
"KIF17",57148,7,28,"protein_coding",NA
"SH2D5",12967,3,15,"protein_coding","160"
"HP1BP3",47036,7,24,"protein_coding","144"
"EIF4G3",370724,12,51,"protein_coding","123"
"RNU7-200P",61,NA,NA,"pseudogene",NA
"LOC105376830",15555,2,7,"lncRNA","65"
"LOC105376829",13364,2,5,"lncRNA","66"
"MIR1256",118,2,2,"miRNA","119"
"RPS15AP6",453,NA,NA,"pseudogene",NA
"HSPE1P27",606,NA,NA,"pseudogene",NA
"ECE1",128243,8,26,"protein_coding","115"
"LOC124903872",5143,1,3,"lncRNA","404"
"ECE1-AS1",6579,1,3,"lncRNA","454"
"PPP1R11P1",762,NA,NA,"pseudogene",NA
"PDE4DIPP10",534,NA,NA,"pseudogene",NA
"LOC105376832",3876,2,4,"lncRNA","147"
"HS6ST1P1",2218,NA,NA,"pseudogene",NA
"CROCCP5",2505,NA,NA,"pseudogene",NA
"NBPF3",47802,4,27,"protein_coding","168.5"
"ALPL",69407,4,17,"protein_coding","144"
"LINC02596",5498,1,2,"lncRNA","802"
"RAP1GAP",73181,2,47,"protein_coding","102"
"USP48",104837,6,35,"protein_coding","129"
"LOC124904736",55,NA,NA,"pseudogene",NA
"LDLRAD2",12826,1,5,"protein_coding","272"
"HSPG2",115071,2,104,"protein_coding","139"
"RPL21P29",556,NA,NA,"pseudogene",NA
"CELA3B",21643,4,14,"protein_coding","116.5"
"RNU6-1022P",112,NA,NA,"pseudogene",NA
"CELA3A",10892,1,8,"protein_coding","116.5"
"LINC01635",2054,1,3,"lncRNA","161"
"LINC00339",6013,2,6,"lncRNA","182"
"CDC42",48584,2,8,"protein_coding","126"
"LOC124903873",2715,NA,NA,"pseudogene",NA
"WNT4",25789,3,8,"protein_coding","236"
"LOC105376845",16440,5,12,"lncRNA","251"
"LOC105376850",9161,1,2,"lncRNA","302.5"
"LOC107985377",5401,1,5,"lncRNA","110"
"MIR4418",61,2,2,"miRNA","62"
"LOC105376856",2643,1,3,"lncRNA","234"
"ZBTB40",102365,5,24,"protein_coding","193"
"EPHA8",41411,6,26,"protein_coding","169.5"
"MIR6127",108,2,2,"miRNA","109"
"C1QA",3215,2,5,"protein_coding","294"
"C1QC",4456,1,5,"protein_coding","254"
"C1QB",8331,1,4,"protein_coding","178.5"
"EPHB2",211284,3,22,"protein_coding","159.5"
"MIR4684",81,3,3,"miRNA","82"
"MIR4253",67,2,2,"miRNA","68"
"LOC124903874",6043,2,5,"lncRNA","80"
"LACTBL1",19806,1,8,"protein_coding","131.5"
"TEX46",5021,1,3,"protein_coding","163"
"KDM1A",64227,2,24,"protein_coding","115"
"MIR3115",67,2,2,"miRNA","68"
"LUZP1",94503,7,13,"protein_coding","199"
"RNU6-514P",106,NA,NA,"pseudogene",NA
"RNU6-135P",100,NA,NA,"pseudogene",NA
"HTR1D",25591,1,2,"protein_coding","1660"
"RPL29P6",617,NA,NA,"pseudogene",NA
"LINC01355",4209,1,2,"lncRNA","1755.5"
"HNRNPR",39630,5,16,"protein_coding","136"
"ZNF436",10400,2,5,"protein_coding","417"
"ZNF436-AS1",2868,2,4,"lncRNA","311.5"
"TCEA3",45149,3,15,"protein_coding","142"
"LOC124903875",4122,2,4,"lncRNA","300"
"ASAP3",56057,3,30,"protein_coding","101.5"
"E2F2",26026,4,12,"protein_coding",NA
"LOC101928163",6489,1,3,"lncRNA","141"
"LOC124903876",33295,2,6,"lncRNA","115"
"LOC105376859",6528,3,8,"lncRNA","479"
"ID3",1575,1,3,"protein_coding","375"
"MDS2",13255,1,11,"lncRNA","143"
"EEF1A1P48",467,NA,NA,"pseudogene",NA
"RPL11",5056,2,9,"protein_coding","111"
"ELOA",18592,1,11,"protein_coding","112"
"ELOA-AS1",17909,1,4,"lncRNA","129"
"PITHD1",9821,1,6,"protein_coding","107"
"LOC105376860",3499,1,2,"lncRNA","410"
"LYPLA2",4393,1,11,"protein_coding",NA
"GALE",5155,3,14,"protein_coding","114"
"HMGCL",23543,1,9,"protein_coding","108"
"FUCA1",23220,1,11,"protein_coding","138"
"CNR2",45166,3,5,"protein_coding","2635.5"
"LOC124904841",97,NA,NA,"pseudogene",NA
"BTBD6P1",2586,NA,NA,"pseudogene",NA
"MIR378F",77,2,2,"miRNA","78"
"LOC124903877",9333,1,4,"lncRNA","10"
"H3P1",367,NA,NA,"pseudogene",NA
"PNRC2",3634,1,3,"protein_coding","206"
"SRSF10",15986,2,16,"protein_coding","163"
"LOC105378615",380,1,2,"lncRNA","85"
"RPL36P5",720,NA,NA,"pseudogene",NA
"LOC105376863",18684,1,3,"lncRNA","95"
"LOC107984931",21833,1,3,"lncRNA","83"
"MYOM3",56090,1,37,"protein_coding","122"
"MYOM3-AS1",16590,1,3,"lncRNA","81"
"LOC124903878",1928,1,3,"lncRNA","167"
"LOC105376864",5624,1,4,"lncRNA","99"
"IL22RA1",23366,1,7,"protein_coding","139"
"LOC124903879",9038,1,3,"lncRNA","306"
"IFNLR1",33099,4,11,"protein_coding","151.5"
"LINC02800",11410,1,3,"lncRNA","152"
"GRHL3-AS1",16062,1,2,"lncRNA",NA
"GRHL3",45379,4,20,"protein_coding","95"
"STPG1",58750,3,13,"protein_coding","138"
"NIPAL3",59455,7,23,"protein_coding","103"
"RCAN3AS",6128,1,5,"lncRNA","189"
"RCAN3",38697,4,10,"protein_coding","174"
"NCMAP-DT",16748,1,3,"lncRNA","209"
"NCMAP",53238,3,6,"protein_coding","87"
"RPL26P8",374,NA,NA,"pseudogene",NA
"SRRM1",29997,7,32,"protein_coding","123"
"LOC124904829",104,1,1,"snoRNA","105"
"CLIC4",97586,3,9,"protein_coding","152.5"
"RNU6-1208P",106,NA,NA,"pseudogene",NA
"LOC105376876",8674,1,3,"lncRNA","385"
"RUNX3",65651,3,11,"protein_coding","159"
"MIR6731",71,3,3,"miRNA","72"
"RUNX3-AS1",34255,1,6,"lncRNA",NA
"MIR4425",83,2,2,"miRNA","84"
"LINC02793",7828,1,3,"lncRNA","243"
"IFITM3P7",564,NA,NA,"pseudogene",NA
"LOC124903880",1755,1,3,"lncRNA","101"
"SYF2",10226,1,7,"protein_coding","103.5"
"LOC124903881",7669,2,3,"lncRNA","173"
"RSRP1",96037,4,22,"protein_coding","457"
"RHD",57983,4,16,"protein_coding","167"
"SDHDP6",1311,NA,NA,"pseudogene",NA
"TMEM50A",24058,2,8,"protein_coding","106"
"LOC124904723",63,NA,NA,"pseudogene",NA
"LOC124904823",103,1,1,"snoRNA","104"
"RHCE",67983,4,13,"protein_coding","151"
"SDHDP7",1309,NA,NA,"pseudogene",NA
"MACO1",69346,2,12,"protein_coding","175"
"LDLRAP1",46791,8,21,"protein_coding",NA
"MAN1C1",167798,2,16,"protein_coding","116"
"SELENON",17979,1,13,"protein_coding","125"
"MTFR1L",12978,3,10,"protein_coding","167"
"LOC646471",3644,1,1,"lncRNA","3645"
"AUNIP",27551,3,6,"protein_coding","178"
"PAQR7",14224,1,4,"protein_coding",NA
"STMN1",22701,4,8,"protein_coding","173"
"LOC128966736",6443,1,2,"protein_coding",NA
"SNRPFP2",372,NA,NA,"pseudogene",NA
"RPL39P7",387,NA,NA,"pseudogene",NA
"MIR3917",92,2,2,"miRNA","93"
"LOC105376885",1693,1,2,"lncRNA","652.5"
"PAFAH2",38272,2,15,"protein_coding",NA
"RNU6-110P",103,NA,NA,"pseudogene",NA
"LOC124905704",31913,3,12,"lncRNA","142"
"LOC124900433",83,1,1,"ncRNA","84"
"EXTL1",14692,2,12,"protein_coding","120"
"SLC30A2",8865,1,8,"protein_coding","160"
"LOC105376910",2410,1,2,"lncRNA","1050"
"TRIM63",16331,1,9,"protein_coding","169"
"PDIK1L",14392,2,5,"protein_coding","302"
"FAM110D",4884,1,2,"protein_coding","1400"
"C1orf232",4862,2,6,"protein_coding","167"
"ZNF593OS",2311,1,4,"protein_coding","126.5"
"ZNF593",965,1,3,"protein_coding","276"
"CNKSR1",12387,1,23,"protein_coding","90"
"CATSPER4",12365,2,11,"protein_coding","155"
"LOC128966735",1349,1,3,"protein_coding",NA
"ZPLD2P",4520,1,4,"lncRNA","271"
"CEP85",44682,6,22,"protein_coding","134"
"LOC124904684",93,NA,NA,"pseudogene",NA
"MRPS6P1",363,NA,NA,"pseudogene",NA
"SH3BGRL3",1436,1,3,"protein_coding","168"
"UBXN11",36041,2,18,"protein_coding","104"
"CD52",2566,1,2,"protein_coding","233.5"
"CRYBG2",38576,6,28,"protein_coding","128.5"
"RPL34P4",401,NA,NA,"pseudogene",NA
"ZNF683",12902,6,15,"protein_coding","167"
"LIN28A",18895,2,6,"protein_coding","191"
"DHDDS",38989,7,20,"protein_coding","117"
"RPL17P9",611,NA,NA,"pseudogene",NA
"DHDDS-AS1",4779,1,4,"lncRNA","115"
"HMGN2",4203,1,6,"protein_coding","73.5"
"DPPA2P2",1147,NA,NA,"pseudogene",NA
"RPS6KA1",45266,5,26,"protein_coding","107"
"MIR1976",51,2,2,"miRNA","52"
"RN7SL679P",301,NA,NA,"pseudogene",NA
"LOC124904769",63,1,1,"snRNA","64"
"LOC124904813",103,1,1,"snoRNA","104"
"LOC105376888",1630,1,3,"lncRNA","56"
"LOC101928728",2221,1,1,"lncRNA","2222"
"LOC124900417",4343,1,2,"protein_coding",NA
"ARID1A",86099,1,21,"protein_coding","172"
"PIGV",13605,4,13,"protein_coding","536.5"
"RN7SL165P",290,NA,NA,"pseudogene",NA
"ZDHHC18",30924,1,8,"protein_coding","144"
"SFN",1303,1,1,"protein_coding","1304"
"GPN2",14150,1,5,"protein_coding","161"
"GPATCH3",9979,2,9,"protein_coding","175"
"NUDC",46703,5,15,"protein_coding","119"
"NR0B2",2491,2,3,"protein_coding","582.5"
"KDF1",11087,3,6,"protein_coding","354.5"
"RPL12P13",943,NA,NA,"pseudogene",NA
"RPL32P6",484,NA,NA,"pseudogene",NA
"OSTCP2",586,1,1,"protein_coding","587"
"TRNP1",7220,2,3,"protein_coding","980.5"
"TENT5B",7828,1,2,"protein_coding","1191"
"LOC101928391",33830,4,11,"lncRNA","126"
"SLC9A1",57495,2,15,"protein_coding","174"
"LOC102723760",2892,1,3,"lncRNA","106"
"RPL18AP5",620,NA,NA,"pseudogene",NA
"CHCHD3P3",963,NA,NA,"pseudogene",NA
"NPM1P39",955,NA,NA,"pseudogene",NA
"SNRPEP7",286,NA,NA,"pseudogene",NA
"WDTC1-DT",4973,1,3,"lncRNA","168"
"WDTC1",74209,8,26,"protein_coding","160.5"
"TMEM222",14240,4,11,"protein_coding","114"
"ACTG1P20",2651,1,1,"transcribed_pseudogene","2652"
"RNU6-48P",105,NA,NA,"pseudogene",NA
"SYTL1",11913,4,18,"protein_coding","114"
"MAP3K6",11777,3,34,"protein_coding",NA
"FCN3",5787,1,8,"protein_coding","128"
"CD164L2",4162,2,9,"protein_coding","156.5"
"GPR3",3192,1,2,"protein_coding","1068.5"
"WASF2",85921,1,9,"protein_coding","155"
"LOC105376892",5485,1,2,"lncRNA","545"
"AHDC1",69982,15,26,"protein_coding","178"
"FGR",23120,3,15,"protein_coding","138"
"LOC729973",561,NA,NA,"pseudogene",NA
"LINC02574",2391,1,2,"lncRNA","220.5"
"IFI6",6101,1,7,"protein_coding","102"
"RNU6-949P",106,NA,NA,"pseudogene",NA
"CHMP1AP1",631,NA,NA,"pseudogene",NA
"FAM76A",37156,2,11,"protein_coding","119"
"RPEP3",902,NA,NA,"pseudogene",NA
"STX12",51225,1,9,"protein_coding","100"
"RNU6-1245P",105,NA,NA,"pseudogene",NA
"PPP1R8",20895,1,9,"protein_coding","149.5"
"SCARNA1",165,1,1,"ncRNA","166"
"THEMIS2",15511,1,11,"protein_coding","284"
"RPA2",23274,2,12,"protein_coding","111"
"SMPDL3B",24170,2,11,"protein_coding","181"
"XKR8",8117,2,7,"protein_coding",NA
"EYA3",118265,5,25,"protein_coding","101"
"RN7SL559P",296,NA,NA,"pseudogene",NA
"SPCS2P4",1407,NA,NA,"pseudogene",NA
"ARL8BP2",633,NA,NA,"pseudogene",NA
"RNU6-176P",104,NA,NA,"pseudogene",NA
"RNU7-29P",58,NA,NA,"pseudogene",NA
"PTAFR",46689,2,5,"protein_coding","2014.5"
"DNAJC8",32756,1,10,"protein_coding","93.5"
"ATP5IF1",1976,1,5,"protein_coding","943.5"
"SESN2",22972,2,10,"protein_coding","187"
"MED18",6925,2,5,"protein_coding","141"
"PHACTR4",130747,2,18,"protein_coding","154"
"RNU6ATAC27P",118,NA,NA,"pseudogene",NA
"SNHG3",4949,1,4,"lncRNA","125"
"RCC1",32950,2,16,"protein_coding","123"
"SNORA73A",206,1,1,"snoRNA","207"
"SNORA73B",204,1,1,"snoRNA","205"
"LOC124904836",99,1,1,"snoRNA","100"
"PRDX3P2",880,NA,NA,"pseudogene",NA
"TRNAU1AP",25461,1,10,"protein_coding","110"
"SNHG12",4445,2,11,"lncRNA","131"
"SNORD99",79,1,1,"snoRNA","80"
"SNORA61",129,1,1,"snoRNA","130"
"SNORA44",131,1,1,"snoRNA","132"
"SNORA16A",133,1,1,"snoRNA","134"
"RAB42",4401,3,5,"protein_coding","480"
"TAF12",45881,3,10,"protein_coding","102"
"TAF12-DT",5544,2,4,"lncRNA","421"
"RNU11",134,1,1,"snRNA","135"
"GMEB1",51150,8,22,"protein_coding","128.5"
"LOC124904809",129,1,1,"ncRNA","130"
"YTHDF2",33156,2,7,"protein_coding","186"
"OPRD1",59067,1,3,"protein_coding","441"
"EPB41",233690,5,31,"protein_coding","108"
"LOC124903886",15413,1,3,"lncRNA","88"
"RPL27P4",400,NA,NA,"pseudogene",NA
"TMEM200B",4474,2,3,"protein_coding","1279"
"SRSF4",34157,3,12,"protein_coding",NA
"MECR",63238,5,28,"protein_coding","103"
"LOC124903887",1033,1,2,"lncRNA","417"
"PTPRU",90275,1,34,"protein_coding","139"
"LINC01756",20501,1,3,"lncRNA","432"
"LOC107984933",82185,1,3,"lncRNA","117"
"LOC107984934",84715,2,7,"lncRNA","191"
"LINC01648",23689,1,7,"lncRNA","201"
"LOC105378617",36934,3,5,"lncRNA","131"
"LOC105378618",7751,2,4,"lncRNA","106"
"LOC107987405",1856,1,3,"lncRNA","88"
"LOC124903888",1733,1,2,"lncRNA","164.5"
"MATN1",12308,1,8,"protein_coding","188"
"MATN1-AS1",7974,1,4,"lncRNA","469.5"
"LAPTM5",25306,1,8,"protein_coding",NA
"MIR4420",76,2,2,"miRNA","77"
"LOC124905706",9082,1,2,"lncRNA","3672.5"
"LOC105378621",7161,1,4,"lncRNA","184"
"LINC01778",9644,1,3,"lncRNA","177"
"RN7SKP91",237,NA,NA,"pseudogene",NA
"LOC400748",2082,1,2,"lncRNA","866.5"
"SDC3",40220,4,8,"protein_coding","310"
"RN7SL371P",265,NA,NA,"pseudogene",NA
"PUM1",134087,1,23,"protein_coding","141.5"
"SNORD103A",87,1,1,"snoRNA","88"
"SNORD103B",87,1,1,"snoRNA","88"
"SNORD103C",74,1,1,"snoRNA","75"
"LOC107985097",304,NA,NA,"pseudogene",NA
"SELENOWP1",1049,NA,NA,"pseudogene",NA
"RPL21P22",562,NA,NA,"pseudogene",NA
"LOC107984935",783,1,2,"lncRNA","106"
"NKAIN1",60203,1,7,"protein_coding","138"
"SNRNP40",37226,1,10,"protein_coding","122"
"ZCCHC17",67997,2,12,"protein_coding","111"
"FABP3",13472,2,6,"protein_coding","154"
"LOC105378623",6267,1,3,"lncRNA","64"
"SERINC2",29794,4,16,"protein_coding","162"
"LOC105378625",4758,1,4,"lncRNA","809.5"
"LOC105379772",11039,1,3,"lncRNA","117"
"EEF1A1P46",1382,NA,NA,"pseudogene",NA
"RNU6-40P",105,NA,NA,"pseudogene",NA
"LDC1P",8481,1,8,"transcribed_pseudogene","173.5"
"LINC01226",5804,1,3,"lncRNA","402"
"LOC124903917",15398,1,3,"lncRNA","134"
"LOC105378626",12698,5,23,"lncRNA","427"
"TINAGL1",11187,2,13,"protein_coding","115"
"HCRTR1",14822,4,16,"protein_coding","193"
"PEF1",15014,6,10,"protein_coding","156"
"PEF1-AS1",16031,2,10,"lncRNA",NA
"COL16A1",51738,9,82,"protein_coding",NA
"LOC101929444",1263,1,2,"lncRNA","392.5"
"ADGRB2",37233,8,44,"protein_coding",NA
"MIR4254",75,2,2,"miRNA","76"
"SPOCD1",25931,4,23,"protein_coding","126"
"PTP4A2",31920,2,9,"protein_coding","256.5"
"LOC128031832",65,1,1,"protein_coding",NA
"KHDRBS1",46985,3,14,"protein_coding","134"
"TMEM39B",30836,9,23,"protein_coding","188"
"MIR5585",58,3,3,"miRNA","59"
"KPNA6",68461,4,18,"protein_coding",NA
"TXLNA",18615,2,13,"protein_coding",NA
"CCDC28B",4792,4,10,"protein_coding","187"
"IQCC",3011,1,6,"protein_coding","253"
"DCDC2B",7104,1,9,"protein_coding","132"
"TMEM234",7877,4,21,"protein_coding","93"
"EIF3I",13764,3,13,"protein_coding","93"
"MTMR9LP",10050,1,7,"transcribed_pseudogene","259"
"FAM167B",1634,1,2,"protein_coding","473.5"
"LCK",34912,3,16,"protein_coding",NA
"HDAC1",41544,2,15,"protein_coding","124.5"
"MARCKSL1",2394,1,3,"protein_coding","660.5"
"LOC105378629",8725,3,6,"lncRNA","142"
"LOC124903933",7219,2,4,"lncRNA","306"
"FAM229A",1215,1,3,"protein_coding","266"
"TSSK3",1773,1,2,"protein_coding","513"
"BSDC1",29809,2,14,"protein_coding","106.5"
"GAPDHP20",1284,NA,NA,"pseudogene",NA
"LRRC37A12P",2061,NA,NA,"pseudogene",NA
"RN7SL122P",300,NA,NA,"pseudogene",NA
"ZBTB8B",31625,1,4,"protein_coding","605.5"
"ZBTB8A",67381,1,6,"protein_coding","158"
"ZBTB8OS",31116,6,20,"protein_coding","100.5"
"RBBP4",35015,2,14,"protein_coding","121.5"
"SYNC",23720,7,9,"protein_coding","671.5"
"KIAA1522",33111,3,9,"protein_coding","171"
"YARS1",42117,1,13,"protein_coding",NA
"S100PBP",45172,13,22,"protein_coding","104"
"FNDC5",10216,2,11,"protein_coding","116"
"LOC105378631",6756,2,4,"lncRNA","404"
"HPCA",8672,3,6,"protein_coding","252.5"
"TMEM54",6793,1,8,"protein_coding","167"
"LOC105378632",1548,1,3,"lncRNA","163"
"RNF19B",35771,2,13,"protein_coding",NA
"LOC107984936",601,1,1,"protein_coding","602"
"RPL18AP4",618,NA,NA,"pseudogene",NA
"LOC100419257",1317,NA,NA,"pseudogene",NA
"AK2",28947,2,12,"protein_coding","126"
"LOC124903969",2401,1,2,"lncRNA","325"
"LOC105378635",3218,1,3,"lncRNA","182"
"AZIN2",84299,9,28,"protein_coding","172"
"ZNF362",175195,5,16,"protein_coding","163"
"TRIM62",36641,2,6,"protein_coding","200"
"A3GALT2",14318,1,5,"protein_coding","90"
"PHC2",107463,3,22,"protein_coding","166"
"MIR3605",99,3,3,"miRNA","100"
"RN7SKP16",298,NA,NA,"pseudogene",NA
"PHC2-AS1",12890,1,3,"lncRNA","180"
"TLR12P",2726,NA,NA,"pseudogene",NA
"ZSCAN20",29046,4,13,"protein_coding","308"
"LOC100422287",893,NA,NA,"pseudogene",NA
"CSMD2",651962,9,85,"protein_coding","174"
"LOC124903976",14324,1,3,"lncRNA","143"
"HSPD1P14",1616,NA,NA,"pseudogene",NA
"HMGB4",4315,2,5,"protein_coding","713"
"CSMD2-AS1",16514,1,8,"lncRNA","136"
"RNA5SP42",114,NA,NA,"pseudogene",NA
"C1orf94",52107,2,8,"protein_coding","229"
"LOC100420336",505,NA,NA,"pseudogene",NA
"LOC105378639",16100,1,4,"lncRNA","229.5"
"LOC105378641",228785,2,11,"lncRNA","133"
"MIR552",95,3,3,"miRNA","96"
"LOC105378642",14239,3,11,"lncRNA","130.5"
"GJB5",3465,1,3,"protein_coding","677.5"
"GJB4",2587,2,3,"protein_coding","722"
"GJB3",5150,2,3,"protein_coding","1096"
"GJA4",2746,2,4,"protein_coding",NA
"SMIM12",9457,6,10,"protein_coding","206"
"DLGAP3",64242,3,15,"protein_coding","203"
"GPR199P",3007,1,3,"lncRNA","154"
"TMEM35B",3968,1,3,"protein_coding","181"
"ZMYM6",45780,1,16,"protein_coding","152.5"
"RPL12P45",5797,NA,NA,"pseudogene",NA
"ZMYM1",56077,7,26,"protein_coding","170"
"EFCAB14P1",668,NA,NA,"pseudogene",NA
"LOC105378644",5370,1,3,"lncRNA","527"
"SFPQ",16765,2,18,"protein_coding","120"
"ZMYM4",153351,7,41,"protein_coding","151"
"RN7SL503P",302,NA,NA,"pseudogene",NA
"LOC124900419",151,1,1,"snoRNA","152"
"RPL5P4",1014,NA,NA,"pseudogene",NA
"ZMYM4-AS1",7256,1,2,"lncRNA","229.5"
"RNY5P1",82,NA,NA,"pseudogene",NA
"KIAA0319L",124181,14,31,"protein_coding","139"
"LOC100419802",1264,NA,NA,"pseudogene",NA
"NCDN",8984,1,9,"protein_coding","242"
"TFAP2E-AS1",8017,1,6,"lncRNA",NA
"TFAP2E",22244,2,8,"protein_coding","223"
"PSMB2",41993,2,8,"protein_coding","110"
"LOC124905707",3195,1,3,"lncRNA","180"
"LOC105378646",19916,3,8,"lncRNA","153"
"C1orf216",5007,2,3,"protein_coding","1430.5"
"CLSPN",49745,2,26,"protein_coding","132"
"AGO4",50258,8,33,"protein_coding","141.5"
"AGO1",60772,2,21,"protein_coding","137"
"CFAP97P1",505,NA,NA,"pseudogene",NA
"AGO3",141941,7,27,"protein_coding","137"
"LOC105378647",11224,1,3,"lncRNA","493"
"LOC100128093",1014,NA,NA,"pseudogene",NA
"TEKT2",4181,3,13,"protein_coding","135"
"ADPRS",5044,1,6,"protein_coding","196.5"
"COL8A2",29983,1,5,"protein_coding","115"
"TRAPPC3",19481,2,8,"protein_coding","171"
"MAP7D1",24685,1,20,"protein_coding","146"
"THRAP3",97690,8,24,"protein_coding",NA
"UBE2V2P4",258,NA,NA,"pseudogene",NA
"SH3D21",23788,6,28,"protein_coding","91"
"EVA1B",2124,2,4,"protein_coding","262"
"STK40",46307,1,13,"protein_coding","120"
"LSM10",4463,1,2,"protein_coding","430"
"RNU4-27P",138,NA,NA,"pseudogene",NA
"OSCP1",32539,3,14,"protein_coding","155"
"SNORA63C",130,1,1,"snoRNA","131"
"LOC107984940",13701,1,3,"lncRNA","108"
"MRPS15",8689,1,8,"protein_coding","80.5"
"CSF3R",17270,3,24,"protein_coding","144"
"FTLP18",477,NA,NA,"pseudogene",NA
"LOC107984941",25920,1,3,"lncRNA","106"
"LOC105378648",8201,2,5,"lncRNA","117"
"GRIK3",239250,1,16,"protein_coding","193"
"MIR4255",71,2,2,"miRNA","72"
"RNU6-636P",106,NA,NA,"pseudogene",NA
"RNA5SP43",109,NA,NA,"pseudogene",NA
"RPS29P6",127,NA,NA,"pseudogene",NA
"LOC107984942",22293,1,5,"lncRNA","185"
"ZC3H12A-DT",19554,1,3,"lncRNA","300"
"ZC3H12A",9797,3,10,"protein_coding","213"
"MIR6732",59,3,3,"miRNA","60"
"MEAF6",24749,2,12,"protein_coding","99"
"MIR5581",59,3,3,"miRNA","60"
"LOC105378649",7751,1,3,"lncRNA","97"
"SNIP1",19863,1,5,"protein_coding","599"
"FTH1P1",895,NA,NA,"pseudogene",NA
"RPS27P9",339,NA,NA,"pseudogene",NA
"DNALI1",9917,1,6,"protein_coding","167.5"
"GNL2",29119,2,18,"protein_coding","114"
"RSPO1",23541,1,9,"protein_coding",NA
"C1orf109",10679,3,14,"protein_coding","196"
"CDCA8",17180,1,12,"protein_coding","91.5"
"EPHA10",51050,9,35,"protein_coding","158"
"LOC124904835",100,1,1,"snoRNA","101"
"LOC105378650",1587,1,3,"lncRNA","165"
"ACTN4P2",2901,NA,NA,"pseudogene",NA
